BPS030214,LND110210,Density
1414,685.41,237.3
95,408.03,218.6
25,694.67,61.6
11,426.39,22.1
52,834.58,53.1
54,655.92,67.1
187,578.54,130.8
11,694.62,13.4
3,507.36,12.3
305,696.84,142.8
6,474.48,29.5
0,751.18,10.4
390,562.65,137.6
4,504.69,14.1
222,397.3,558.6
28,418.96,49.5
188,393.75,193
4,564.77,31.2
11,742.52,33.3
0,490.01,16.1
0,540.77,31
1,563.24,15
2,421.36,30.6
6,752.79,20.8
1,813.63,16.8
15,541.07,59.1
295,922.68,110
3,517.8,29.4
4,491.42,13.7
1614,675.3,407.5
4,435.28,23.6
3,722.5,12.4
6,696.95,32
0,399.09,24.1
0,462.69,10.6
1,463.85,21.9
19,927.25,43.6
0,550.26,19.3
3864,604.46,1115.3
371,638.49,183.9
520,656.63,333.1
75,829.28,63.4
0,504.01,8.2
17,764.72,46.5
27,628.43,53.1
14,611.74,63.2
7,505.04,20.2
50,626.56,83.9
0,615.56,20.7
17,532.33,28.5
4,801.23,19.4
5,494.39,24.7
0,526.98,17.4
43,436.92,65.9
4,539.48,42.8
0,453.84,8.3
85,592.6,41.8
7,411.58,34.9
0,415.03,37.6
4,647.65,13.6
20,536.25,22.8
4,597.63,34.4
7,674.84,28.1
37,624.77,93
36,876.96,26.6
2,789.8,13.8
0,604.35,23
5,744.97,13.1
8,492.54,37.1
34,474.35,40
18,682.22,61.9
114,671.78,67.2
12,670.44,27.6
228,420.19,212.6
59,635.52,49
72,547.1,95.5
3,517.32,9.6
0,469.78,21.6
14,482.68,52.7
21,568.81,41.3
1,808.48,8.3
6,629.54,22.4
41,755.5,30.9
3,307.3,14.4
1,436.67,11.1
71,419.99,93.3
0,1003.82,8.4
2,500.86,12.7
2646,560.44,643.2
3,669.98,14.6
130,451.89,144.6
1062,507.8,1967.2
758,61.91,5157.5
5,499.15,36.4
22,823.22,36.4
132,464.03,69.4
1,647.98,10.4
106,632.44,81.7
0,1177.27,22.1
20,826.4,25.6
75,428.6,75.9
1,759.91,33.2
0,759.18,17.8
42,592.56,61.1
0,266.61,8.1
5,681.77,27.6
3,462.41,69.8
10,400.04,92.6
1,730.1,18
5,734.98,26.6
2,406.62,21.5
22,876.57,39
2,586.57,25.5
0,628.24,16.9
3,501.78,34.7
0,418.18,20.4
0,487.41,19.7
0,691.55,24.2
6,410.08,50.3
6,552.44,47.3
6,777.24,37.9
8,413.79,47.3
990,476.15,338.7
165,466.31,160.7
0,563.78,14.4
0,478.71,47.2
0,712.76,20.2
14,422.11,51.9
502,473.75,92.7
1125,573.99,326
611,869.74,282
7,756.7,25.4
0,418.49,22.4
1,413.05,3.4
1,532.79,43.9
327,722.75,193.2
1,676.24,25.2
0,519.93,14.9
0,408.44,30.6
21,694.8,97.5
0,766.18,13.6
471,631.71,75
0,497.06,112
118,703.63,114.1
5,430.67,30
0,583,40.8
98,449.95,184.3
19,592.54,54.5
8,586.12,59.5
85,505.51,118.3
742,714.51,133.2
0,542.38,49.9
118,706.19,52.6
3,765.09,48.3
89,406.98,26.8
0,570.14,52.1
0,578.1,37.6
0,695.14,16.6
257,458.2,104
9,685.14,50.7
177,810.86,68.9
1,647.25,18.9
1,409.02,98.8
25,497.69,60.2
14,414.98,60.9
1,405.01,20.3
573,775.49,182.6
4,609.19,46.4
2,431.72,11.4
24,589.16,46.7
2,636.25,25.9
20,445.49,39.9
7,697.75,42.2
4,645.29,23.8
45,404.76,71.4
5,457.82,48.6
2,424.25,46.2
15,454.67,23.7
19,415.6,65.3
0,403.94,38.2
7,588.5,82.9
10,724.74,70.6
2,810.75,25.6
2,420.94,24.4
0,678.11,14.6
32,607.25,31.6
10,467.13,27.1
6,922.95,30.4
3,5541.62,1.7
4,4995.46,2.6
2,4227.55,1.5
0,1192.54,4.7
9,2048.79,4.9
1,3340.75,0.3
463,2698.16,30.1
4,3972.49,1.5
3,3783.36,3.1
1,1426.11,1.2
30,2371.87,3.8
5,736.53,12.6
25,1620.77,1.8
1,4339.8,2.7
233,5087.66,17.9
1191,2602.69,34.4
0,4675.36,0.3
1,2995.94,4.5
0,1175.34,0.8
0,1727.42,1.8
3,2898.96,5.6
1,1656.26,6.9
0,1869.82,1.1
15,1490.15,19.3
338,3458.83,18.3
0,1430.05,1.6
3,3612.92,5.4
4,3587.48,2.1
0,2643.17,0.7
0,2391.91,0.8
3,1219.44,3.5
578,2593.42,42.1
0,1868.16,2.4
34,2803.06,5.6
0,1654.87,0.3
1,5140.04,0.8
0,1622.86,3.8
0,3297.3,0.5
17,2326.39,3
0,1736.74,0.7
15,2390.82,16.8
164,2084.14,4.7
12,2354.79,4.4
0,5010.4,1.8
0,2760.52,4.1
3,1677.08,2
58,718.48,47.6
3,1795.35,5.1
3,1855.21,2
2,2272.38,2.7
3,1915.65,2.8
0,977.4,0.7
1,4925.82,1.5
0,1423.2,1.5
5,889.27,1.1
642,2633.29,56.2
606,423.94,356.5
53,259.99,143.1
17,235.06,47.5
33,531.45,50.7
75,426.14,64
44,247.09,72
170,827.19,57.7
20,699.27,30.4
80,874.33,40.2
1973,846.97,126.8
1312,656.67,362.9
94,507.1,179.3
1554,361.75,492.1
164,471.57,176.1
20,240.56,41.5
230,506.25,131.3
23,424.92,55.8
283,398.72,387.1
587,682.19,93.1
94,455.43,60.3
17,172.47,85.8
43,214.75,49.3
128,464.25,211.3
35,937.29,62
254,708.96,146
870,652.32,489.7
241,261.85,89.9
234,383.42,88.5
290,552.68,294.7
82,264.11,156.2
48,816.22,71.7
1591,285.98,935.7
31,505.34,111.9
1542,408.15,859.2
242,491.68,123.3
687,356.03,578.8
20,340.45,35.8
20,292.08,30.3
224,531.57,112.7
70,265.93,80.3
2339,645.7,756.4
54,724.09,75.5
612,594.99,192.7
122,553.69,106.6
339,373.07,286.1
20,353.06,69.9
219,390.74,120.2
8,612.7,9.5
798,573.83,277.8
211,490.76,82.1
1280,791.3,213.4
10,470.71,21.6
71,254.96,227
54,400.59,148.5
374,297.94,262.7
107,515.56,65.8
59,449.57,46.2
0,461.22,53.1
106,440.61,102.1
9340,523.84,1755.5
32,221.43,70.4
41,491.76,56.5
608,697.84,126.5
185,540.41,177.3
1749,191.53,1058.1
17,536.59,41.2
1081,762.74,233.1
304,397.96,336.2
0,336.54,39.1
63,226.88,179.2
459,869.8,60
26,247.09,54.4
105,392.32,100.6
905,651.98,257.9
67,237.79,86.3
184,782.52,181.1
197,473.82,98.4
140,949.22,141.3
109,565.55,165.6
288,511.37,270.7
139,564.15,120.2
65,944.74,67.1
32,318.85,113.4
92,395.09,153.3
135,448.86,105.6
73,532.17,138.4
50,528,26.5
65,378.53,87.4
1,389.04,11.3
1425,631.52,318.7
26,253.52,179.2
10125,835.22,1078.8
30,428.46,48.9
8,348.14,38
243,312.56,163.4
257,553.09,221.7
92,754.28,91.9
182,368.17,220.6
36,334.83,114.7
51,312.6,57
33,987.62,2.4
76,1491.55,7.4
1,1388.71,4.8
12,1148.85,0.7
3,1668.42,3.9
7,1161.81,2.7
5,1103.57,1.8
1254,1632.65,49.8
3207,1764.94,84.9
11,1488.75,2.7
3,1131.47,4.7
24,1260.79,1.6
113,2008.46,1.8
9,630.17,3.8
10,1510.44,2.4
4,635.45,5.3
23,1000.79,1.7
931,1436.38,46.5
2,1659.14,1.4
2,708.82,3.4
3,1132.22,2.2
0,1351.19,1.8
1,1145.94,3.6
2,992.82,2
27,1873.95,2.9
1,974.73,2.9
1692,2760.32,2.3
158,2110.88,4.2
14,1042.96,8.1
509,1926.27,14.3
153,1825.3,4.2
3,981.78,3.2
8,722.51,2.6
0,1118.69,6.6
4,1018.6,4.3
31,1186.85,9.6
5,862.36,6.3
8,877.05,2.8
25,1435.78,11.4
1,903.08,15.4
22,858.51,4.5
2,972.38,1.4
0,1094.09,3.8
0,1214.92,0.6
627,1334.74,18.1
6,712.22,2.8
43,2221.72,9.5
0,1024.56,2.2
11,861.95,9.4
11,1281.93,8.7
854,2013.28,30.6
6,1271.05,3.3
2221,2077.4,10.8
120,563.27,55.7
11,857.22,7.8
0,715.36,0.6
0,746.11,0.9
0,710.87,0.7
0,686.55,8
1,1075.29,10.5
0,539.94,3.9
1,1221.33,2.6
277,968.11,47.6
9,491.58,14
3,584.91,14.4
63,557.45,45.3
9,740.31,12
1,894.42,4.4
29,5960.42,1
28,1196.29,8.4
10,572.29,11.4
18,411.66,25.5
14,570.62,16
35,2575.52,4.2
27,264.26,79.5
1,1396.46,6.6
44,1013.1,24
0,439.85,4.4
4,476.23,12.6
45,528.71,69.4
2572,328.46,1574.4
0,919.68,2.2
15,575.37,10.2
2,575.82,5.6
3,974.59,2.8
5,719.13,6.9
11,851.49,26.2
0,1704.28,1.2
8,569.79,3.6
6,458.16,4.5
0,776.22,0.8
0,569.81,4.5
216,546.29,107.3
36,542.88,16.8
8,553.47,6.2
0,713.06,1.4
0,709.94,4.1
10,2412.4,4.3
3,721.12,1
28,569.34,11
8,570.19,13.2
3,376.05,13.9
13,516.24,12.6
10,1061.6,7.9
0,773.07,1.1
0,951.85,4
36,1108.35,7.9
1923,837.55,340.8
54,2564.07,14.2
0,570.66,1.3
5,568.29,1.1
61,572.74,60.9
0,858.98,0.6
24,484.88,16.2
7,1423.84,3.5
20,441.63,8.5
4,407.38,17.8
2,575.16,7.8
29,615.63,25.6
2,431.08,6.4
0,883.34,3.4
14,539.79,17
23,573.25,12.7
61,674.06,47.8
2,438.35,12.3
5,716.99,15.4
4,551.84,15.2
2,1008.32,1.5
11,574.02,24.7
1276,238.99,664.6
56,750.23,27.7
29,739.4,50
71,571.43,29.3
1,2440.86,2.2
3,565.83,5.6
3,2066.74,0.6
22,427.95,14.3
9,573.81,9.1
0,713.24,0.9
2,393.58,17.6
11,568.05,7.5
71,389.96,51.9
35,442.92,21.7
4,574.91,6.6
0,575.18,1.4
16,572.51,23.9
198,400.23,150.1
197,931.06,51.4
141,706.66,109.1
56,1794.69,18.4
187,1708.75,52.2
968,876.14,457.4
312,934.12,156.8
875,694.72,425
416,368.98,333.7
53,537.31,81.4
722,555.7,494.1
3408,233.01,3884.5
1000,798.58,561.9
1506,221.26,2321.5
638,251.43,386.9
212,483.7,324.4
2617,126.21,6211.5
491,322.01,895.3
4621,46.19,13731.4
348,427.82,300
368,224.56,1632.2
1901,308.91,2621.6
1484,468.79,1344.7
1591,460.18,1069.8
2937,628.78,917
518,184.59,2715.3
51,331.9,199.1
1310,301.81,1071.7
222,519.01,287.6
1966,102.86,5216.1
244,356.92,304.5
1525,1160.83,570.8
0,6923.69,0.5
54,6065.28,10.8
0,4539.48,6
13,3758.06,3.7
141,1404.8,34.4
0,2322.62,0.9
617,3807.51,55
336,4175.73,12.9
4,3961.63,7.4
0,3030.48,1.5
0,2125.44,0.3
0,3436.86,1.4
276,4390.93,14.7
59,4831.09,4.2
3,109.17,164.4
7,2965.19,8.5
4,5449.81,13.1
0,1931.27,2.5
0,6613.21,9.6
0,2874.35,3.1
0,5860.84,6.9
20,2447.43,8.1
943,3710.65,35.5
173,5513.07,23.6
0,4715.82,6.2
161,1909.41,75.5
0,4178.96,2.9
1,6646.68,2.7
80,2203.11,15
0,3344.85,4.9
0,3823.74,1.2
75,1066.18,71.8
35,144.66,382.1
38,4930.46,5
10036,7891.43,247.3
156,709.72,66.2
350,17169.83,2.8
0,3581.88,0.2
0,4175.68,0.5
20,9640.76,1.7
7,5490.11,1.1
12,10633.2,0.5
140,2001.19,26
1,3752.84,1.3
0,18181.92,2.4
2,6036.56,1.1
6,262.92,15.3
2210,6302.37,66.9
3,8875.65,1.1
775,522.8,581.9
64,1029.31,47.6
1885,42.1,32903.6
53,705.77,284.2
80,1308.35,61.4
171,691.58,115.7
212,1060.23,127.2
61,407.35,218.1
204,893.55,56.5
140,1037.85,79.1
97,634.71,99.4
42,498.76,98.9
77,1442.44,33.3
358,795.63,373.9
1682,1042.69,881.4
94,1794.23,21.9
57,1629.12,31.7
72,495.47,112.1
41,492.94,121.9
100,647.16,76.1
42,1717.37,2.8
78,1411.47,45.7
519,1268.59,91.6
7551,70.82,35369.1
79,1274.68,21.3
62,631.76,103.5
82,654.84,112.2
1204,657.21,1132.6
46,403.04,124.6
905,284.72,4704.8
5380,22.83,69467.5
196,522.36,414.4
158,1212.43,193.7
956,778.39,600
323,644.07,167.6
916,811.69,459.3
27,391.26,109.6
125,951.65,128.3
181,1001.7,62.2
85,230.31,432.9
4900,108.53,20553.6
241,652.43,244.4
712,58.37,8030.3
483,173.55,1795.9
969,809.98,271.1
228,204.52,756.6
18,621.82,52.7
31,328.33,55.9
28,323.71,108.9
172,2680.38,41.8
86,1390.56,71.2
1217,912.05,1637.4
238,968.13,80.1
32,518.6,98.6
301,474.65,214
289,1124.24,162.3
278,866.95,75.8
90,831.18,76.1
105,603.83,155.3
584,430.5,2204.7
34,592.75,71.1
70,338.14,75
2,583.87,48.9
61,402.5,264.2
48,422.95,125.6
91,701.93,144.6
93,503.6,128.6
74,401.39,114.5
5,532.13,132.3
60,490.02,91.5
866,467.06,788.2
1,394.61,73.1
29,428.67,93.5
53,397.47,348
389,452.1,436.5
23,408.68,102.9
16,531.89,202.7
3,563.91,65.4
11,401.79,109
719,457.19,2800
38,598.1,88.5
22,411.46,94.9
914,443.1,393.2
57,251.56,306.4
349,504.41,289.8
22,406.36,71.4
5058,532.19,2186.1
43,405.44,105.3
3,466.53,66.3
154,400.16,233.4
250,413.73,390.5
54,522.25,76.8
1590,405.91,1976.7
92,531.36,140.7
17,470.41,68.1
0,402.34,39.4
20,416.01,67.8
8,553.08,78.8
15,421.32,69.7
4,422.53,100.3
40,491.5,121.3
57,420.3,79
21,408.33,170.7
119,525.49,115.9
567,227.49,1011.2
6,453.37,137.7
248,682.5,243.9
56,458.43,100
824,491.1,613.6
814,340.86,1296.2
44,465.88,93.2
135,411.62,580.2
94,403.76,164.7
636,421.36,409
9,430.1,55.3
65,462.45,88.3
148,406.58,252.1
0,455.72,32.1
381,461.55,1159.5
5,416.42,36.2
27,406.08,85.8
50,664.58,129.5
29,398.01,36.8
94,254.92,162.5
10,416.44,47.1
28,407.97,88.4
25,501.32,111.1
49,440.28,65.2
292,487.38,331.2
27,424.12,99.7
47,482.52,71.5
61,495.27,251.3
55,689.19,113.3
20,408.45,149.2
151,610.21,130.3
27,551.02,103
41,407.68,121.2
550,575.27,652.9
471,412.75,1312.6
88,618.3,340.1
59,567.64,163.1
336,431.73,121.1
24,409.16,70.3
0,412.36,32.6
1301,401.31,530
40,631.97,97.8
184,554.93,206.4
29,420.97,89.4
218,617.21,203.3
16,406.87,55.6
25,573.48,39.6
0,866.46,6.5
2,975.52,14.5
0,1814.67,3.1
29,901.81,24.5
6,928.42,12.9
87,904.47,46.9
12,1278.29,23.2
265,896.63,128.9
71,822.18,57.8
63,749.41,62.7
0,770.36,19.7
0,1834.74,1.3
1743,538.77,474.7
0,516.68,11.5
113,1069.29,116.1
1,632.65,9.8
5,761.35,19.7
108,950.14,73.6
44,988.82,27.8
36,738.18,56.2
0,999.48,4.8
1,1231.52,3.4
69,1058.47,57.2
33,802.12,34.4
100,1100.5,47.6
6,1000.87,4.5
1,639.32,9.8
0,537.19,5.4
0,1039.02,3.5
25,576.52,22.1
2,804.65,17.4
27,802.65,32.9
8,758.83,8.5
5,642.94,17
71,919.73,50.6
27,898.16,16.7
1,1015.23,9.3
1,722.08,15.4
77,1589.21,31.7
14,952.31,36
16,743.83,56.3
0,514,18.3
4,954.99,7.9
6,371.08,42.7
17,655.39,63
222,570.7,60.5
8,1850.01,17.9
35,618.5,32.7
12,416.46,32.4
22,810.45,87.6
2,731.9,15.8
12,565.78,18.6
0,618.57,19.7
5510,708.82,1013.8
1,697.35,57.5
124,2246.36,21.1
8,470.82,67.6
1,567.96,29.2
303,684.7,113
73,1305.46,35.1
106,720.44,52
83,787.67,88.2
0,1395.84,8.3
1,1141.14,3.2
505,675.63,128.6
5,632.84,40.3
70,673.27,63
36,870.24,51.8
9,2041.26,10.1
1,871.13,9.2
3464,570.25,1058.1
330,561.56,130.1
91,415.45,122.7
0,1003.17,11.6
1,1286.45,6.9
23,1242.4,16.2
18,3068.36,5.3
451,675.94,126.6
1480,1870.32,201
102,829.05,44.7
106,657.36,75.1
30,1596.17,39.5
85,2979.09,7
42,1627.46,13.7
1330,3018.19,52.3
166,5036.08,21.4
0,1204.81,1.6
0,4528.54,1.6
2,10133.17,0.7
88,521.95,42.8
747,2783.55,73
39,1780.79,12.2
149,1639.67,50.4
75,5941.05,11.2
9,8138.98,1
1316,4553.12,77.2
144,979.77,47
393,2290.13,50.9
29,9887.53,3.2
698,1182.33,266.7
16,2031.61,5.5
5090,431.3,1704.9
246,740.79,101.8
0,823.69,2.1
82,1102.58,22.9
93,3215.51,23.6
86,2036.61,12.6
23,3146.19,2.2
0,2381.52,10.6
3030,724.23,731.4
0,1714.75,0.8
376,715.86,138.6
272,518.67,195.5
2343,730.08,1675.6
45,653.2,105.5
141,434.71,392.3
66,1012.3,49.2
458,856.51,480.4
100,525.8,241.7
77,1147.4,54.6
778,604.31,1034.7
624,788.6,233.1
61,688.35,208.7
0,396.23,12.8
70,381.46,171.1
511,1109.92,138.7
1459,750.51,664.7
422,600.83,66.6
126,1144.72,71.3
38,887.98,44.2
79,483.11,139.3
73,1012.3,87.7
879,545.46,431.6
651,525.05,510.6
435,183.84,3040.5
55,827.36,38.6
321,799.15,351.1
193,790.34,172.8
4,427.19,18.1
356,772.22,193.7
26,437.55,33.9
66,575.95,67.2
65,874.64,52.5
54,827.03,107.5
74,652.43,69.3
34,391.35,63
2009,459.08,467.1
1109,943.81,550.4
41,358.18,254.4
348,361.83,369.1
773,345.17,1012.5
252,890.33,360.4
214,1228.59,94.5
28,979.2,44.4
90,672.58,173.4
56,411.03,113.6
153,608.29,279.2
1752,483.04,1655.9
34,130.24,140.3
714,369.67,805.4
68,458.37,206.2
72,551.45,83.4
3973,134.1,11379.5
85,544.96,105.3
10,1081.32,16.1
134,778.63,190.4
51,328.71,120.8
57,1074.37,72.4
17,449.94,14.3
57,823.44,52.7
79,1133.79,37
57,315.98,142.2
41,674.28,81.5
19,884.14,47.3
453,856.99,242.5
110,725.6,72.8
391,1027.55,355.4
40,397.32,71.2
816,904.18,481.1
30,24.16,2064
144,168.53,985.9
185,102.39,809.6
342,409.5,1530.3
251,329.24,385.7
41,490.48,51.8
678,1071.03,149.5
27,408.09,25.5
863,715.43,261.6
10,393.37,40.6
37,548.39,41.2
1197,576.28,281.5
1977,1098.86,161.8
28,381.15,39.8
3123,916.09,382.3
143,392.66,140.9
26,580.66,57.1
50,799.08,58.5
97,606.94,57.6
37,1056.49,36.8
99,561.15,122.4
19,404.87,79.2
1055,573.23,238.2
71,500.41,53.9
64,686.28,34.9
280,799.96,171.1
296,813.55,73.9
3094,785.12,574.7
162,454.73,153.2
9,559.9,37.7
3473,1133.9,237.5
229,655.32,37.8
262,726.56,84.9
1063,549.16,139.6
88,713.8,93.2
9,410.18,46.9
1412,698.91,375.4
15,489.23,67.6
9,479.67,60.3
24,359.13,28.5
59,630.04,59.5
243,626.33,118.6
41,1106.1,83.6
434,496.41,240.2
2275,757.07,507.9
26,452.78,43.9
1090,807.93,351.9
289,665.07,161.6
14,514.17,56.3
17,934.16,36.8
2982,680.6,332.2
3,708.43,3.8
23,1258.71,13.8
1,1184.71,2.9
20,563.7,12.5
205,792.21,40.3
145,1712.98,21.3
29,817.24,6.4
0,471.38,4.1
22,2249.9,4.5
2,733.68,2
6,1097.49,8.3
13,957.6,3.9
48,412.19,33.6
149,688.5,39.5
0,2469.69,1.6
86,1557,5.3
33,435.56,44.8
44,1027.87,5.6
1,622.69,7
2,2302.49,2.3
7,431.8,7
15,1125.96,3.6
3,1739.92,4.1
5,981.75,2.4
32,681.46,10.8
10,1014.96,4.2
1,1810.53,1.1
26,507.23,11.6
11,1436.61,2.4
7,434.51,7.7
6,2671.38,0.5
118,741.56,23
22,812.9,9
0,860.52,1.7
0,1863.91,1.6
1,526.23,3.9
8,969.68,1
19,832.24,6.2
31,563.28,19.9
220,800.04,30.1
261,577.28,77.7
9,1641.94,2.3
19,838.07,5.6
35,574.2,9.8
2,1136.64,2.2
121,3470.98,7.3
2,1307.31,1.6
6,570.31,4.2
2019,807.15,210
13,519.39,12.5
0,2093.9,6.5
464,2776.55,36.4
0,2870.48,1
3,861.14,2.7
28,1101.04,9.2
8,569.32,4.1
24,1503.93,4.3
18,1444.43,2.1
9,1006.82,1.4
0,1388.56,6.9
6,1612.45,3.5
15,617.06,13.5
189,460.54,31.3
9,708.63,7.7
88,521.16,43.1
0,1961.27,1.4
173,337.16,222.8
171,473.64,95.1
0,394.14,41.8
0,406.43,31.7
608,558.71,220.2
547,328.76,301
151,480.19,84.8
11,265.64,52
5,599.25,47.6
51,341.2,168.3
107,302.44,129.3
8,285.74,60
125,434.58,74.1
0,236.54,33.2
1,434.57,82.1
129,428.96,123.1
2,265.54,54.9
246,681.03,82.3
6413,504.03,1243.3
0,333.85,35.2
7,304.35,61.5
202,489.9,101.4
56,512.33,74.8
235,704.79,54.5
0,498.61,36
110,554.54,74
108,602.74,82.4
5,610.93,48.3
2,280.6,80.7
94,622.17,110.6
3,360.53,38
53,161.18,388
2036,542.43,620.3
0,222.34,30.7
23,667.77,40.8
8,577.32,45.1
11,486.98,116.7
18,533.11,35.2
1,520.07,53.4
13,562.1,57.5
3,612.5,40.3
1,200.29,42.1
10,530.98,34.9
0,308.32,37.7
98,274.08,187.6
1,298.48,61.1
1912,508.22,850.5
6,165.78,47.2
14,471.99,58.9
10,617.13,67.8
5,282.09,43.1
3,570.34,58.5
206,229.22,211.8
6,307.14,72.4
195,557.12,176.4
74,498.16,56.7
102,375.46,81.5
784,613.14,132
24,430.13,121.5
11,562.86,46.3
45,195.12,60.2
61,635.57,70
1446,539.18,319.6
27,129.22,49.2
0,522.18,42.1
11,544.73,58.4
3,433.48,50.9
0,414.73,19.1
0,162.98,31.2
142,434.68,38.7
424,401.1,180.3
62,315.38,100.9
7,360.71,150.2
243,476.29,139.2
2744,619.36,424
3,532.3,41.8
7,265.86,53.1
60,592.5,151.7
1516,763.17,1215.5
66,314.29,61
18,459.33,29
249,413.36,379.4
869,529.45,303.4
138,458.37,133.3
45,114.19,68.9
1,186.17,98.4
50,223.55,85.5
0,273.42,20.3
52,432.68,92.1
654,326.47,376.7
1,734.1,23.2
33,580.36,60.3
6,376.67,68.6
1902,582.6,314.4
1549,570.83,199.7
2,1062.6,55
155,1500.71,9.9
76,797.78,108.8
169,252.07,91.9
9,903.11,10
0,909.11,2.1
69,1219.54,36.8
27,646.51,44
0,826.8,8.7
1,790.96,25.9
167,888.15,83.5
0,867.48,4.3
11,880.24,36.2
1989,1051.02,295.2
6959,1239.82,1383.1
35,709.25,14.8
0,897.44,0.7
3,982.98,18.5
95,885.01,104.6
3476,1357.7,230.7
1786,585.45,332.8
11,6183.73,1.5
0,900,1.8
0,943.36,7.7
31,944.43,40.3
8,659.03,26.1
261,994.26,43
98,545.26,69.8
81,506.84,42.2
5,899.37,15.1
1417,890.92,456
10,195.83,63.3
3,920.22,6.7
11,936.96,32.5
0,894.43,9
377,597.14,58.8
6,1052.91,48.3
0,696.41,10.1
5,1088.72,9.9
1,775.15,4
0,911.47,3.6
0,1261.95,7
10635,841.23,930
0,918.44,3.3
10,960.27,21.7
2075,559.48,193.9
3,937.75,14.9
0,983.8,4.2
25,874.76,43.9
146,1052.07,71.7
0,900.56,1.7
1,785.07,5.6
0,2807.33,1.3
5,900.2,6.7
1,3812.8,0.6
20,1503.26,4.5
14360,871.28,2718
7,900.31,15.4
10,1496.87,12.9
2,256.83,20.4
3565,878.43,754.3
5,908.98,22.1
0,901.72,2.7
5,1328.88,7.5
1,926.89,4
0,1793.48,6.6
0,926.49,20.1
556,897.69,152.8
0,2117.86,0.9
1096,935.49,159.9
3043,1012.69,790.6
85,1083.07,35
3,765.48,23.3
27,890.84,38.1
6,950.01,25.8
0,898.94,4.4
6,992.14,6.5
0,704.4,1.9
9268,861.48,679.5
1,284.39,37.3
7,877.74,22.6
11,1133.5,15.2
15,1502.38,11.7
3006,378.36,769.9
0,893.41,7.2
39,1058.21,23.5
0,900.22,1.4
0,852.01,8.5
35,1066.69,18.6
3,925.97,24.3
271,932.8,129.6
266,273.3,445.4
15,787.46,33.8
765,711.3,184.9
8,1004.68,36.1
0,883.49,3.8
1,835.91,10.2
17,919.81,6.1
0,695.11,6
117,890.57,61.3
40060,1703.48,2402.4
79,899.95,72.9
0,1462.03,4.1
2,903.13,6.5
2305,677.98,231.7
6,906.29,4.2
68,873.75,89.9
3473,1570.87,493.2
6,958.86,36.6
15,908.39,25.2
121,420.64,121.7
8,767.17,45.8
5,1230.91,19.3
33,900.79,38.9
0,4570.98,0.8
66,840.32,102.5
0,887.42,25
0,1051.56,1.5
5,910.66,9.9
18,829.44,17
8,938.85,38
0,2264.56,1
1061,876.3,287.9
0,1136.14,4.7
26,864.97,47.2
960,724.69,208.3
1,928.55,21.8
78,747.56,19.8
219,780.7,132.4
380,662.45,50.4
0,1458.33,0.3
0,902.51,0.9
91,1103.32,45
5,1250.99,3.7
0,910.87,0.3
1,1360.06,2.6
36,881.31,36.4
0,850.62,4.4
43,907.19,54.9
7,1016.18,13.8
236,712.84,27.6
24,1486.69,4.6
11,969.71,19.9
3,629.02,26.4
0,1073.15,15.7
300,1158.42,65.3
4,905.29,25.8
6,932.18,3.5
12,1039.7,11.1
202,934.03,20.7
0,668.93,0.1
2128,895.6,311.3
3,891.87,6.6
4,466.07,29.3
2,380.88,27.7
3,914.94,5.2
4,928.8,4.3
222,1100.28,33.4
99,1279.26,42.4
0,1065.6,7.8
1468,1037.1,226.5
0,1139.43,0.6
49,1325.36,34.7
0,902.03,2.5
1553,900.3,152
10,1016.93,24.3
0,748.26,6.6
5,911.09,10.3
0,930.91,21.2
7145,1041.74,437.5
16,899.69,24.3
1,251.99,51.3
0,989.56,1.2
68,946.54,68.2
23,1009.63,47.3
0,933.68,15.5
0,912,16.7
2452,838.48,405.8
7,917.63,11.1
0,1500.53,1.4
428,333.67,245.3
5,951.79,29.5
14,801.75,29.7
382,903.48,129.4
13,880.78,11.7
7,4763.85,3.3
469,1057.09,43
853,908.37,133.3
9,3855.24,2
5,229.45,47.6
62,911.54,132.4
19,1175.3,2.9
0,699.2,4.7
8,1036.58,12.4
3,2635.38,5.2
22,770.44,9.6
0,924.06,1
9,855.68,19.4
965,127.04,616.7
4,1050.95,10
3,924.03,57.7
0,491.39,22
0,530.66,16.7
2,569.24,46.3
243,693.45,93.5
0,1135.3,5.4
1,1310.63,2.6
8,905.44,18.7
0,914.29,3.7
15,795.58,32
10,923.04,3.3
389,921.45,227.6
18,186.46,45.5
0,1223.18,49.8
0,896.72,10.7
0,923.45,1.2
0,916.31,1.6
0,1453.93,2.8
0,890.16,8.8
8985,863.61,2094.7
278,915.55,143.6
0,2358.03,0.4
3,888.84,14.2
0,912.55,1.8
22,406.05,79.6
629,1521.97,72.4
12673,990.2,1034.4
6,693.61,21
1,924.5,23.5
21,582.95,67.4
1,1241.32,2.7
13,1551.95,17
63,3144.75,15.5
89,842.56,62.4
835,882.14,98.4
222,784.17,86.5
82,513.43,84.1
19,835.6,12.8
85,603.95,55.8
1719,3361.48,74.5
19,1086.15,38
0,914.52,5.9
143,627.78,209.5
2,970.84,13.9
98,590.55,37.5
4706,1118.3,378
34,803.73,53.4
0,841.11,8.5
46,904.42,65.4
19,645.23,65
14,799.71,9.9
35,914.47,20.3
0,998.41,14
11,1297.41,9
16,2589.88,2.6
164,5745.55,8.7
749,1164.81,96.7
66,1478.49,14.5
7,696.98,1.5
1512,298.78,1025.8
137,3240.95,5.7
