BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207
120,994,-9.6,599,516,0,0,0,0,0,21.1
315,2523,5.4,1890,2169,0,0,0,0,0,29.9
234,2811,7.8,1145,1544,0,0,0,0,0,27.8
92,757,-6.5,516,731,0,0,0,0,0,26.7
1037,14748,0.2,3871,4485,0,0,0,0,0,27.9
369,3810,20.2,1950,2208,0,0,0,0,0,30.3
812,12380,1.7,2805,3667,36.7,0,0,0,3,34.7
135,935,-0.6,502,707,0,0,0,0,0,34.5
71,252,0,532,321,0,0,0,0,0,0
2640,38679,0.3,6635,8867,12.9,0.9,3.7,0,3,30
506,4388,5.1,2309,3187,0,0,0,0,0,0
179,2194,2.5,793,1101,0,0,0,0,0,32.3
355,2078,2.2,2080,2352,0,0,0,0,0,0
81,1357,2.6,436,197,0,0,0,0,0,38.6
433,5938,1.1,1412,1609,0,0,3.2,0,0,17.1
184,1199,-7.4,884,1217,0,0,0,0,0,21.2
302,3248,-2.9,1494,2142,22.9,0,0,0,0,28.6
132,1066,-0.8,380,467,0,0,0,0,0,37.5
365,5868,-9,1312,0,0,0,0,0,0,0
507,6593,2.5,1875,2943,15.2,0,0,0,0,26.8
111,924,-6.1,544,0,0,0,0,0,0,0
445,5451,-0.2,1820,2113,0,0,0,0,0,31.7
395,6831,1.8,1756,2625,0,0,0,0,0,0
4256,75855,-0.3,13691,15413,37.4,0,0,0,2.5,35.8
1306,17729,0.8,8657,9515,33.4,0,0,0,0,33.4
1000,9398,6.4,3547,4300,0,0,1.2,0,1.4,21.4
168,1046,4.9,980,1296,0,0,0,0,0,21.3
1716,15576,1.9,10643,11811,14.6,0,0,0,0,30.6
456,5767,-4.6,1823,1757,0,0,0,0,3.6,0
643,5890,-0.4,2864,4125,0,0,0,0,0,26.4
322,2930,-4.5,1152,1064,0,0,0,0,0,25.6
240,1463,7,1352,1762,0,0,0,0,0,19.8
584,9161,-1.3,2581,2391,0,0,0,0,0,35.8
173,1895,-0.5,671,685,0,0,0,0,0,0
396,4444,1.8,1733,2259,0,0,0,0,1.1,0
38,231,-8.7,136,213,0,0,0,0,0,29.6
454,3987,0.6,1707,2338,0,0,0,0,0,31.2
132,1384,-4.4,423,481,0,0,0,0,0,0
4313,85077,-0.1,12458,14147,38.1,0.3,2.8,0,2.4,36.1
1927,28615,2.8,7816,8647,34.8,0,0,0,2.9,29.1
58,763,-1.5,296,0,0,0,0,0,0,0
213,2384,-5.8,906,1171,0,0,0,0,0,0
187,1559,7.1,623,760,23.7,0,0,0,0,0
1117,16590,-5,4635,5329,0,0,2.5,0,0,36.9
544,7966,2.4,1620,1962,0,0,0,0,0,21.7
62,787,9.3,316,232,0,0,0,0,0,28.9
629,8951,-4.7,1824,2484,23.6,0,0,0,0,26.8
57,538,-1.5,506,777,46.3,0,0,0,0,0
17,45,-25,104,0,0,0,0,0,0,0
289,3016,-1.4,1224,1241,0,0,2.2,0,7.7,27.6
120,855,-6.7,561,765,0,0,0,0,0,31.9
190,3171,-1.2,686,1139,0,0,0,0,0,12.6
164,1705,-0.5,660,550,0,0,0,0,0,45.5
1051,14947,-2.9,3142,3741,0,1.3,0,0,0,29.8
1017,15454,-1.1,2986,3604,11.1,0,0,0,2.2,28
673,9231,-2.1,2010,2972,10.9,0,10.2,0,4.6,33.2
285,2731,-0.9,1108,1499,0,0,0,0,0,30.6
82,571,2,425,421,0,0,0,0,0,0
1410,33030,2,5252,5768,25.8,0.7,1.7,0,0,31
153,1392,1.2,576,817,0,0,0,0,0,0
75,1484,110.8,541,788,0,0,0,0,0,0
531,4895,0.8,2055,2666,0,0,0,0,0,18.8
446,5903,-0.2,1667,1804,0,0,0,0,0,0
707,9999,-1.8,4151,5297,0,0,0,0,0.5,21.7
1520,15244,1.6,7448,8041,0,0,0,0,0,22.6
849,11477,1.5,1868,2353,0,0,0,0,0,0
65,599,3.6,344,349,0,0,0,0,0,14
336,5366,-2.3,1231,1492,0,0,4.2,0,0,0
538,5671,-1.5,1769,2102,0,0,0,0,0,24
29,346,-0.6,148,175,0,0,0,0,0,23.4
67,1011,3.9,352,325,0,0,0,0,0,0
584,5191,2.8,2482,3143,1.3,0,0,0,0,0
2175,46606,4.1,5738,7978,0,0,2.9,0,6.2,23.2
92,470,3.1,491,695,0,0,0,0,0,11.2
197,2235,-8.8,612,732,0,0,0,0,0,0
149,2049,1.7,651,681,0,0,0,0,0,0
282,2578,3.1,1265,1593,18.4,0,0,0,0,0
3923,50266,3.4,16499,18900,0,1.5,31.9,9.1,3.9,26.4
21173,347954,2.1,60220,74069,1.1,0,56.6,9.1,3.3,32.1
1986,25186,1.1,6621,8316,0,3,35.5,10.2,5,31.8
4409,60720,-2.1,15150,20097,0.6,1.7,30.3,10.5,3.9,30
187,1663,-0.2,626,745,0,0,0,0,0,0
118,884,1,321,443,0,0,0,0,0,0
396,4517,7,1179,1648,0,0,0,0,0,22.8
312,3437,4.3,919,1428,0,0,0,0,0,0
181,1176,-0.3,494,456,0,0,0,0,0,0
566,4366,-1.8,1828,2420,0,0,0,0,0,31.2
3203,68753,2.4,7189,9739,4.1,0,0,0,0.6,29.1
553,6824,2,1747,2180,0,0,0,0,0,0
607,9369,6.7,1591,2419,0,0,0,0,0,30.5
490,5218,1.1,1508,1874,0,0,0,0,0,18
556,9218,3.4,1260,1704,0,0,0,0,0,26.6
333,2594,-7.5,1115,0,0,0,0,0,0,0
284,2197,-2.7,732,846,0,0,0,0,0,0
879,10604,-0.8,1856,2755,0,0,0,0,0,23.7
478,4709,-2.1,1179,1682,0,0,0,0,0,0
465,4282,-2.4,1258,0,0,0,0,0,0,0
1399,20910,-3.4,3031,3952,0,0,0,0,1.8,22.2
354,4379,-3.2,812,796,0,0,0,0,0,0
418,3942,0.8,954,1078,0,0,0,0,0,16.4
189,3154,-3.1,598,752,0,0,0,0,0,22.5
608,7313,-4.3,1305,2262,0,0,0,0,0,24.3
537,4851,-5.9,1382,1725,0,0,0,0,0,0
1181,27036,1.2,2677,3491,0,0,0.9,0,0,0
460,6534,2.5,924,1394,0,0,0,0,0,27.8
1718,34419,1.1,5486,6613,0.6,0,2.2,0,1.1,19.9
170,1451,2.4,748,848,0,0,0,0,0,0
130,1697,-3.2,655,869,0,0,0,0,0,0
496,5725,3.6,1312,1568,0,0,0,0,0,29.5
1107,19430,1.1,2359,3407,0.9,0,0,0,0,26
770,6877,7.1,1818,2088,0,0,0,0,0,25.6
2772,53122,0.3,6130,8102,1.1,0,0.7,0,0,21.7
317,3639,-3.1,720,791,0,0,0,0,0,0
553,6298,0.6,1412,1891,0,0,0,0,0,0
414,4552,5.4,1202,1159,0,0,0,0,0,0
334,3131,2.3,795,1385,0,0,0,0,0,19.4
187,2210,-1.2,517,588,0,0,0,0,0,0
261,2697,-2.4,716,746,0,0,0,0,0,23.1
308,3285,5,836,0,0,0,0,0,0,0
323,2650,0,1015,1129,0,0,0,0,0,0
383,4304,0.5,1059,1551,0,0,0,0,0,23.9
309,3197,0.5,839,1275,0,0,0,0,0,0
565,5394,-1.7,1290,1812,0,0,0,0,0,21
357,3060,-3.5,1037,1378,0,0,0,0,0,19.2
514,7980,-38.8,1336,1547,0,0,0,0,0,23.4
256,2808,-4.7,829,1115,0,0,0,0,0,0
324,3394,-0.1,724,1151,0,0,0,0,0,24.8
248,2865,0.3,560,956,0,0,0,0,0,19.4
487,7775,1.5,1241,1264,0,0,0,0,0,24.1
545,4892,0.1,1515,2345,0,0,0,0,0,21.3
746,8706,4.7,2261,2847,0,0,0,0,0,20.9
670,6855,0.2,1927,2308,0,0,0,0,0,0
3186,59466,3.6,8843,9323,1.8,0,2.4,0,1.6,26.7
503,4877,0.5,1346,2193,0,0,0,0,0,29.9
250,1685,-10.1,705,1099,0,0,0,0,0,21.6
571,5699,2.7,1401,1822,0,0,0,0,0,25.8
912,13010,-1.4,1914,2661,0,0,2.3,0,0,27.8
5415,115744,0.9,12912,16967,0.7,0,0,0,0.6,27.1
217,2887,1.3,621,941,0,0,0,0,0,0
179,2772,0.5,622,788,0,0,0,0,0,0
389,3344,-2.2,983,1328,0,0,0,0,0,13.2
354,2450,-6.8,1271,1304,0,0,0,0,0,30.5
576,6881,0.3,1442,1977,0,0,0,0,0,25.4
810,15685,1.1,2134,3254,0,0,0,0,0,20
792,14459,-0.1,1875,2532,0,0,0,0,0,28.8
294,2089,-3.4,926,1101,0,0,0,0,0,32.7
326,3097,-3.1,864,1225,0,0,0,0,0,0
233,2086,5.2,646,829,0,0,0,0,0,16.4
173,1895,1.8,553,521,0,0,0,0,0,21.1
308,3056,1.7,731,952,0,0,0,0,0,14.3
940,19720,1,2085,3523,0.8,0,0,0,3.3,32.1
506,5345,1.3,984,1337,0,0,0,0,0,21.5
183,1526,3.2,468,566,0,0,0,0,0,0
416,5313,0.3,919,1305,0,0,0,0,0,20.2
278,2802,0.5,733,937,0,0,0,0,0,0
703,9761,0.4,1700,2137,0,0,0,0,0,0
222,2021,-1.8,539,764,0,0,0,0,0,0
11914,243983,2,30761,37950,1.9,0.3,2.1,0.1,1.8,28
1986,30845,-3.1,4975,7088,0,0,0,0,1.2,24.1
549,9458,2.9,1275,1781,0,0,0,0,0,21.4
144,1022,3.9,470,553,0,0,0,0,0,12.1
353,2624,-0.1,845,1187,0,0,0,0,0,21.5
4408,82196,2.6,10040,14132,0,0.3,0,0,1.3,27
398,5209,-1.4,972,1388,0,0,0,0,0,19.5
1233,17949,-0.3,2577,3659,0,0,0,0,0,18.3
2006,30774,3.6,5377,7365,0,0,2.1,0,0,23.6
341,3564,-0.1,1130,0,0,0,0,0,0,0
134,1594,1.9,556,722,0,0,0,0,0,0
334,5025,-6.8,800,0,0,0,0,0,0,0
155,1859,-5.8,660,0,0,0,0,0,0,0
758,14912,4.9,1763,2850,0,0,0,0,0,19.1
773,7742,-1.4,3431,4047,0,0,0,0,0,26
705,6828,0.3,1780,2559,0,0,0,0,0,15.9
146,1381,-0.1,523,483,0,0,0,0,0,0
1032,15629,2.1,2082,2884,0,0,0,0,0,0
329,6152,8.3,794,1102,0,0,0,0,0,14.3
619,9585,-2.1,1859,2878,0,0,0,0,0,25.6
2692,45624,1.2,5654,7392,0.9,0,0.9,0,2,25.8
172,1790,-3.7,530,432,0,0,0,0,0,28.2
390,3908,-8.2,868,1529,0,0,0,0,0,20.1
12216,174796,2.2,33207,42344,0.4,1,1.3,0,2.1,25.4
115,455,7.3,360,492,0,0,0,0,0,18.1
1953,23611,-0.6,5073,6616,0,0.5,0.4,0,1.5,25
117,938,2.4,420,645,0,0,0,0,0,0
228,2190,2.8,540,596,0,0,0,0,0,26.2
819,9700,1.3,2685,3193,0,2.5,1,0,3.6,20
1339,10413,10.2,3337,4416,0,0,0,0,2.4,23.7
151,491,-1,564,813,0,0,0,0,0,27.2
1398,10977,0,3687,5642,0,0,0.7,0,0,20.6
3244,44031,1.7,7757,10995,0,0.8,0.9,0,1.9,21.8
355,2340,4.5,871,1133,0,0,0,0,0,29.1
59,0,0,189,95,0,0,0,0,0,0
27,0,0,87,73,0,0,0,0,0,56.2
3627,45609,5.7,11596,14561,0.2,0.7,0.6,0,5.9,22.4
193,2639,0.2,451,511,0,0,0,0,0,26.2
644,7301,5.7,1486,2218,0,0,0,0,6.6,24.7
18,75,-9.6,53,112,0,0,0,0,0,0
229,1867,-1.5,478,927,0,0,0,0,0,15.1
167,681,9.7,440,318,0,0,0,0,0,0
431,3936,3,1198,1852,0,0,0,0,6.5,19.8
281,1928,2.3,958,1047,0,0,0,0,0,16.4
272,1377,-3.6,1081,1438,0,0,0,0,0,0
337,2154,-1,1238,1753,0,0,0,0,0,0
348,2498,0.5,848,1141,0,0,0,0,3.4,34.3
478,3292,4,1209,1617,0,0,0,0,0,23.5
430,3769,12.1,2037,2929,0,1,0,0,0,0
524,5770,4.3,1101,1719,0,0,0,0,0,0
4345,44971,2,10934,15155,0.2,1.2,0.6,0,1.8,24.1
885,8299,-1.2,2444,3444,0,0,0,0,0,26.2
289,1651,7.7,685,1013,0,0,0,0,0,27.3
121,763,6.4,310,438,0,0,0,0,0,0
87,635,4.3,284,383,0,0,0,0,0,0
757,14065,5.5,2421,2942,0,0,0,0,0,15.2
403,4355,3.7,1151,1796,0,0,0,0,0,17.8
1110,16434,2.3,2152,3205,0,1.2,0,0,0.8,27
88,692,1.8,319,0,0,0,0,0,0,0
181,1612,5.6,635,999,0,0,0,0,4,21.6
483,4326,0.5,1366,2215,0,0,0,0,1.9,21.9
150,2027,-3.1,372,493,0,0,0,0,0,0
355,4166,-0.4,768,1217,0,0,0,0,0,18.2
418,1882,5.1,1293,1459,0,0,0,0,0,0
2455,27449,8,5099,7234,0,0,0.6,0,3.7,22.7
567,2927,1.4,1224,2058,0,0,0,0,0,10.4
218,1664,-12.7,635,992,0,0,0,0,0,0
1833,31182,3.5,3874,5561,0,0.5,1.5,0,0,24.6
107,1037,-6.3,416,383,0,0,0,0,0,43.1
303,3825,-0.5,1069,1349,0,0,0,0,0,26.9
847,15398,15.7,3056,3425,1.3,0,0,0,0,27.8
116,2988,9.1,334,373,0,0,0,0,0,0
768,9484,-2.7,1982,2918,0,0,0,0,0,28.7
93,605,-1.1,339,0,0,0,0,0,0,0
399,3198,-5.6,1051,1669,0,0,0,0,0,0
254,4471,1.4,690,1166,0,0,0,0,0,0
4133,67335,-0.9,11532,13525,8.8,0,0,0,1.9,28.3
718,8699,-0.8,1960,2949,0,0,0,0,0,30.7
334,3763,-5.5,1089,1452,0,0,0,0,0,21.4
364,4555,1.3,1026,732,0,0,0,0,0,41.8
880,8679,-1.9,2248,2876,0,0,0,0,0,0
1186,17476,-0.7,2671,3872,2.6,0,0,0,0,25.6
129972,2286711,2.3,447401,510931,16.4,0.6,6.9,0.1,7.2,32.3
427,6607,-0.9,1196,1597,0,0,0,0,0,26.4
178,1657,-5.2,742,626,0,0,0,0,0,0
1959,26056,-0.2,5934,7815,2.1,0,2.1,0,2.2,31.3
397,4445,-3.3,866,1165,0,0,0,0,0,0
586,6396,5.8,1504,1871,0,0,0,0,0,0
33329,583086,1.5,77413,101546,2.3,0,8.4,0,4,26.1
347,5966,5.3,992,1251,0,0,0,0,0,0
145,1983,-5.6,481,500,0,0,0,0,0,22.2
1185,21580,21.8,2732,3422,0,0,0,0,0,0
479,4800,-0.9,1363,2194,0,0,0,0,0,0
374,3971,-1,974,1500,0,0,0,0,0,31.2
763,6837,-5.4,2278,3165,0,0,0,0,0,21.4
662,6412,-8.3,1774,2540,0,0,0,0,0,28.8
102,911,6.4,293,548,0,0,0,0,0,0
254,1740,-5.3,791,1080,0,0,0,0,0,0
1075,14102,-2.1,2796,3673,0,0,1.3,0,2.4,33.3
194,1370,1.6,556,1013,0,0,0,0,0,0
378,2737,-1.5,1326,2125,0,0,0,0,0,30.1
65,785,-2,242,446,0,0,0,0,0,0
119,680,4.3,394,604,0,0,0,0,0,0
1077,13024,-1.4,2815,3237,0,0,0,0,0,0
702,6237,-3.5,2161,2722,0,0,0,0,0,23.7
1310,17040,2.8,3149,4209,0,0,4.1,0,0,28.3
203,1620,-3.6,838,1127,0,0,0,0,0,19.9
956,17619,3.6,2331,2846,3,0,0,0,0,18.6
424,4645,-2.4,1307,2278,0,0,0,0,0,30.6
719,6736,-4.5,1991,2655,0,0,0,0,0,23
165,1289,-7.8,729,713,0,0,0,0,0,37.7
12318,180958,0.9,31570,38586,4.1,0.6,4.5,0,7.6,29.9
2369,37103,0.8,6232,8399,0,0,0,0,0,28.1
2008,21251,0,7348,8311,3.1,0,0,0,9.3,32.8
1079,15413,-0.5,2337,3333,0,0,0,0,0,32
19636,324805,2,52367,68418,3.8,0.4,5.8,0,5.3,28.6
2715,37250,-5.1,5827,8452,0,0,3.3,0,0,27.1
278,3416,4.5,809,1242,0,0,0,0,0,0
712,10140,-0.5,1935,2448,0,0,0,0,0,26.3
879,11604,-1.2,1969,2551,0,0,2.5,0,0,26.8
601,7477,-1,1436,1823,0,0,0,0,0,23.8
2456,46406,-2.2,5900,7840,0,0,2.3,0,0.7,32.5
913,8536,-5.4,2553,3653,0,0,0,0,0,37.4
5856,83255,-0.5,14059,18588,3.1,0,0,0,2.8,30.9
924,10863,-1.5,2139,3236,0,0,0,0,0,0
280,2752,-2.5,628,1057,0,0,0,0,0,0
295,2377,-3.9,727,651,0,0,0,0,0,30.3
229,3279,-9.2,809,1395,0,0,0,0,0,23.7
680,9442,0.1,1570,2554,0,0,0,0,0,0
7693,84168,-2.4,21914,28523,0.7,0.3,3.3,0,3,29.9
3730,77572,0.7,9321,12693,5.4,0,3.9,0,1.4,29.8
216,1248,-3.7,806,1128,0,0,0,0,0,0
280,2441,2.3,930,1344,0,0,0,0,0,33.1
788,8083,3.6,2116,3221,0,0,0,0,0,28.1
707,7262,-1.2,1558,2543,0,0,0,0,0,31.2
843,12331,-2.5,1971,2795,0,0,0,0,0,25.3
320,4928,12.9,1018,1186,0,0,0,0,0,0
1056,12693,-2.4,3326,4622,0,0,0,0,0,0
4567,108908,-1.8,9452,13447,0,0,2.8,0,1.2,29.7
424,4380,0.8,1053,1445,0,0,0,0,0,19.8
335,2133,-7.4,1090,1407,0,0,0,0,0,0
375,2995,-4.3,1075,1444,0,0,0,0,0,0
53,245,8.9,206,0,0,0,0,0,0,0
98,652,-9.4,323,264,0,0,0,0,0,0
131,1089,-8.5,365,493,0,0,0,0,0,16.8
677,10556,0.4,1471,2250,0,0,0,0,0,33.6
461,5183,-1.1,1149,1481,0,0,0,0,0,21.6
3263,63252,2.5,6652,9360,5.1,0,0,0,2.9,29.4
583,7199,-5.5,1528,1937,0,0,0,0,0,25.7
5074,81996,-1.3,12256,17195,6,0,0,0,0,28.1
155,1201,-2,486,508,0,0,0,0,0,0
84,577,-8,309,449,0,0,0,0,0,0
444,4035,-1.3,1299,1699,0,0,0,0,0,0
5325,77072,-1.5,14000,17080,13.5,0.2,2.7,0,1.5,33.3
117,998,4.7,357,0,0,0,0,0,0,0
1087,15212,-0.9,2958,3662,2.3,0,0,0,1.1,0
2799,44972,-1,6333,9910,0.9,0,0,0,0,27.9
342,3382,0.9,1076,1445,0,0,0,0,4.9,0
1460,23526,-2.3,4382,5845,0,0,0,0,0,28.4
267,2824,-3.2,837,1104,0,0,0,0,0,13.2
353,5693,1.1,874,1350,0,0,0,0,0,29.2
385,4671,-14.7,1009,0,0,0,0,0,0,0
378,3472,-1.5,1259,1653,0,0,0,0,0,23.8
381,3410,-0.2,1187,1249,0,0,0,0,0,0
1244,17674,-1.5,2802,4063,0,0,0,0,0,23.7
14384,204956,4.5,43952,53097,6.9,0,5.2,0,5.3,29.4
1595,22792,2.1,4286,5881,0,0,0,0,1,27.7
6481,116977,-0.6,18184,23683,7,0.3,2.7,0,2.4,28.9
759,8969,-5.9,2370,2365,0,0,0,0,0,0
713,11483,2.9,3001,3173,0,0,0,0,0,18.6
9044,161708,1.8,22540,27292,0,0.3,1.9,0,0,27.1
1827,43638,-2.8,4130,5856,0.8,0,2.7,0,0,28.8
188,1443,2.9,625,0,0,0,0,0,0,0
232,2718,-2.5,621,891,0,0,0,0,0,0
1414,20400,15.5,4861,5662,0,0,0,0,0,23.2
349,1982,0.4,1423,1952,0,0,0,0,0,27.4
380,4464,4.6,1234,1448,0,0,0,0,0,0
742,12379,-1.8,1760,2706,0,0,0,0,0,16.6
2405,44691,4.8,6448,8622,0,0.5,0,0,1,26.1
469,5735,-1.7,1461,2069,0,0,0,0,0,24.4
577,9225,1.5,1634,2280,0,0,0,0,1.4,26.2
125,1346,4.4,683,1204,0,0,0,0,0,0
865,10143,-0.8,2132,2346,0,0,0,0,0,17.6
908,13630,-2.5,2967,3964,0,0,0,0,0,18.7
624,11818,7.4,1591,2125,0,0,0,0,0,25.9
985,18643,4.1,2496,2751,0,0,0,0,0,21.7
2321,37892,2.9,5564,7848,2,0,0,0,0,27.1
1295,25617,1.4,2740,3595,0,0,0,0,0,26.1
4853,112276,3,12323,16077,2.5,0,1.9,0,2,22.6
435,5696,-1,1158,1494,0,0,0,0,0,25.8
1777,26086,-3.4,5001,0,0,0,0,0,0,0
322,4348,-4.3,941,1276,0,0,0,0,0,0
409,5187,-1.5,1608,1848,0,0,0,0,0,16.7
473,5391,-1.8,1392,2171,0,0,0,0,0,26
705,17450,4.5,1698,2360,0,0,0,0,0,24.2
1327,29170,1.6,3248,4581,2.5,1,1.2,0,0,0
579,4991,-4.1,1830,2325,0,0,0,0,0,0
8081,114197,3.6,24778,28209,1.8,0,3.1,0,1.4,27.6
1333,19756,2.2,4837,6449,0,0.6,0,0,0,27.5
651,8805,2,2575,3701,2.1,0,1,0,1.3,27.1
2954,51362,2.4,10069,11771,2.4,0,3.8,0,0.9,25
831,10567,0.9,2424,2846,0,0,1.1,0,0,29.3
1753,30882,3.8,4233,5748,0,0,0,0,0,28.8
872,12923,3,1912,2795,0,0,0,0,0,19.1
1000,17926,-0.6,2167,3274,0,0,0,0,0,19.9
744,8589,-1.2,1789,2557,0,0,0,0,0,0
401,6162,-5,1330,1163,0,0,0,0,0,26.6
678,11028,1.7,1755,2651,0,0,0,0,0,0
404,6280,-1.2,1454,2546,0,0,1.1,0,0,0
3046,43122,1.5,9184,11957,0,0,3.1,0,0.8,26.6
917,13149,-3.9,1875,2411,0,0,1.9,0,0,23.7
1914,34469,2.2,4896,6674,0,0,0,0,0,23.4
802,11359,7.5,3429,3596,0,0,0,0,0,21.1
9843,167680,2,27379,34165,18.6,0.5,2.5,0,6.7,31.1
2299,35042,1.5,5747,7314,0,0,1,0,1.3,0
838,11748,0.7,2470,3615,0,0,1.1,0,1.5,19.4
2233,35209,1.9,6466,8275,0,0.4,0.8,0,0.6,24.2
22741,508703,1.5,58749,69266,11.9,0.6,2.4,0,2.2,28
1038,16068,2.6,2921,3975,0,0,0,0,0,26
182,2206,-18.9,619,814,0,0,0,0,0,24.7
561,6767,-3.5,1675,2311,0,0,0,0,0,31.8
2901,49288,0.6,8760,10571,1.8,0,2.3,0,1.5,25.2
857,12985,1.4,2103,2644,0,0,1.1,0,0,24.1
1163,12330,-0.2,4485,5569,0,0,1.5,0,0,0
257,2497,-2.5,767,761,0,0,0,0,0,0
867,15213,0.4,2504,3211,0,0,0,0,1.9,26.1
89,1194,-4.5,348,357,0,0,0,0,0,0
390,7570,0.2,1167,1461,0,0,0,0,0,0
290,2904,-9.2,1415,1797,0,0,0,0,0,18.6
255,2053,3,1046,0,0,0,0,0,0,0
367,4954,0.2,876,1275,0,0,0,0,0,27.7
196,2411,-2.2,581,684,0,0,0,0,0,0
3448,51077,1.4,9095,12407,1.4,0.3,1.5,0,3.1,29.2
488,8892,-3.5,1402,1953,0,0,0,0,0,25.1
323,3519,-0.3,800,929,0,0,0,0,0,22.6
683,10907,5.3,1961,2731,0,0,0,0,0,0
491,6033,2.3,1431,2182,0,0,0,0,0,27.7
642,10321,-3,1748,2715,0,0,0,0,0,0
357,3635,-2.9,1095,1605,0,0,0,0,0,24.5
399,5761,7.9,1156,1981,0,0,0,0,0,10.8
907,14624,-2.6,2774,3706,0,0,0,0,0,23.5
395,5190,2,1203,1276,0,0,0,0,0,21.9
5782,112678,0.3,15389,20374,6.5,0,1.7,0.1,1.9,26.7
304,2836,-3,1159,1470,0,0,0,0,0,29.7
971,13140,4.5,2162,3523,0,0,0.9,0,0.8,18.2
338,4619,1.2,913,1281,0,0,0,0,0,28.5
131,1814,-2.4,555,620,0,0,0,0,0,0
3369,64443,1.3,8694,9383,0,0.8,4.4,0,3.4,30.5
305,3162,3.2,1019,1240,0,0,0,0,0,23.5
111,884,7.3,542,0,0,0,0,0,0,0
4981,109426,1.3,9388,12530,2.9,0,1.5,0,1.2,25.7
262,3360,-7.9,771,1119,0,0,3.6,0,0,22.7
2491,45346,-2.5,4768,7034,4.8,0,3.2,0,0.6,23
756,10901,0.6,1702,2571,0,0,0,0,0,30.7
119,1349,-8.8,518,680,0,0,0,0,0,28.7
1109,13443,0.3,3646,5024,0,0,0,0,0,30.3
435,4305,-1.3,1718,2057,0,0,0,0,0,30.5
1527,25456,1,3583,4610,2.2,0,0.9,0,0,17.4
619,9553,-2.4,1585,2311,0,0,0,0,0,0
601,6867,-4.5,1420,2582,0,0,0,0,0,21.3
672,10185,-2.4,2141,2734,0,0,0,0,0,0
386,4451,-0.7,917,926,0,0,0,0,0,28.4
211,1495,4.4,611,1003,0,0,0,0,0,15.3
361,5750,-2.9,852,1186,0,0,0,0,0,38.3
220,1500,-0.1,474,843,0,0,0,0,3.3,37.2
976,11464,1.8,2275,3046,0,0,0,0,0,18.8
354,4837,2.6,1022,1507,0,0,0,0,0,24.4
266,3406,-2,693,862,0,0,0,0,0,24.1
1303,13342,1.7,4026,5455,0,1,0.7,0,0,24.3
73,497,21.2,228,329,0,0,0,0,0,0
69,450,-12.3,316,412,0,0,0,0,0,0
350,5269,1.4,1074,1473,0,2.2,0,0,0,0
106,505,-2.9,242,310,0,0,0,0,0,13.9
59,0,0,209,283,0,0,0,0,0,0
264,2411,-9.5,616,647,0,0,0,0,0,0
309,2872,-1.5,665,978,0,0,0,0,0,39.6
242,0,0,642,885,0,0,0,0,0,21.5
83,458,5.3,158,0,0,0,0,0,0,0
764,11038,-1.8,2028,2632,0,0,0,0,1.7,21.5
903,13979,-1.4,2158,2989,0,0,0,0,2.6,28.5
102,598,-10.1,286,408,0,0,0,0,0,0
474,5013,-2.5,1217,1967,0,0,0,0,0,25.7
145,1411,-1.9,471,640,0,0,0,0,0,0
2635,36252,-1.7,7712,10251,2.2,1.2,1.8,0,0,31.2
96,647,-0.5,212,342,0,0,0,0,0,0
72,337,-4.5,295,443,0,0,0,0,0,0
1140,12848,-3.1,2814,3551,0,0,0,0,0,18.5
163,1701,-4,458,553,0,0,0,0,0,15.2
977,14375,3.4,2168,2728,0,0,0,0,17.6,21.9
774,15597,1.3,1739,2235,0,0,0,0,6.1,26.3
575,9031,-5.5,1544,2331,0,0,0,0,0,23.1
576,8061,-0.7,1168,1524,16.7,0,4.7,0,0,0
133,927,3.7,311,0,0,0,0,0,0,0
108,741,-3,287,0,0,0,0,0,0,0
228,2457,2.5,496,617,0,0,0,0,27.2,33.1
221,1726,2.4,630,755,0,0,0,0,0,0
45,316,-0.9,131,0,0,0,0,0,0,0
189,1201,3.3,551,900,0,0,0,0,0,33.3
60,564,1.6,191,373,0,0,0,0,0,0
218,1874,9.7,516,929,0,0,0,0,0,0
794,13314,4.2,2361,2919,0,2.5,1.5,0,3,27.8
119,768,-4.5,353,0,0,0,0,0,0,0
52,301,1,184,323,0,0,0,0,0,0
252,2861,-3.1,757,1112,0,0,0,0,0,0
307,2156,-5.3,1195,1528,0,0,0,0,0,35.9
85,500,5.5,269,0,0,0,0,0,0,0
17242,314916,3.3,46526,57046,2.1,0.8,3.3,0,1.9,28.3
84,610,-4.7,318,219,0,0,0,0,0,0
210,1940,-6.4,648,859,0,0,0,0,0,0
96,757,3.6,229,327,0,0,0,0,0,0
472,8916,1.2,1190,1658,0,1.6,0,0,3.3,24.5
66,368,-6.1,207,391,0,0,0,0,0,0
1208,13833,3.6,3682,4202,0,1.9,0,0,0,29.7
86,483,-13.8,258,0,0,0,0,0,0,0
180,1187,2.8,697,642,0,0,0,0,0,0
109,662,-11.4,260,0,0,0,0,0,0,0
825,11075,-2,1733,2301,0,0,0,0,5.3,24.6
291,2661,-2.3,926,935,0,0,0,0,0,0
373,4300,2.9,777,1074,0,0,0,0,0,0
904,13564,-2.4,2449,3170,0,0,0,0,0,25.2
130,932,-8.9,379,267,0,0,0,0,0,18.7
706,6446,0.2,2442,3211,0,0,0,0,0,31.9
245,2690,-0.3,602,642,0,0,0,0,0,15.9
