BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207
1813,18463,2.8,6604,9203,0,1,0,0,1.3,27.7
278,2324,-1.7,1054,0,0,0,0,0,0,0
205,1279,-2.4,623,703,0,0,0,0,0,29.6
1650,13075,-0.3,6446,7712,0,0,0,0,1.2,21.4
140,964,3.5,462,505,0,0,0,0,0,24.8
4784,87124,5.2,14345,17862,2.3,0.6,2.3,0,0,28.5
370,2780,-0.9,1318,1587,0,0,0,0,0,0
2267,32675,-1.8,4729,6119,0,0,2,0,1.1,26.3
400,3905,-5,1071,1670,0,0,0,0,0,20.1
529,5410,-1.6,1526,1927,0,0,0,0,0,23.5
140,1215,-6.5,495,0,0,0,0,0,0,0
265,2358,4.4,1370,1600,0,0,0,0,0,22.1
161,912,2.2,771,592,0,0,0,0,0,19.9
215,1969,0.8,634,0,0,0,0,0,0,0
416,3617,-2.6,936,1443,0,0,0,0,0,0
200,2118,-8,981,1315,0,0,0,0,0,0
756,8908,2.3,1854,2439,3.5,0,0,0,0,22.9
2598,33020,1.6,6608,8512,0,0,0.3,0,0,26.3
429,4732,3.8,1184,1844,0,0,0,0,0,0
198,1737,-4.2,531,830,0,0,0,0,0,0
8201,137721,-3.2,19963,26031,1.9,0.7,1.1,0,1.4,25.2
243,2672,2.6,707,669,0,0,0,0,0,0
209,1970,2.3,647,1121,0,0,0,0,0,0
574,6537,-1,1411,1849,0,0,0,0,0,0
147,667,2.6,681,995,0,0,0,0,0,0
137,971,4,422,537,0,0,0,0,0,0
192,1942,1.3,676,946,0,0,0,0,0,0
1124,12844,0,2944,4515,0,0,0,0,0,18.4
349,2054,3.5,502,1017,0,0,0,0,0,19.2
17072,319751,0.1,42303,54793,10.1,0.7,1.9,0,2.9,27.6
2863,49729,-1.3,6403,9052,0,0.9,0,0,1.9,28
3961,39960,-0.1,12589,15398,0,0,0,0,0,26.6
917,9493,-2.2,2946,4928,0,0,0,0,0,28.5
94,683,-1.9,357,250,0,0,0,0,0,0
797,10793,-2.1,2505,3856,0,0,0,0,0,17
689,6016,-0.5,2095,3174,0,0,0,0,0,0
702,6852,2.7,2546,3356,0,0,1.3,0,0,0
187,1874,-2.9,633,639,0,0,0,0,0,0
896,7764,-3,3304,4330,0,0,0,0,0,21
290,3143,-4,948,1001,0,0,0,0,0,0
402,4735,-3,981,1364,0,0,0,0,0,30.1
340,3267,-0.8,1084,1687,0,0,0,0,0,30.4
284,2937,6.6,744,792,0,0,0,0,0,0
134,1075,2.6,597,717,0,0,0,0,0,0
838,11663,-0.8,1677,2150,0,0,0,0,0,21.5
306,5574,-1.4,1309,1388,0,0,0,0,2.1,20.1
72,407,-7.5,258,289,0,0,0,0,0,0
656,5944,-1.5,1632,2115,0,0,0,0,0,18.4
259,2411,2.9,610,715,0,0,0,0,0,28
328,2679,-3.2,960,1004,0,0,0,0,0,0
197,1383,3.8,565,0,0,0,0,0,0,0
258,2110,-0.8,830,1094,0,0,0,0,0,17.5
477,2969,-0.5,1637,1923,0,0,0,0,0,12.4
431,5913,-1.3,800,1068,0,0,0,0,0,19.1
1297,20107,-2.2,3787,5599,0,1.5,0,0,0,21.2
485,6672,-3.4,1432,2296,0,0,0,0,0,19.5
210,1721,3.4,772,1002,0,0,0,0,0,26.3
266,2897,3.4,913,0,0,0,0,0,0,0
171,900,-7.3,761,0,0,0,0,0,0,0
432,4399,-5.2,824,1043,0,0,0,0,0,41.9
476,9653,1,1220,1584,0,0,0,0,0,19.3
1002,17656,-1.7,2527,3399,0,0,0,0,0,21.2
1125,13296,0.7,2568,3050,1.3,0,0,0,0,29.3
398,4230,0.6,1127,1252,0,0,0,0,0,26.8
2244,37383,-3.9,6798,8768,3.4,0,3.2,0,2.1,29.4
578,7322,1.7,2339,2961,0,0,0,0,0,25.9
711,8632,1.3,1991,2698,2.8,0,0,0,0,28
84,602,4.5,438,503,0,0,0,0,0,0
206,2429,-2.8,678,828,0,0,0,0,0,18.2
555,7321,-6.8,1365,1726,0,0,0,0,0,0
352,2896,1.2,1246,1766,0,0,0,0,0,22.1
180,1258,2.9,442,547,0,0,0,0,0,0
421,2460,-0.6,854,1117,0,0,0,0,0,24.2
513,7640,3.1,1218,1668,0,0,0,0,0,17.1
81,306,-15.5,330,371,0,0,0,0,0,42.9
130,813,-0.6,514,650,0,0,0,0,0,0
1056,14120,3.2,2226,2917,0,0,0,0,0,25
162,1060,5.2,757,1306,0,0,0,0,0,0
161,1142,-2.6,494,684,0,0,0,0,0,15.8
8092,121402,2.6,23420,28083,2,0.2,2.1,0,0.8,27.9
176,1344,-5.5,680,1039,0,0,0,0,0,28.3
1475,17599,0.5,3079,4978,0,0,0,0,0,26.9
30847,559606,2.5,72436,91810,10.5,0.2,3.6,0,1.1,27.2
9794,223481,-1,21248,23632,21.4,0.6,5.1,0,1.4,28.3
390,4897,-2.4,1064,1411,0,0,0,0,0,19
713,8512,0.6,1935,2604,0,0,0,0,0,22.2
679,3617,-0.8,2681,3488,0,0,0,0,0,27
116,2042,-2.3,416,472,0,0,0,0,0,0
1754,23978,0.7,4286,6694,0,0,1,0,0,22.8
479,4210,-0.3,1696,2515,0,0,0,0,0,15.6
560,6035,6.4,1346,1846,0,0,1.6,0,0,26.5
588,5845,0,1982,2815,0,0,0,0,0,21.6
457,3256,8.3,1008,1374,0,0,0,0,0,0
256,1581,0.3,685,797,0,0,0,0,0,23.6
628,4910,-2.8,2831,3810,0,0,0,0,0,24
51,229,19.3,211,204,0,0,0,0,0,0
404,3460,-2.3,1276,1916,0,0,0,0,0,0
817,10418,-2.5,2360,2409,23.3,0,0,0,0,13.4
782,11780,-0.4,2465,2909,0,0,0.9,0,0,18.2
165,1210,4.8,811,992,0,0,0,0,0,0
334,4528,-4.5,1215,1577,0,0,0,0,0,27.1
57,928,10.5,573,528,0,0,0,0,0,0
735,8683,2,1953,2240,28.9,0,2.1,0,0,31.4
257,2654,-2.7,955,1101,0,0,0,0,0,27.2
103,598,-2.3,656,0,0,0,0,0,0,0
343,5231,-4.2,1090,1467,0,0,0,0,0,25.4
120,1212,2.1,659,469,0,0,0,0,0,0
111,0,0,329,310,40,0,0,0,0,14.5
229,2520,-9.8,968,1413,0,0,0,0,0,17.3
356,4090,-3.2,1273,1424,0,0,0,0,0,25.2
555,6625,-2.9,1768,2027,33,0,0,0,0,27.5
437,5924,-2.9,1665,1803,19.7,2.3,0,0,1.5,21.5
328,3932,1.3,1430,1495,12.3,0,0,0,0,20.1
2613,46136,0.8,11583,12573,13,0,1.8,0,1.5,28.5
1853,31976,3.3,5162,5646,12.4,0,1.9,0,0,24.8
117,1123,0,448,524,0,0,0,0,0,0
310,3508,7.8,1291,2033,4.9,0,0,0,0,21.3
122,709,-4.8,638,783,0,0,0,0,0,0
546,8225,4.4,1337,1973,14.5,0,0,0,0,32.2
686,9779,-0.9,3200,4258,0,0,3.3,0,0,0
4114,71566,0.6,13979,14674,10.7,0,4.7,0,1.5,24.7
5446,98058,-0.3,19824,21768,37.5,0,1.8,0,0.4,33.5
246,2068,1.2,1148,1086,39.7,0,0,0,0,25.9
154,1751,-3.4,542,718,0,0,0,0,0,27.6
8,65,27.5,71,40,0,0,0,0,0,0
346,4709,1.7,1287,2007,0,0,0,0,0,25.3
2241,43812,3.4,8646,9245,12.5,0.6,3.8,0,0,30.6
215,3442,-2,887,1100,0,0,0,0,0,31.9
60,713,-2.2,491,552,0,0,0,0,0,53.1
152,1020,-0.3,812,962,32.2,0,0,0,0,0
1330,24668,-1.8,4091,4578,6.9,0,0,0,0,23.3
138,1663,26,485,567,34.7,0,0,0,0,0
1067,14001,5.1,3634,3805,0,0,0,0,0,21.9
1283,16441,0.8,4149,5219,0,0,1.2,0,0,22.4
1945,30471,0.1,4904,6323,19,0,0,0,0,26.2
162,1796,2.6,691,1081,0,0,0,0,0,17.3
289,4802,1,1144,1195,24.5,0,0,0,0,22.7
2422,45839,-0.5,5659,6912,7.8,0,0.7,0,0.6,21.8
724,12257,0.9,1505,1599,0,0,3.5,0,0,26.9
794,10329,1.2,2292,3017,17.5,0,0,0,0,0
1494,20302,-4,3820,5145,11.3,0,1.6,0,0,23
2897,45064,5.3,9961,11036,17.5,0,1.9,0,0,24.7
588,6120,-7.5,1789,2477,0,0,1.3,0,0,24.9
420,6472,3.9,2557,2734,36.8,0,0,0,0,29.1
644,7909,-3.5,1889,2169,7.1,0,1.2,0,0,30
215,2415,2.5,581,908,25.6,0,0,0,0,29.7
507,7940,-1.6,1620,1760,0,1.8,0,0,0,26.6
318,3827,-3,1212,1355,0,0,0,0,0,26.4
195,1708,-0.6,937,760,0,0,0,0,0,23.9
846,11180,0.3,2887,2624,0,0,2.1,0,1.1,22.5
629,8295,-3.6,2411,2784,0,0,0,0,0,26.2
808,7860,7.3,3867,5224,0,0,0.8,0,0,0
147,1528,-4.4,726,955,0,0,0,0,0,21.5
974,12650,-2.5,2923,3533,29.2,0,0,0,0,26.2
490,10304,-3.6,1939,1706,0,0,0,0,0,14.5
482,6084,-8.7,1510,1862,5.9,0,0,0,0,32.1
107,723,-7.8,471,353,34.3,0,0,0,0,0
3451,51315,0.8,11639,12782,7.6,0,2.4,0,0,23.7
465,9376,-0.1,1517,1806,18.9,0,0,0,2.4,0
125,781,-7.6,377,465,0,0,0,0,0,0
417,5713,-1.7,1953,2166,17,0,0,0,0,23.6
162,2207,0.7,895,1131,14.8,0,0,0,0,32.7
261,2690,-1.1,1167,1376,0,0,0,0,0,26.2
447,4861,0.9,1440,1945,29.5,0,0,0,0,28.6
172,1710,-4.6,821,728,13.5,0,0,0,0,17
358,3961,0,1958,2107,19.1,0,0,0,0,32.5
343,5098,-3.6,1369,1674,0,0,0,0,0,16.4
350,4062,-1,1102,1634,0,0,0,0,0,16.5
217,9548,-0.9,678,509,32.2,0,0,0,0,34.2
495,9445,6.1,1840,2330,0,0,0,0,0,19.7
217,1983,-3.1,1151,1301,41.1,0,0,0,0,33.2
1017,19620,3.3,3094,4157,18.8,0,0,0,0,29.8
1154,14531,1.8,3399,4469,43.9,0,2.6,0,1.5,35.3
378,4528,-2.4,1304,1806,0,0,0,0,0,28.6
172,1655,0.6,790,1065,0,0,0,0,0,34.7
139,1487,-0.5,564,789,0,0,0,0,0,25.5
381,4995,3.6,1349,1549,0,0,0,0,0,18
180,2301,-4,810,872,17.1,0,0,0,0,0
401,4017,-0.8,1552,1886,0,0,0,0,0,30.6
344,2295,2.7,865,1324,0,0,0,0,0,0
217,2332,4.5,499,563,0,10.8,0,0,0,0
147,1202,-1.1,318,322,0,0,0,0,0,0
137,782,-1,442,660,0,0,0,0,0,0
412,2190,1,1050,1641,0,0,0,0,0,24.6
34,152,0,103,0,0,0,0,0,0,0
2429,28891,-0.9,4611,7266,0,2.6,0,0,0,25.1
160,761,5.3,365,674,0,0,0,0,0,0
434,4445,1.2,838,1005,0,0,0,0,0,21.9
71,0,0,140,179,0,0,0,0,0,0
343,2985,7.3,602,521,0,0,0,0,0,0
248,2727,0.5,459,756,0,0,0,0,0,0
159,1293,6.4,329,520,0,0,0,0,0,0
433,3337,1.4,1071,1454,0,0,0,0,0,30.7
3872,33284,6.3,9930,13592,0,1.1,0.3,0,1,24.2
4962,38950,4.1,11075,14742,0,0.8,0.5,0,1.1,23.7
28,144,0.7,135,0,0,0,0,0,0,0
248,2341,6.2,687,968,0,26.2,0,0,0,32.5
16,0,0,89,0,0,0,0,0,0,0
111,524,8.9,298,425,0,0,0,0,0,15.1
536,5444,1.5,909,1197,0,9.4,0,0,0,28.7
269,1686,0.4,979,757,0,0,0,0,0,0
59,177,12.7,197,315,0,0,0,0,0,0
773,5251,2.5,2300,2630,0,0,0,0,0,0
2210,24645,4.3,5294,6373,0,1,0,0,0,24.9
67,334,-5.9,145,334,0,0,0,0,0,0
596,3820,1.3,1573,2394,0,0,0,0,0,0
362,1980,1.9,1005,1074,0,0,0,0,0,0
59,351,0.6,174,315,0,0,0,0,0,0
72,276,3,180,0,0,0,0,0,0,0
114,892,-0.3,305,591,0,0,0,0,0,24.9
4177,46400,-3.1,9374,14122,0.3,1.2,0.6,0,0,24.5
113,914,-3.7,376,0,0,0,0,0,0,0
772,4504,2.5,2097,2212,0,0,0,0,0,25.7
11,0,0,40,0,0,0,0,0,0,0
137,824,-3.9,372,428,0,0,0,0,0,0
172,1396,2.4,432,496,0,0,0,0,0,6.5
74,349,6.1,187,190,0,0,0,0,0,0
163,1072,4.7,481,797,0,0,0,0,0,0
39,142,-6.6,83,290,0,0,0,0,0,0
1378,8721,2.3,4148,6307,0,0,0,0,1.3,0
573,5810,1.2,948,1060,0,0,0,0,0,20.3
233,2378,19.3,545,673,0,0,0,0,0,0
184,2437,-4.9,533,747,0,8.6,0,0,0,19.9
353,2020,5.8,1009,1621,0,0,0,0,0,0
186,1073,9.5,345,0,0,0,0,0,0,0
1154,13069,-3.1,2191,3754,0,0,0,0,0,24.5
258,2615,-2.5,776,1009,0,0,0,0,0,0
155,998,-3.8,422,541,0,0,0,0,0,0
206,1213,13,597,1024,0,0,0,0,0,0
194,1618,2.5,338,499,0,8.4,0,0,0,25.3
18,61,-12.9,62,0,0,0,0,0,0,0
270,2244,-0.8,559,0,0,0,0,0,0,0
59,383,1.6,152,316,0,0,0,0,0,0
39,184,-20.7,91,0,0,0,0,0,0,0
5521,68676,3.1,11126,15726,0.4,2,0.8,0,0,25
3162,50672,0.2,9280,11125,8.7,0,2.3,0,0,27.1
559,6812,-1.5,2266,3007,0,0,0,0,0,21.4
248,2167,5.9,919,1214,0,0,0,0,0,31.1
386,5089,2.7,1278,1409,28,0,0,0,0,30.2
514,5356,-5.5,2370,3367,0,0,0,0,0,0
503,4410,5.7,1660,2241,0,0,0,0,0,18.5
1085,12898,0.1,3243,4127,0,0,0,0,0,31.1
320,4511,-3.1,905,1642,23.6,0,0,0,0,0
507,10469,0.6,1781,1728,0,3.5,0,0,0,38.3
2300,23411,3.7,9436,12223,4.7,0,1.1,0,2.2,27.6
7399,101093,2.8,23896,29566,1.7,0,1.3,0,1.4,27.9
1446,21453,-0.9,5098,6778,4.3,0,0,0,0,23.8
4020,57722,2,13106,14369,6.8,0,0,0,2.6,24.9
1337,18142,-0.3,4847,7021,1.7,0,0,0,0,22.5
110,554,-0.2,631,707,0,0,0,0,0,0
1915,17456,-1.1,6121,9110,0.9,0,1.4,0,0,19.1
238,1592,-6.9,1093,1647,0,0,0,0,0,22.5
4050,75940,-0.4,10209,14417,0,0.5,1.9,0,0,26.3
1304,12754,2.6,5496,5813,0,0,0,0,0,27.1
586,5797,-6.7,2099,2815,1,0,0,0,0,28
362,3724,-4.8,936,1519,0,0,0,0,0,0
200,1441,-0.4,1029,1367,0,0,0,0,0,0
1926,28081,1.4,5366,7891,7.7,0,1.4,0,2,22.8
1011,11496,-2.3,3246,4584,0,0,0,0,1.8,26.7
2144,26984,-3.6,5704,8734,0,0,2,0.4,2,26.2
5664,93550,-0.9,16641,19749,23.7,1.3,5.8,0,2.6,32.9
601,4554,15.1,1926,2988,0,0,0,0,0,23.2
1897,13601,2.3,4925,6997,0,0,0.7,0,0,22.6
2754,44013,-0.1,10844,12926,3.3,0,0,0,0,26.4
782,8145,-1.7,2888,4018,0,0,0,0,0,26.4
838,12340,-1.1,3094,3545,12.8,0,0,0,3.2,29.7
6795,166032,1.8,20690,22104,24.6,0.3,4.1,0,3.7,34
749,12364,0.2,2576,3226,31.3,0,0,0,0,36.5
8233,156291,3.7,24481,29162,13,0,2,0,3,26.3
926,9309,2,3812,4798,10.6,0,0,0,2.6,26.6
3900,63311,2,12476,15631,0,0,2.2,0,0,27.4
120,762,-5.7,549,712,0,0,0,0,0,0
169,1810,3.1,679,1238,0,0,0,0,0,36.4
835,12578,1.4,2889,3664,18.9,0,0,0,0,27.4
245,1958,-3.9,1012,944,0,0,0,0,0,0
13194,252208,2,37997,45272,16.7,0.9,4.2,0,3,29.2
992,12123,-2.3,2489,3036,26.2,0,0,0,0,29.4
1607,19196,3.8,6172,7497,8.7,0,0,0,1.7,26.1
1375,13662,1.9,4603,5740,0,0,0.9,0,0,25.3
2520,30280,0.9,8532,10528,1.7,0,0,0,3.7,25.4
498,7269,1,971,1371,0,0,0,0,0,0
397,5779,7.4,2177,1889,0,7.3,2.1,0,3.3,0
168,914,9.1,566,986,0,0,0,0,0,0
4356,60162,3.2,12432,15888,4.8,0,1.1,0,0,23.8
925,10727,7.5,3003,3866,0,0,0,0,0,21
3040,38299,6.1,11251,13283,9.3,0,1.7,0,0,28.7
136,750,-9.2,551,850,0,0,0,0,0,0
1273,23080,-1.8,3368,3987,9.8,0,1.6,0,0,27.3
1258,21107,1.7,3177,3889,0,0,0,0,0,24.7
1514,16970,-0.5,5231,7595,0,0,0,0,4.4,23.2
1071,9047,1.6,3143,4629,0,0,0,0,0.5,25.1
301,3058,1,1729,2214,0,0,0,0,0,0
440,5258,-0.2,1180,1849,22.9,0,0,0,0,31
726,12874,2.8,2433,3517,0,0,1.4,0,0,17.8
28715,558911,4.1,83428,89165,15.6,0.7,4.5,0.1,4.8,30.8
376,3986,-1.5,1135,1883,0,0,0,0,0,18.5
478,6291,-4.7,1549,2217,0,0,0,0,0,23.2
2199,28712,0.2,7058,7997,8.3,0,0,0,0.6,24.6
2053,34010,-5.1,5492,6883,17.4,0,1.4,0,2,26.9
6806,84705,1.2,18388,22306,5.9,0.4,1.4,0,0,26.6
265,4017,6,859,1166,31.9,0,0,0,0,42
2743,34624,0.4,8433,9995,9.1,1,2.7,0,0,29
3092,38205,1.6,12185,12898,6.4,0.9,2.8,0,0,35.5
271,2489,0.6,1001,0,0,0,0,0,0,0
911,11236,0.9,2432,2719,14.3,0,5.3,0,0,27
950,7548,1.8,3911,4892,10.4,0,0,0,0,32.3
201,1362,-3,915,936,0,0,0,0,0,22.3
669,7987,-2.4,2040,2627,0,0,0,0,1.6,0
3526,57690,-0.1,10067,12182,18.7,0,0,0,1.7,30.2
481,3679,0.7,1828,2705,0,0,0,0,0,32.3
2540,38343,-0.2,9402,11843,0,0,1.2,0,1.4,27.3
842,11192,2.5,2001,2534,0,0,0,0,0,26.1
1800,30207,-4.4,7398,8420,14.7,26.2,2,0,0,31.7
1667,22553,0.8,4875,6116,9.2,0,0,0,1.2,24.6
2553,41848,5,8794,10867,6.4,0,1.9,0,3.1,29.7
1254,14864,-6.4,4037,5264,4.4,0,0,0,0,21.2
996,13803,1,3251,4353,17.1,0,0,0,0,28.5
618,9589,-0.7,1742,2509,0,10.6,0,0,0,24.5
1299,15830,3,3811,4490,0,0,0,0,0,26.6
607,5298,-2.9,2902,3320,0,0,0,0,0,19.9
1682,26776,3.2,4977,6398,0,0,0,0,3,24.3
362,3186,-3.6,1261,1648,0,17.9,0,0,0,34
790,7049,2.9,2892,3681,0,0,0,0,0,17.3
78,432,-5.3,264,0,0,0,0,0,0,0
4097,47496,3.3,15681,18189,4.9,0.2,1.8,0,2.9,24.4
844,12682,3.5,2346,3089,25.9,0,0,0,0,28.5
26040,409573,3.7,76044,82932,12,0.4,4.8,0,3.8,28.6
262,2198,12.7,970,1270,36.1,0,0,0,0,23.1
242,2975,0,606,921,22.6,0,0,0,0,31.5
1562,16384,-0.3,4596,5893,0,0,0,0,0,21.7
2135,33406,-1.8,5815,7871,15.5,0,3.4,0,1.1,28
1219,17838,-1.7,4408,5805,0,0,0,0,0,22
1737,32323,0.3,4480,6123,16.6,0,0,0,0,27.7
587,8582,1.1,2358,2691,0,0,0,0,0,0
327,3039,-8.4,1591,1686,0,0,0,0,0,26.2
105,774,-5.4,215,0,0,0,0,0,0,0
372,3973,-0.5,883,1292,0,0,0,0,0,9.1
99,1132,0.5,321,390,0,19.2,0,0,0,28.2
64,0,0,103,243,0,0,0,0,0,12.8
278,1878,-2.4,683,794,0,0,0,0,0,27.2
157,1171,-7.7,282,484,0,0,0,0,0,16.9
97,581,12.4,230,191,0,0,0,0,0,24.1
2951,46571,4.1,6982,7856,0,0.6,0,0,0,23.9
5179,97100,1.9,11239,13937,0.3,0,1.4,0,0.4,26.6
171,1239,-1.1,361,400,0,0,0,0,0,0
223,1816,-1.5,401,518,0,0,0,0,0,7.9
120,872,1.3,230,259,0,0,0,0,0,12
192,2319,15.7,317,228,0,16.2,0,0,0,0
78,473,-1,194,368,0,0,0,0,0,0
123,784,-2.9,278,363,0,0,0,0,0,0
140,1388,-5.8,271,422,0,0,0,0,0,15.4
79,478,-4.6,180,230,0,0,0,0,0,22.6
1900,32196,1.2,3920,5228,0.6,0.8,0.7,0,0.5,27.6
73,444,4.5,200,128,0,0,0,0,0,0
102,709,-6.1,198,282,0,0,0,0,0,26.2
97,465,4.7,208,380,0,0,0,0,0,0
66,482,3.2,247,248,0,0,0,0,0,0
154,980,-1.5,354,540,0,0,0,0,0,8.1
69,451,2.3,171,168,0,0,0,0,0,0
129,734,7.5,399,364,0,0,0,0,0,0
116,871,-3.4,274,0,0,0,0,0,0,0
458,4348,16.6,695,631,0,0,0,0,0,0
255,2419,0.5,692,1041,0,0,0,0,0,21.2
242,0,0,607,866,0,0,0,0,0,36.3
823,9475,3.5,2190,2755,0,0,0,0,0,24.6
361,3764,20.3,692,806,0,18.1,0,0,0,37.6
127,847,5,286,558,0,0,0,0,0,0
48,571,0,134,200,0,0,0,0,0,43
282,2582,-8.8,545,653,0,6.3,0,0,0,10.1
162,1457,1.7,380,482,0,0,0,0,0,0
424,4374,2.2,897,1132,0,0,0,0,0,20.3
194,1757,3.5,375,344,0,0,0,0,0,0
108,754,-1.3,170,201,0,0,0,0,0,0
533,6269,4,1107,1565,0,2.7,0,0,0,22.7
208,2466,2.6,655,703,0,37.1,0,0,0,44.4
124,2190,2.1,290,369,0,0,0,0,0,0
46,170,-5,116,128,0,0,0,0,0,0
28,950,0,119,123,0,66.7,0,0,0,0
20,110,2.8,58,39,0,0,0,0,0,0
1184,16249,5.1,2546,2449,0,0,0,0,0,23.3
59,507,1.4,130,0,0,0,0,0,0,0
664,9258,4.8,1391,2115,0,0,0,0,0,30.7
84,467,-7.9,237,0,0,0,0,0,0,0
301,2716,3.3,564,919,0,0,0,0,0,25.8
405,3609,2.4,765,839,0,0,0,0,0,31
2055,28507,1.7,4266,4720,0,0,0.7,0,0,24.2
189,1430,6.6,364,516,0,0,0,0,0,17.1
1432,22543,12.6,2467,2497,0,1.2,0,0,0,22
973,13290,-0.7,2148,2853,0,0,0,0,0,22.5
219,1398,-3,623,0,0,0,0,0,0,0
10,0,0,42,0,0,0,0,0,0,0
10,0,0,39,39,0,0,0,0,0,0
8,0,0,45,0,0,0,0,0,0,0
191,1415,-0.6,519,703,0,0,0,0,0,0
312,2982,1.6,696,1229,0,0,0,0,0,24.6
67,380,-8.2,199,0,0,0,0,0,0,0
129,889,3.6,311,0,0,0,0,0,0,0
1558,21705,-2.6,3675,4571,0,0,0,0,1.5,22.9
195,1550,34.4,520,549,0,0,0,0,0,0
208,2072,2.5,693,839,0,0,0,0,0,28.6
534,3507,3.5,1791,2225,0,0,0,0,0,0
300,1867,1,714,0,0,0,0,0,0,0
148,1017,1,391,531,0,0,0,0,0,0
230,1793,2.2,574,0,0,0,0,0,0,0
291,4601,-10.6,657,590,0,0,0,0,0,36.6
190,1134,1.3,535,876,0,0,0,0,0,24.1
253,3542,-2,572,606,0,0,0,0,0,21
344,2543,-2.3,737,851,0,0,0,0,0,0
382,2833,5.5,1118,1488,0,0,0,0,0,20.2
428,10407,-7,1021,1683,0,0,0,0,5.4,0
277,2224,0.7,648,1055,0,0,0,0,0,0
693,9291,-0.1,1430,1903,0,0,0,0,7,24.4
58,333,-2.3,182,0,0,0,0,0,0,0
105,1242,24.2,459,0,0,0,0,0,0,0
1013,15180,1,2266,2795,0,0,1,0,0,19.4
15069,307365,1,34944,43302,4.4,0.5,1.9,0.1,2.1,26.5
66,338,-0.6,159,190,0,0,0,0,0,43.2
222,1644,2.3,471,948,0,0,0,0,0,0
74,439,-4.8,249,240,0,0,0,0,0,0
71,458,11.7,235,329,0,0,0,0,0,46.2
169,1310,-1.3,442,631,0,0,0,0,0,38.5
673,7241,0.4,1503,2091,0,0,0,0,0,0
53,410,3.3,197,0,0,0,0,0,0,0
94,578,0,228,0,0,0,0,0,0,0
61,270,0,187,0,0,0,0,0,0,0
30,90,0,92,0,0,0,0,0,0,0
66,337,-2.3,237,180,0,0,0,0,0,0
1812,30339,1.6,3584,5508,0,0,0,0,3.8,22.7
292,2525,3.6,835,1189,0,0,0,0,0,25.1
103,624,-1.3,324,338,0,0,0,0,0,0
20,67,4.7,85,0,0,0,0,0,0,0
67,382,-3,236,304,0,0,0,0,0,15.1
419,3466,0.1,1249,1258,0,0,0,0,0,20
32,0,0,91,100,0,0,0,0,0,0
150,949,-2.9,538,551,0,0,0,0,0,0
237,2628,-0.2,458,0,0,0,0,0,0,0
117,937,4,281,260,0,0,0,0,0,0
173,1957,0.1,472,463,0,0,0,0,0,0
342,2631,-2.5,762,1053,0,0,0,0,0,26.4
21,0,0,118,152,0,0,0,0,0,0
129,1017,-8.5,264,464,0,0,0,0,0,0
264,1625,-2.2,660,885,0,0,0,0,0,10.5
8049,127883,-2.3,19668,24564,1.6,0.4,2.4,0,2,27.5
1049,11311,-0.4,2199,2811,0,0,0,0,1.3,28.9
23,77,-4.9,74,0,0,0,0,0,0,0
8,0,0,82,0,0,0,0,0,0,0
1320,18047,1.9,2614,3742,0,0,0,0,1.8,22.8
6,0,0,33,0,0,0,0,0,0,0
244,1699,-7.8,629,855,0,0,0,0,0,33.3
118,695,-14.6,398,276,0,0,0,0,0,21.4
104,570,15.4,257,485,0,0,0,0,0,0
191,1455,-0.9,481,757,0,0,0,0,0,0
170,1123,0.1,363,487,0,0,0,0,0,0
467,5127,-4,1182,1647,0,0,0,0,0,0
66,519,9.5,244,226,0,0,0,0,0,0
127,782,-3,273,295,0,0,0,0,0,14.2
330,3908,3,848,1198,0,0,0,0,0,0
231,1455,-10.3,623,770,0,0,0,0,0,0
1012,15574,-1.1,2112,3495,0,0,0,0,2.2,0
150,906,3.1,426,645,0,0,0,0,0,10.2
420,3875,-0.9,874,1202,0,0,0,0,0,0
259,1820,0.5,636,1084,0,0,0,0,0,16.1
45,342,1.2,224,0,0,0,0,0,0,0
299,5716,3.6,784,603,0,0,0,0,0,22.4
3337,44160,5.4,9443,11983,2.3,0,3.1,0,2,28
524,3681,4.5,1710,1838,0,0,0,0,0,14.7
1078,12304,-4.4,2456,3676,0,0,0,0,0,27.9
439,5441,0.3,1255,1276,0,0,0,0,0,27.8
168,1037,1.1,458,520,0,5.4,0,0,0,0
81,510,-19.3,263,0,0,0,0,0,0,0
13,35,-2.8,114,0,0,0,0,0,0,0
108,0,0,472,596,0,0,0,0,0,0
208,1962,8.7,419,532,0,0,0,0,0,0
21,143,-9.5,82,0,0,0,0,0,0,0
122,1282,-8.8,294,302,0,0,0,0,0,0
182,1403,7.9,409,439,0,0,0,0,0,0
559,6263,-4.9,1521,2164,0,0,0,0,0,22.1
252,3178,2.4,587,838,0,0,0,0,0,0
89,657,-1.1,294,523,0,0,0,0,0,0
21,100,9.9,96,27,0,0,0,0,0,0
515,5939,-1.8,1024,1509,0,0,0,0,0,25.6
1763,20289,-0.3,5524,7187,0,0,0.8,0,0,23.7
1834,16624,-0.9,5384,7392,0,0,0.9,0,0.4,19.6
1905,27313,-2.6,5837,8144,0,0,0,0,0.6,22.6
854,9065,-2.2,2227,3470,0,0,0,0,0,0
2867,47625,1.2,7890,11174,0,0,0,0,0.3,24
10764,173304,1.7,27576,37748,0.9,0,2.7,0.1,2,26.3
4031,60018,-0.9,10928,15444,0,0,1.2,0,0.9,24.6
