MAN450207,WTN220207,RTN130207,RTN131207,AFN120207
931885,448203,1925550,9715,238748
0,0,562792,10980,80485
0,0,261444,8747,35488
0,0,109941,24941,16673
0,0,1270,1789,276
0,0,113382,22609,9853
280360,376682,765930,13217,85079
0,0,245639,11791,60207
0,0,97901,5279,17726
0,0,236777,8835,36899
0,0,926423,13254,109149
0,0,14120,2799,0
0,0,527819,8338,92381
0,1702,143904,16018,17946
0,0,313533,7689,66753
0,0,166682,8752,17635
0,113082,1117438,9484,150799
668723,866414,1742017,14245,173198
0,0,277210,9725,33145
0,0,2426284,16923,540400
0,0,82782,6634,14920
0,0,126228,6955,24224
0,0,309212,9781,100133
0,13738,157502,9501,12894
0,0,27509,7399,6557
0,51565,571343,7995,55675
621630,0,991506,18025,127696
0,33256,265255,10725,33010
7180673,11493073,26676633,14509,24857836
751816,0,670386,14645,680439
0,0,791435,16842,474078
0,0,0,0,0
0,0,16289,10605,2239
0,71463,333593,18936,52022
0,0,54981,10812,5362
0,0,31053,6970,0
573568,0,371385,7100,35040
0,0,0,0,20183
0,0,396798,9004,88105
0,0,43044,6751,9241
0,0,6765,1580,4780
0,6317686,6667427,16409,2399394
0,0,88805,9748,22035
3351466,3642573,5404372,18121,738926
965927,51358,276686,5626,40159
0,8039810,5539827,4000,743221
2525374,1958804,2573019,13196,326420
738657,465695,1008952,12572,264848
1109917,0,884034,11060,76380
4461927,2621330,1364052,10178,181164
1280767,357907,1207246,13710,123134
595598,126341,518164,10134,32162
1599821,679389,1195037,14598,126639
619223,0,638351,10249,65122
603729,0,523122,10828,84612
1432929,440978,389577,8417,41246
3823002,982323,3599202,12334,424664
15873786,19416088,11217146,12302,1462823
0,17868,429194,11338,125639
0,0,476393,9437,42710
520610,0,577056,10478,46555
815469,811657,705717,12134,79495
591094,232247,622994,12670,90600
0,0,31894,6358,22572
546373,186804,503108,8058,54239
839928,0,1867704,15834,171973
4555642,13802231,15431858,6077,1544409
511634,33022,175759,6677,17998
463926,219826,586479,9291,70849
941392,109468,665908,9506,77560
16615398,6778275,8496065,11628,1061299
719513,0,621786,12792,41969
0,0,24312618,17969,2439350
8315093,108757422,38797518,23872,17182554
3433070,1059307,2075125,9689,662356
3251782,939366,2751013,11912,260498
7251514,17121533,6363051,14048,784291
2097308,536735,1894245,18243,206314
2353505,6859160,5729216,15228,454721
465198,88554,262619,6198,21341
2441281,210796,994135,8186,128074
177758,0,932374,14991,121733
0,504685,922315,9315,94449
5654377,15308450,14587146,6404,2223352
0,1387692,1384387,8915,171796
0,1320074,3850133,7974,401558
13670426,3228168,3866839,13019,435305
1783567,2239396,4506435,20838,333539
1702485,601638,1664349,11074,151820
0,36031,268923,8422,21552
0,0,179850,9504,25487
428053,0,426239,12435,32950
2141635,116095,1238804,11304,116630
1821198,0,1076914,11168,103422
19089722,38208940,23319943,15426,2376382
243754,299093,815240,10670,120652
535756,0,302210,5996,32746
742802,189640,1018298,10141,177718
0,946508,2241099,12346,321410
1130451,341996,1382215,21005,299993
832205,85073,485551,7759,25041
1888986,189350,816657,8922,52348
4122897,20059559,14205055,15007,1799292
456964,297204,337990,8078,31074
0,42683,178857,7290,24364
133934,21129,210327,7485,19039
10009041,0,1577528,15039,173208
1017388,206156,418627,7638,55604
2201426,0,1077599,10627,110649
0,0,563216,8959,80961
2550625,0,493766,10616,42917
500855,0,888815,12993,91234
74204,54970,262309,5987,29265
11362034,7336978,4876153,13616,531073
344597,104193,163596,5687,18879
1050160,146381,287593,7264,25933
2494342,0,1398675,9977,173143
1250585,1036030,2439577,12577,239467
1025387,0,450943,10489,62173
1572135,0,1064159,9782,87515
1222877,0,259193,7151,22685
1470863,0,338651,7671,39099
23131659,18894407,14478876,11193,2499199
1517055,0,447176,8567,43685
1048410,0,559458,14543,41264
2314533,998452,2331404,14508,344178
2329903,0,1034935,13377,254704
1061624,0,1360639,9634,169513
975549,0,610736,21602,38947
14289424,22138442,19403588,17288,2596341
3330407,238815,405926,9561,34650
0,0,356037,11534,33335
2964442,424626,916653,9332,94053
924130,1275540,2029318,12776,283253
1403152,0,468298,11596,67040
25048906,13030260,10629458,12419,1788350
3757206,0,1092812,14703,130599
560511,112704,193012,6075,29488
165163,42754,52855,3418,6577
2284343,317933,267979,9260,17831
642974,79847,370494,8679,36108
261521,0,218941,7553,40242
1366416,240920,360343,8719,36371
2375769,0,550255,9166,51687
2083902,50091,336097,10092,35451
0,0,721472,10525,66322
1913953,130828,541863,9189,53029
5220926,1867798,3460873,14759,390752
0,0,508772,8107,41188
3351769,1141426,1774673,11324,194174
0,399630,420671,9042,55721
8305281,1822689,3225508,10646,326569
20075519,4943587,5829999,12493,728585
994608,0,958649,22988,38403
2475096,1858765,3025664,12567,340679
3409213,338058,674758,10301,79053
2558826,1303378,2113387,12439,186094
0,11415,124229,5424,15334
927946,655684,394378,9664,39441
2807319,4168916,1080491,10704,127602
0,22787,62611,4401,4292
14049197,3766651,6844551,12719,882692
0,0,52335,3605,5786
0,0,167878,4847,13979
1134193,2222055,1125701,13214,124028
0,6192,103273,7218,7267
762744,71776,461192,11195,101439
388737,115546,97266,5069,7947
124516,85426,136103,3894,13814
0,0,416443,7673,40037
620770,30069,197025,7058,31451
2969628,1875503,1657377,10630,187682
1070310,147477,443064,10638,32240
1984952,172256,252285,7300,23206
3563738,1010587,1489514,11818,178875
2522193,226559,831195,10947,90194
3373132,0,597958,9845,76298
927058,0,700731,9170,84833
1408813,0,458832,8087,46502
6238437,0,432544,8884,55185
10387443,2630637,4963666,13068,517952
9275476,7063487,7384206,13558,885042
8840981,0,2318389,10872,245161
2206524,251141,1077428,11800,114445
0,1881681,479058,10039,51449
1072331,127049,242794,8403,25464
106494,0,43303,3241,2836
4111235,2006795,1862643,9129,329812
2563679,0,658444,10715,83684
2896455,0,1110221,9760,111046
3376848,229173,333850,8708,33732
4416437,1505134,1522477,12175,191076
791166,210636,190247,8460,21803
414425,0,108389,4941,6082
0,23261,33329,5983,1215
0,33137,136897,9472,13934
0,9488,21953,4123,1224
0,146699,523567,25187,39226
0,135256,74597,5917,8940
238180,0,318757,8075,40395
0,70113,234420,8231,13104
1192870,0,1110668,10685,102239
0,590438,686909,14526,68116
0,0,332498,7378,42076
0,15204,118936,7928,10906
0,24892,33241,12520,3360
1223024,671536,2522273,10692,391825
0,0,38082,6735,2195
1232438,0,1206757,10539,154462
0,0,33465,5256,0
139040,87019,191694,12665,14768
1204448,384519,518275,7529,43437
533929,270921,407481,15754,41485
102172,47081,292628,7223,27083
0,20423,43383,9932,1162
0,0,41218,10745,0
1097738,0,737081,12834,74443
0,95832,331592,12248,20314
419712,198898,440093,8727,38363
0,29599,54664,12196,608
0,4033,28053,4834,1675
0,0,17679,6240,0
0,0,20983,6355,0
0,0,131028,10827,5971
0,7935,87460,6407,9340
357021,0,350157,13604,40970
0,0,34815,5590,0
0,0,74913,7163,3119
0,305106,576407,12543,61454
0,429239,185164,12968,0
0,56769,55381,5955,6392
0,90300,40497,3878,5113
147458,0,376331,7583,25819
198229,85491,161886,5025,19605
0,0,275565,7382,27916
0,8916,56379,6221,5264
0,39534,78779,10966,3597
207746,0,126842,8529,12222
944026,301364,414596,10425,36033
0,0,412967,12949,30766
1361661,95730,261075,7800,21650
0,9642,266418,13552,15494
0,42243,193639,15312,13962
1167511,580658,904003,12789,88050
0,27993,86777,7915,7080
0,16263,24900,2325,3954
0,2778,64583,5774,2273
7039445,27232349,10759969,15382,1500945
363172,42087,329490,8391,29542
0,0,172087,3801,18150
379098,0,287559,8921,28022
0,0,82529,5005,10412
1065263,0,818401,10449,117802
223810,229958,606867,13661,64461
501296,0,408979,11232,47134
1024308,0,682296,9864,98896
0,10725,74766,6432,4732
0,0,42803,13078,1900
2856002,921922,663785,7979,62433
124712,85075,192627,8018,17655
272324,0,362440,8845,34857
1084940,0,495092,11474,38788
0,0,182625,9063,24433
0,56815,35829,4419,2747
16400140,10026188,9580670,16366,1226453
561449,107645,276389,4112,30694
353507,0,626397,12552,72525
0,38668,76437,6572,3256
0,69018,99783,11779,10403
0,140638,337409,17219,34204
137989,19141,155456,9710,25659
590473,387072,685172,8398,134027
5668235,5292449,5095774,13567,607444
683627,75515,604480,16299,160570
826200,96784,357383,7306,44223
279107,260759,716036,11339,83538
209877,100505,139916,6147,22704
190654,0,227007,10555,56246
897387,1222598,2809059,18311,416425
1506405,0,1169216,11276,228371
0,31643,13474,8141,1505
0,0,72523,10560,6583
0,3000,87576,12936,11056
245734,224366,293665,13872,55651
2037469,1047067,3422363,17255,372936
242914,192437,165302,8056,45756
471279,0,1024331,12694,108909
539664,0,788445,11845,103007
0,40273,52050,7219,7159
6219861,2889191,4452231,12912,607721
582682,48423,559591,12180,205434
2737558,956880,1158963,10248,125446
0,0,484644,15637,45264
2845369,3461700,4016561,12950,0
0,49400,17401,1537,7057
10527633,22043828,9868453,14157,2048635
416672,70305,375062,5007,0
0,12037,56043,33162,5895
633806,31040,224903,8988,53673
0,284500,763606,10482,159389
337099,0,333760,13318,32852
0,0,82730,12127,7350
0,0,381866,16089,47598
24048993,11021762,8754390,16886,849401
0,0,10357,7419,554
1885753,396840,951130,9890,98905
2498302,0,832377,8222,160108
15725247,18141618,20075411,16456,2540334
370895,0,532139,7734,39542
4708830,1180098,1555258,8989,156309
728654,295488,581577,11712,70289
8461848,4417612,4953210,12307,445993
1931222,1511209,2038719,16182,178855
1772445,0,727813,11864,48780
9316305,9859583,13089805,21067,970247
5361964,2580221,2527258,13849,269549
1439815,582513,1626462,11212,155969
213836,0,29606,5534,2764
514283,35793,483916,7661,104719
1216463,572296,1604290,11134,240050
6753001,8571403,11338422,23255,783220
586557,287384,421097,10563,51159
0,0,1150136,13875,88010
1214979,0,520692,14025,43233
0,109948,826209,12752,90614
1632637,146718,877346,9859,90060
3472636,3657759,3684912,16179,402745
0,6456618,3869515,15064,676791
19060350,4219965,6358447,11456,779477
1616512,69874,291195,8922,24081
6890810,1157206,3428421,12253,428110
1161382,528140,1535518,10661,246895
0,0,19250,2779,8362
3244364,0,1749971,12323,164527
0,215272,101400,6789,9922
0,191146,432778,10998,36814
0,0,363191,7977,40380
0,492295,1278987,14627,92360
953515,235389,477351,10594,32316
392018,69810,197576,8560,14597
0,3127587,3178821,15185,360487
13269853,6333643,6542276,13101,763937
1745196,0,949636,10447,73373
2393561,2802572,1488641,11612,125336
7031570,0,5081208,15047,546275
5708309,2174732,5223747,16746,442900
3358208,701940,1458361,12482,147871
1394433,0,422296,9679,40949
3463612,0,1441622,12308,166752
950357,0,526069,11435,36095
2656512,0,2014874,12236,394427
20398758,12012437,15151273,19534,1477987
0,177295,156857,8835,27509
3923120,9815918,3405008,11550,384787
1420453,587508,797025,8744,54514
0,85090,393394,8712,21735
18069415,11566105,11167787,7299,3051401
0,0,401092,6847,75810
205919,18979,138427,8080,10576
3043381,1070243,1317896,8952,135797
0,191154,566335,14756,53993
955546,0,764746,9838,81350
0,0,44996,7205,6790
115690,215803,403593,9827,32095
463131,201818,413451,10162,39984
0,0,372075,8536,80214
1113025,0,594243,10846,44284
0,0,485347,11837,34962
3672862,2454714,2283225,11097,233718
115047,111976,692267,13355,187793
7076972,5390535,4154689,11441,454326
0,95247,288579,10329,22304
11957398,3822893,4942667,11724,527937
496520,227408,295711,5917,68287
3039063,1381329,3242897,19228,398643
346092,263963,1096241,13483,343003
6422854,5856937,5924945,9430,1065946
1756988,1453151,1726691,13619,272795
657498,0,71936,2841,10963
3959342,0,1599845,10450,172893
385377,0,32596,3129,2949
4886331,0,2004732,11128,235779
0,0,102813,6679,9368
681251,0,169135,7361,14706
223434,298190,2255071,15240,530485
5527306,1766505,1552266,9497,161164
0,144519,66836,4523,4052
5338128,3267396,6320992,18348,1382702
2484926,0,718119,13261,68158
1407542,0,210872,6460,25201
1361004,150305,298054,6947,30532
291386,54836,296362,9062,29787
245234,0,419700,10721,55994
2433365,226137,527471,7902,53900
432577,300100,381709,12419,31568
2361389,170198,879527,7092,104021
343876,0,120262,4732,7863
263153,0,216197,9280,8892
2885358,1358686,2237935,16919,250032
1046220,0,702159,11634,136648
10821412,11581894,6036638,13999,817772
2821076,271152,774268,11313,86061
280315,91986,150702,7146,17608
894847,907553,4967238,19797,1483780
76412,145118,400765,18044,32368
1419129,0,577695,9883,52193
1247597,0,587872,7998,56293
1562273,66953,370058,5315,53708
0,49595,154589,7684,10724
3465738,3588391,3666090,15027,434490
367664,104394,269937,7925,31211
989848,0,158984,5499,13417
0,0,34750,3449,1954
1277465,0,369861,9707,30350
1546420,0,743455,10518,62807
2597882,405655,1007038,11113,152207
1459950,253217,1153530,9935,142900
6109796,3150652,4367658,12127,733609
0,0,73369,3870,4310
11731761,5481960,3638406,13148,411477
1921957,0,1021525,9801,109382
488385,0,192164,6936,18534
1398099,102507,224573,6367,12820
3621151,2150074,2172656,10315,285831
0,19196,38083,13292,0
298554,0,245785,15595,20755
0,0,23956,7031,1821
0,43151,40723,5807,2284
2265746,0,338220,11458,53179
0,1471626,692230,19735,74059
0,46815,78462,15191,9870
0,0,0,0,0
0,29091,108937,11491,8544
0,0,3906,2810,0
0,73074,82107,9164,18219
0,64319,21034,6006,1599
0,0,140095,10410,19325
0,344014,560668,21311,75569
0,0,10591,2536,94
0,0,51478,6529,27837
0,406961,436178,22997,45636
0,97126,50954,9023,4297
0,0,36353,8651,2459
0,12458,23806,3976,0
0,0,22468,7384,0
0,196273,39685,10049,1855
0,3625,68727,9531,9964
0,72694,20325,8918,0
634219,122789,99804,13951,9143
0,27257,52969,13072,2836
0,54565,23945,13207,0
0,80702,49099,8750,2329
0,76507,30290,9283,2747
0,0,5967,1665,403
0,0,8696,7458,868
0,250062,262349,15487,35077
0,321451,74049,10158,3903
0,0,37513,26123,0
0,0,29109,10601,1879
0,0,20503,10466,0
0,0,23030,22144,3740
0,103288,34146,6414,3711
342933,225004,134741,11723,14312
0,0,435072,18679,221659
0,337755,444437,11773,27621
0,0,69000,17779,15937
0,38058,48196,11359,4428
0,41391,43532,7604,3412
0,0,15698,6307,0
0,39213,194275,8067,33442
0,0,9280,4529,0
0,0,10679,4389,0
3518804,3023482,3823826,21711,389913
0,16512,38279,5878,0
0,0,39229,2883,18096
678329,1007223,1967791,20388,286549
0,0,28156,9613,0
0,51976,26799,12226,4215
0,211062,81013,8149,7226
0,51042,6731,2744,1090
0,248255,41083,6197,4626
0,0,30697,10975,5356
0,0,31341,22180,2027
0,0,39515,3911,1719
0,70436,88362,15407,8116
0,166565,52391,6266,2239
0,0,304153,21752,19714
0,107036,74782,14187,19839
635224,0,293043,13498,34531
0,0,0,0,0
1911158,208283,907783,12381,126580
1047294,0,340609,7649,35265
82258,35221,136843,8472,13340
0,3384,30486,2335,3483
5312323,898029,1551134,12945,208506
0,0,1164641,12196,130465
333944,134440,361821,8920,35438
0,0,53596,3991,7102
767010,71811,188945,6564,15356
296682,34983,461274,7826,41911
754873,33767,238792,6100,23255
0,24445,117681,7319,11578
436150,25974,155854,5011,21624
0,0,37286,4706,4049
601262,0,326897,9236,44255
0,196636,790849,15285,79255
0,112094,65024,4515,6995
468885,0,596983,11208,61652
7347204,11942568,10581843,17029,2202982
0,0,98877,8594,6048
743834,8484,119410,6424,12131
876604,327900,605859,12779,60508
1646993,252485,514056,13643,42802
889776,74398,126612,3402,12553
0,0,140548,8075,8176
3187056,0,343584,8341,28049
977402,0,438966,9063,30831
1004159,112932,313287,10799,24871
171296,8638,79483,3515,6097
1813963,0,681959,10355,61990
0,0,67509,4717,9837
3214013,591685,1055016,17030,91273
8040623,2958545,4865677,14695,663283
0,0,24369,3649,1382
423749,42125,158797,5711,15636
691797,79735,313661,11995,28737
1148701,0,286874,5031,31738
631465,74223,180636,9425,13900
566730,31846,279627,10450,20893
0,0,404167,12824,29442
0,0,76884,3233,7097
0,0,33434,4152,2725
1052931,57235,181921,9964,17794
0,7188,27779,2560,2577
862933,35299,554331,10994,48272
118206,0,93196,5156,6610
4470899,7402469,8209407,19329,919247
0,0,19529,2635,5859
372934,829714,151836,5708,9726
0,0,380971,9318,37439
0,0,132793,11519,7996
0,147507,366545,11198,26170
1502305,360584,435619,9607,50805
0,30350,167327,7713,11896
0,1160418,1696459,17559,204863
0,0,286563,10227,32734
1490088,0,269685,9179,21090
0,245115,898300,11170,97274
2381015,0,561286,10770,57476
420885,45711,194653,7664,13145
253005,0,29829,2549,2046
1386238,173428,453016,10109,40997
0,345533,1877647,12125,245217
0,0,16325,2701,1442
0,0,58482,2986,3500
0,0,403505,12779,0
0,46653,110652,5283,13319
169955,0,24286,3163,0
0,0,23632,4933,3141
0,0,67693,4305,8780
1384046,465728,1193021,17059,138047
894654,17906,250814,8206,26918
369666,0,436400,8186,46029
1667466,779419,627764,9862,60729
11304846,6226284,2804294,11588,386963
401688,28362,159566,7270,14628
0,0,105293,7820,9377
341511,0,1641080,19548,611929
17969681,29636012,11932863,12971,1787964
0,52470,117776,6246,12379
0,0,63737,4889,6112
5463624,1055317,2026276,13200,255074
1741400,1634893,1300149,8521,155496
774196,241853,404163,7002,29779
0,0,41695,5409,4556
348551,0,119502,6751,13024
125615,6581,60543,3198,5737
0,0,9185,1692,0
852303,0,373696,9363,28791
1577657,1090845,1869147,16014,247065
109872,38046,66626,4020,8470
0,0,265377,7986,0
552177,28869,195438,7828,16760
1106825,2755997,3306994,19834,383468
0,967872,1164992,10935,147321
0,365343,495496,8731,48576
0,0,98318,7480,14944
1291427,0,1174060,14216,112556
0,13511,241543,9929,48803
0,43433,39354,4425,1406
0,0,2361,1147,647
0,69408,362861,8324,32151
0,0,234178,8785,24961
0,69906,41726,6642,7036
0,1386,76525,3766,23207
238609,51614,684655,9485,115125
0,33840,27120,7026,3162
0,0,247136,7619,25513
1924972,4202739,3349957,12035,401438
12305089,12232098,22815281,14359,3829048
0,0,50592,5627,9427
0,0,0,0,0
0,28383,106512,5989,5331
1729195,0,1535383,16768,166546
31048091,841938,2958757,10094,313474
979406,779612,2119149,12425,340272
0,20346,86813,9461,25405
0,5352,6660,4458,338
0,0,81552,10914,14217
1249439,170974,512498,13406,49890
0,0,183826,11101,12843
0,81879,639540,14609,74443
89770,26440,298264,8143,28157
0,0,322244,15877,21053
0,20475,118945,8937,7639
0,1516606,3911719,10221,503079
0,33518,96866,7738,7480
0,0,49747,7952,1831
644710,155015,216849,7388,17538
0,154599,40007,5579,2366
0,137217,274916,9540,31404
552521,0,363156,7547,36459
0,31365,75474,10014,11657
0,5438,77638,6984,2572
0,11964,26876,8706,299
0,0,24506,7233,0
0,16164,47942,5646,5096
7433796,9374853,12350753,16850,1380442
0,0,17184,5788,1390
307342,136810,226783,11050,21717
1093683,960633,1539740,14632,184420
0,83103,117792,8744,0
0,0,17668,4930,4346
579742,99848,499700,13006,52556
0,34335,442577,6096,45375
0,0,12673,8219,0
0,23211,47808,12379,1023
0,0,58893,15572,8295
0,119411,23791,3807,0
0,0,106249,42653,10313
0,311073,85370,13911,12548
39047030,58165146,33177208,13929,5705137
0,91324,148370,10747,12466
470796,0,224228,12227,17267
0,0,26426,4920,0
4008259,12358953,7668326,12465,797850
110375,30453,159887,8108,14886
0,0,11311,4577,914
0,0,74775,7658,8259
0,0,29218,7637,3717
0,17461,49609,4084,3745
135464,180763,259667,14170,17694
2049699,2004269,2090614,16222,228555
0,0,11690,6063,0
4080603,279168,1323106,9265,126593
14423498,5002538,8460929,11625,1031298
849331,0,445038,12543,55362
0,53128,71633,4249,0
135858,0,297301,9044,18458
277817,158741,262010,11611,31977
0,0,12001,3040,0
0,65577,40010,6026,1805
0,0,7042,5037,0
4986616,6615255,5306163,10440,583427
0,4826,87874,7968,6490
0,41614,254298,13512,22549
0,31535,107560,6679,7439
0,169294,82554,5575,9535
23480817,1761558,2750294,9700,590991
0,9988,34963,7370,6171
88259,100425,311100,13247,52219
0,0,0,0,0
0,0,37331,5332,3895
444676,90249,179237,9252,17385
683688,0,0,0,0
2542832,651716,1594749,13493,167728
4233987,1401503,2405150,20568,246699
892610,142455,157336,6110,12524
2154106,822106,1026147,9115,116490
0,0,325074,9120,40263
0,0,23247,6817,1845
0,44784,78583,9734,6045
0,89259,60072,11548,3102
0,18629,22226,5387,3359
0,35903,612350,11835,37231
169275136,205478751,51899053,13276,7874724
1564301,303576,603936,9541,64027
0,41885,34066,6549,1034
0,0,59213,11504,4662
1081843,451199,1954688,13765,235341
0,63474,39206,11855,4078
201948,0,657384,8341,63108
1503200,4301122,7898809,11254,757984
153569,41616,400271,11364,44297
0,0,201686,9075,19778
0,95542,730014,14785,61900
923111,0,447708,13159,29169
265384,39066,159279,7027,18698
2449585,88463,341223,10608,42548
0,0,12480,3898,1994
3134435,263413,931267,11302,0
0,0,210806,9707,21100
0,0,0,0,0
0,112265,34121,3926,6468
0,66985,133487,9533,9870
725620,123310,371047,10809,32582
0,0,7132,3227,7053
0,2852515,3973125,16453,387509
0,0,61626,12577,3600
0,193387,462397,11263,46050
1441386,536239,1269633,8490,126352
0,378967,163334,8527,4601
0,40670,101827,6766,8635
1172591,443125,943809,9770,93663
180918,285308,808099,25877,55776
0,0,0,0,0
0,0,0,0,0
161752,0,719852,15159,97589
0,125,78662,17777,8162
0,0,0,0,0
0,0,8052,2430,1089
0,0,657070,21446,43247
0,41626,34309,9896,1406
2411601,0,637577,13019,61073
0,84216,95775,6933,6963
0,11547,207126,10008,16104
0,0,79867,13480,5336
238235,221171,172013,9224,9065
128453,58172,162558,10056,13214
0,92320,159859,9761,13118
0,151545,653043,8729,48868
210827,27428,268348,11976,18247
0,47171,24490,8169,0
0,25250,112717,9981,11666
0,94883,113011,6183,61053
0,0,0,0,0
0,3707401,3924861,14929,0
0,0,19743,3415,795
0,31907,178851,13503,13114
0,5546,66344,6230,5753
0,24422,45368,10274,0
0,41336,28978,7426,3659
0,0,313945,8547,38800
0,0,504755,9897,48530
0,31149,104265,13357,8752
5888916,4606220,2942576,12892,375262
0,0,0,0,0
75313,189912,360081,8231,29785
0,6667,16323,7758,0
533829,2411656,2276743,18058,259193
0,87312,181361,7334,17678
0,0,70373,14123,2080
0,3384,55754,6003,3667
0,38556,213681,10894,10935
3667010,6399326,5260066,12748,728582
0,0,217873,10995,22995
1140439,138930,70300,5402,8814
0,0,5220,4085,310
1418896,0,691236,11048,87801
758537,285724,471758,9664,42653
0,9995,50925,3704,1860
224883,0,179695,12325,16810
0,2978505,4314450,13529,661990
0,139177,97444,10288,9184
0,0,16797,8118,2919
0,114354,851995,10328,85256
307163,0,272673,9972,44899
264006,80032,221953,9638,18337
550365,524204,1517829,13971,110365
0,224947,39479,4199,1827
0,117045,153994,9730,24316
98527,51110,445440,9587,33372
0,2064050,2489973,20620,326019
0,3170,42509,5616,5009
0,0,93947,8372,6194
0,0,1465538,12995,131874
0,4392,23721,7936,2216
0,0,9440,3128,3662
101783,15100,61221,4687,0
0,0,113223,10197,12449
0,17991,61964,8465,0
0,0,0,0,0
0,0,115236,7285,15197
301261,0,946288,12797,105900
206973,24642,128394,12439,5612
0,99785,354320,7313,29742
0,0,51907,5116,3346
0,6382,70092,8070,1381
0,0,54707,2207,3968
0,135182,621585,9101,77569
0,18078,60473,10246,4105
0,13063,10353,3770,333
0,0,199581,12443,20636
0,4120,14844,4764,1905
552023,97607,246528,9345,14912
0,0,10079,3486,0
5423538,922104,3110146,15706,337268
0,14819,55179,7164,23122
0,0,445281,7306,26162
0,21378,78824,8334,6240
0,0,0,0,0
0,0,8605,6254,0
0,29253,41916,9762,9712
0,42385,35247,4619,4002
43337529,25801512,24931407,14582,3763516
0,1079748,2063290,16305,246182
0,0,3875,4226,0
0,87341,133700,11012,9946
0,3416,6813,4195,0
1291453,0,425109,14594,40665
0,0,0,0,0
28294664,14119812,13879471,14302,2833744
0,34025,57024,4067,11928
0,70499,114973,5665,9783
0,58405,216729,5777,20243
0,21753,16720,5618,0
203651,120737,322212,12137,39907
0,39272,524418,11036,58971
119886,50115,410538,7915,32941
0,651068,1434272,16648,130821
0,0,626334,9835,73827
0,451592,593065,16554,24703
0,52031,94619,9327,8862
762771,0,509916,15900,41272
242392,1472069,2913533,12621,317331
463995,541129,466705,11439,45912
0,25835,46067,9676,9333
1492453,548021,1715924,13382,254849
0,0,170215,12382,16052
0,0,122890,6040,13211
1647635,1525162,9918009,26573,583644
0,48987,180452,4609,20847
0,29121,40330,6169,4671
376535,418384,565279,9819,59273
708014,137003,383490,9072,30363
0,51155,36959,4976,6025
301414,86167,185157,10447,17730
0,0,62126,4586,9403
0,0,33290,2860,4638
0,0,89663,14776,12753
3150909,0,447418,9348,36827
0,361610,1095090,10079,95153
0,0,298872,15197,26154
0,0,0,0,6358
4985245,0,3217656,11177,274255
0,54748,215996,13340,13557
0,983,128628,12435,10750
0,0,22916,5094,49289
0,19672,159918,16973,68229
735967,0,652165,15067,59642
0,19287,112160,11743,7158
0,3848,72071,11098,20941
0,23248,125054,10521,11647
0,0,42681,5058,5686
0,0,0,0,0
0,0,11499,5601,3732
18860476,16956359,16758729,16718,1874594
0,0,44601,3102,0
0,31160,196917,8016,8332
0,111990,324631,16494,24734
0,165809,659852,18614,228891
0,73602,503618,9204,35159
0,0,461448,15958,46512
0,2424955,5772180,11254,451687
0,0,228355,11197,38846
609632,510839,2087828,15781,254511
0,0,27847,11197,7736
0,2218165,2810553,12715,261152
526157,59400,298001,7749,48144
307141,530569,1689315,18213,120194
284508,525705,2353754,16785,471725
0,2179,123147,7491,11029
0,55377,67957,5368,3834
554193,161888,311758,9702,23765
0,16795,107167,7551,7267
0,453168,2482916,12176,1164025
1582642,306340,636318,8890,57138
0,1524,20958,4498,0
785359,368955,466545,7029,27892
192148,0,38351,5622,0
883879,0,247811,7661,0
659762,318843,343502,19709,76579
96536,42022,74581,4203,8785
0,189777,143922,6118,12056
0,21509,68700,4306,0
202807,0,30610,4900,0
1527558,249388,511759,9742,32679
0,21218,365938,13410,14720
236759,33550,203034,6962,23259
0,0,10896,1528,0
91908,10056,62090,5074,2729
677065,203434,699395,16950,303579
1437051,2123285,3977784,18152,369770
3849982,1561157,4615854,15419,491530
228253,0,91615,6381,8980
0,28363,761064,42981,76059
0,13015,104599,16849,0
0,0,15771,3085,0
0,0,547366,11972,45329
0,0,46146,4830,1230
1275937,204059,892207,19845,110262
0,8348,122849,7662,5152
645731,267009,114937,4472,13789
311546,0,131626,23509,24206
56903,8496,224598,20827,19386
2052677,13299493,14002361,13925,2705714
0,192265,1884013,80800,140285
0,0,288000,26089,56298
159608,0,853058,12845,104395
0,25863,72431,4929,6569
0,10400,79398,3144,11945
0,473610,444514,8657,40310
0,25481,186278,21041,22572
2578741,632209,1120732,15427,86657
0,0,1052131,47014,171568
204060,36907,227492,33474,22522
0,18932,172401,10026,12455
0,0,500063,13071,40084
0,97362,183950,8914,15818
93431,0,47520,2946,0
0,24584,96030,5330,9978
248688,0,101892,8558,14112
620067,133676,324090,9148,31245
522377,288918,1805727,12334,233596
926273,3405922,1706383,17245,137013
746325,378468,1465322,33306,168643
3264995,6197343,6737176,23251,685845
1097915,527661,436996,7860,38392
0,0,8851,3700,0
1495977,58132,173896,7534,47791
0,148217,212738,6063,32977
1567206,140068,658826,10752,164358
0,21979,16167,2357,0
0,8168,154993,6873,14697
0,30686,125958,8060,7519
0,49291,166615,14500,15990
0,27470,171558,6868,8570
0,1918,86765,12564,31279
1400175,1491999,4469513,16109,610172
435940,102933,153825,4840,13861
0,45743,54682,4227,0
2801602,541451,1665130,23171,189961
0,8746,112941,8245,10056
1408656,0,921227,26459,75620
0,0,158012,13701,5324
201385,0,316916,21799,28727
0,0,59350,6566,0
281033,74695,406322,12684,43485
0,31494,94451,8879,8743
838137,97297,1102647,12350,148286
0,6692,75628,4967,6178
0,0,135156,7837,9651
