SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214
48.9,0.977,0.001,0.4,0.4,0.1,1.2,0.025,95.4
50.9,0.913,0.008,4.5,0.8,0.1,2.7,0.052,87.1
52.3,0.755,0.195,1.4,1.6,0.1,1.9,0.121,65.7
49.2,0.912,0.059,0.4,1.1,0,1.3,0.044,87.3
50.3,0.954,0.019,0.5,0.8,0,1.4,0.095,87
48.2,0.481,0.486,0.8,1.1,0.1,1.3,0.035,45.5
50.4,0.972,0.01,0.3,0.5,0,1,0.053,92.4
45.5,0.936,0.044,0.5,0.6,0,0.8,0.047,89.2
51.9,0.718,0.253,0.9,0.6,0.1,1.3,0.075,66
49.9,0.362,0.614,0.5,0.6,0.1,1.1,0.017,35.2
51.8,0.607,0.346,2.9,0.3,0,1.5,0.077,54.6
51.4,0.854,0.112,0.9,0.7,0.1,1.7,0.048,81.4
52,0.896,0.065,0.5,1.2,0.2,2,0.065,83.7
50.1,0.864,0.068,0.8,3.7,0.7,1.6,0.058,82.1
51.2,0.774,0.171,0.7,2.8,0.1,2,0.1,69
50.6,0.921,0.051,0.6,0.7,0.1,1.4,0.05,88
49.9,0.822,0.126,0.5,2.5,0,2.2,0.026,80.1
50.7,0.897,0.062,0.6,1.2,0.1,2.1,0.043,86.2
49.2,0.64,0.335,0.6,0.3,0,1.6,0.036,61.2
50.9,0.847,0.089,0.5,4.1,0.1,1.7,0.089,76.8
52.1,0.822,0.131,1.2,1.8,0.1,1.5,0.128,71.4
51.3,0.938,0.016,1.4,0.7,0.1,2.4,0.028,91.6
52.4,0.632,0.342,0.5,0.7,0.2,1.2,0.032,60.8
50.8,0.968,0.011,0.4,0.2,0,1.4,0.03,94
51.8,0.761,0.209,0.3,1,0,1.6,0.031,73.5
50.7,0.639,0.305,3.5,0.4,0.1,1.7,0.049,60.3
49.2,0.722,0.217,0.6,2.6,0.2,2.7,0.071,66.3
51,0.532,0.376,1.8,2.7,0.4,4.3,0.11,45.2
50.3,0.904,0.061,0.6,0.8,0.1,2.1,0.037,87.4
50.6,0.94,0.03,0.6,0.6,0.1,1.8,0.068,87.9
51,0.869,0.094,0.8,1.4,0,1.5,0.068,81
51.1,0.904,0.065,0.6,0.8,0,1.6,0.064,84.9
50.8,0.702,0.26,1.4,0.6,0.4,1.4,0.216,51.8
52.1,0.53,0.386,1,4.9,0.1,2.4,0.134,42.2
53.6,0.401,0.577,0.7,0.3,0.2,1.1,0.042,37
52.5,0.675,0.271,0.8,2.3,0.1,2.1,0.126,57.7
50.4,0.698,0.268,0.9,0.6,0.1,1.8,0.08,63.5
51.6,0.802,0.161,0.5,1.4,0.1,1.8,0.064,74.6
51.2,0.637,0.332,0.6,0.2,0.1,2.2,0.02,62.3
50.6,0.897,0.004,7.4,0.4,0.1,2,0.032,87.5
49,0.647,0.321,0.8,0.7,0.1,1.7,0.076,58.5
45.8,0.592,0.366,2.2,0.5,0.2,1.2,0.147,47.7
52.5,0.584,0.34,0.7,4.6,0.1,2.2,0.076,52.3
52.2,0.408,0.532,4,0.8,0.1,1.2,0.027,39.1
50.5,0.721,0.215,1.7,1.3,0.2,3.2,0.119,62.7
51.9,0.965,0.012,0.6,0.5,0,1.1,0.037,93.2
51.7,0.93,0.034,0.7,1.1,0.2,1.7,0.099,83.9
50.6,0.363,0.598,1.7,0.8,0,1.4,0.038,33.9
50.6,0.504,0.343,9.5,1.5,0.4,4,0.125,41.2
44.5,0.68,0.296,0.7,0.5,0,1.2,0.08,60.9
50.8,0.831,0.122,0.5,2.4,0.1,1.8,0.073,76.8
50.9,0.852,0.023,9.6,1,0.1,1.9,0.051,81.4
50.9,0.804,0.16,0.9,0.8,0.1,1.9,0.134,68.9
51.3,0.659,0.311,0.7,0.5,0,1.8,0.044,62.1
50.8,0.752,0.201,1.4,1.1,0.2,2,0.195,58.3
52.2,0.563,0.41,0.6,0.7,0.2,1.2,0.075,50.1
50.2,0.917,0.058,0.4,0.6,0,1.3,0.072,85.2
51.4,0.956,0.018,0.7,0.8,0,1.1,0.066,89.7
50.3,0.959,0.018,0.5,0.5,0,1.3,0.027,93.6
53,0.55,0.429,0.4,0.5,0.2,1,0.036,52.2
49.8,0.928,0.041,0.7,0.9,0.1,1.4,0.055,88.4
51.9,0.592,0.322,0.8,5.5,0.1,2.2,0.127,48.8
50.5,0.967,0.007,0.9,0.5,0.1,1.1,0.046,93.1
51.4,0.771,0.19,1,1.5,0,1.4,0.152,63.7
52,0.828,0.13,1,1.2,0.2,1.9,0.063,77.3
51.9,0.568,0.394,0.9,1,0,1.7,0.066,51.6
52,0.813,0.146,0.6,1.4,0.1,2,0.054,76.9
51.8,0.396,0.584,0.6,0.3,0,1.1,0.02,38.3
45.4,0.766,0.158,0.9,2.2,0.3,4.2,0.121,66.9
52.2,0.768,0.122,0.6,7.7,0.1,2.5,0.084,69.6
48.7,0.77,0.201,0.7,0.6,0.1,1.5,0.035,74.1
50.8,0.585,0.373,0.5,1.5,0.1,2.1,0.047,54.9
50,0.797,0.168,0.9,0.7,0.1,1.9,0.064,74.4
51.9,0.732,0.244,0.4,0.5,0,1.5,0.023,71.4
51.4,0.699,0.273,0.9,0.5,0,1.5,0.042,66.4
52.8,0.607,0.348,0.5,1.9,0.1,1.9,0.059,56.2
52.2,0.929,0.045,0.6,0.6,0,1.4,0.056,88.1
50.6,0.898,0.063,1,1.2,0.1,1.5,0.111,80.1
51.1,0.624,0.314,3.1,1,0.1,2,0.064,57.6
51.6,0.322,0.247,39.7,0.8,0.1,2.6,0.081,26.6
51.7,0.781,0.19,0.5,0.6,0.1,1.7,0.059,72.9
50.7,0.801,0.166,0.6,1.1,0.1,1.5,0.082,72.9
51.6,0.873,0.099,0.4,0.6,0.1,1.8,0.041,83.8
50.8,0.674,0.27,3.1,0.6,0.3,1.8,0.184,52.2
50.8,0.464,0.392,11.4,0.8,0,2.2,0.029,44.6
50.2,0.847,0.113,0.4,2,0.3,1.3,0.039,81.5
50.9,0.939,0.042,0.5,0.4,0,1,0.029,91.4
51.1,0.934,0.041,0.6,0.7,0.1,1.1,0.101,84.3
51.7,0.657,0.013,27.9,0.6,0,4.5,0.047,63.6
51.6,0.932,0.041,0.4,0.5,0,1.7,0.032,90.3
46.3,0.589,0.363,0.8,2.4,0,1.7,0.067,53.3
50.6,0.832,0.121,0.6,2.2,0.1,1.8,0.11,73.5
53.2,0.464,0.509,0.7,0.5,0,1.4,0.072,40.9
51.3,0.69,0.213,0.8,6.4,0.1,2.3,0.1,61
49.5,0.41,0.515,5.5,0.4,0,1.6,0.04,38.4
53,0.483,0.487,0.9,0.4,0,1.7,0.048,45.3
50,0.951,0.019,0.3,1.1,0,1.4,0.035,92.1
50.8,0.636,0.319,0.8,1.4,0.1,2.2,0.111,54.4
50.7,0.933,0.045,0.4,0.5,0.1,1.3,0.058,88.2
52.6,0.57,0.398,0.6,1.1,0.1,1.5,0.101,48.4
50.4,0.943,0.035,0.6,0.3,0.2,1.1,0.107,84.7
50.8,0.966,0.012,0.7,0.2,0.3,1,0.049,92.8
51.3,0.961,0.008,0.7,0.8,0,1.6,0.012,94.9
50,0.946,0.015,1,1.2,0.1,1.6,0.016,93.4
48.5,0.43,0.001,54.4,0.4,0,2.1,0.022,42.1
44.6,0.95,0.006,0.4,3.7,0,0.3,0.018,93.7
47.8,0.943,0.007,2.5,0.5,0,2,0.02,92.7
48.3,0.958,0.003,2.5,0.2,0,1.1,0.047,92.7
46.7,0.965,0.006,1,0.6,0,1.3,0.021,94.5
50.2,0.923,0.012,4.1,0.7,0.1,1.7,0.019,90.8
49.3,0.905,0.037,1.3,2.6,0.1,1.9,0.024,88.5
49.3,0.971,0.003,1.4,0.3,0,0.9,0.011,96.2
50.3,0.963,0.01,0.7,0.5,0,1.6,0.034,93.4
48.3,0.966,0.007,0.7,0.7,0,1.2,0.039,93
46.5,0.859,0.006,9.7,1.5,0,2.3,0.038,83
49.6,0.93,0.003,4.5,0.4,0.1,1.9,0.031,90.5
48.7,0.981,0.001,0.7,0.1,0,0.9,0.011,97
50.1,0.974,0.003,1,0.5,0,0.9,0.012,96.3
49.5,0.967,0.008,1.2,0.2,0.2,0.9,0.027,94.2
48.5,0.888,0.035,2.8,2.3,0.1,2.5,0.038,85.7
49.1,0.961,0,1.9,0.2,0,1.8,0.01,95.3
49,0.984,0.004,0.8,0.1,0,0.3,0.008,97.8
51.5,0.945,0.006,2.9,0.2,0.1,1.7,0.023,92.6
48.7,0.973,0.005,0.9,0.7,0,0.7,0.038,94.4
48.7,0.984,0.003,0.4,0.1,0,0.8,0.011,97.3
49.2,0.979,0.003,0.5,0.3,0,1,0.009,97.1
47.5,0.972,0.003,1.1,0.4,0,1,0.026,95
51.2,0.977,0.003,0.6,0.6,0,0.8,0.021,95.7
46.6,0.817,0.012,14.1,0.7,0,2.3,0.068,76.5
48.9,0.906,0.003,7.2,0.1,0,1.8,0.021,89.5
48.1,0.954,0.004,2.4,0.3,0.1,1.4,0.025,93.6
49.4,0.926,0.009,3.9,0.4,0.1,2,0.027,90.8
44.8,0.687,0.009,27.2,0.3,0,2.9,0.062,64.8
49.2,0.958,0.006,1.7,0.3,0,1.7,0.02,94.2
48.9,0.951,0.004,3.1,0.3,0,1,0.025,93
48.6,0.956,0.005,2,0.4,0,1.4,0.037,92.2
49.3,0.939,0.006,4.5,0.1,0,0.9,0.014,92.9
49.4,0.867,0.005,8.9,0.5,0.1,3.2,0.025,85.2
48.9,0.97,0.006,0.7,0.4,0,1.3,0.019,95.4
47.4,0.968,0.007,0.5,0.5,0,1.5,0.023,94.9
48.4,0.94,0.008,2.7,0.7,0.1,1.6,0.027,92
50.9,0.206,0.004,76.4,0.1,0,2.5,0.016,20.2
47.4,0.966,0.007,1.1,0.6,0.1,0.9,0.029,94
50.2,0.959,0.005,1.6,0.2,0.2,1.5,0.013,95.1
50,0.149,0.003,81.7,0.1,0,3,0.038,14.4
46,0.961,0.005,2.5,0,0,0.9,0.03,94.5
47.4,0.939,0.017,1.3,1.4,0,1.6,0.049,89.5
49.1,0.979,0.002,1.1,0.2,0,0.7,0.013,96.7
48.9,0.951,0.011,1.6,0.7,0.1,1.4,0.021,93.5
49.1,0.944,0.002,3.5,0.2,0,1.6,0.008,93.7
49.1,0.961,0.008,1.2,0.4,0,1.6,0.032,93.2
49.3,0.956,0.004,2,0.5,0,1.5,0.111,85.5
47.3,0.894,0.04,2.5,1.2,0.2,2.7,0.051,85.2
49.8,0.977,0.003,0.7,0.1,0,1.1,0.011,96.8
45.7,0.9,0.024,3.9,0.8,0.1,2.9,0.052,85.5
49.9,0.951,0.01,0.9,1.7,0.1,1.2,0.088,87.4
50.5,0.985,0.003,0.2,0.4,0,0.6,0.03,95.7
51.9,0.967,0.002,0.4,0.2,0,2.4,0.051,93.2
49.5,0.965,0.026,0.3,0,0,0.7,0.041,92.4
48,0.988,0.002,0.2,0,0,0.8,0.002,98.6
49.8,0.983,0.004,0.3,0.3,0,0.7,0.017,96.9
49.9,0.925,0.007,4.1,0.5,0,2.2,0.119,82.8
51.1,0.972,0.001,1.1,0.9,0,0.5,0.02,95.7
50.8,0.981,0.002,0.5,0.2,0,1.1,0.012,96.9
50.3,0.954,0.011,0.5,1.6,0.1,1.3,0.086,87.5
50.5,0.957,0.005,2.1,0.3,0.1,1.3,0.027,93.8
49.2,0.98,0.004,0.4,0.5,0,0.8,0.028,95.4
49.6,0.97,0.005,0.5,0.5,0.1,1.5,0.031,94.3
49.4,0.986,0.001,0.5,0.1,0,0.7,0.015,97.2
51.2,0.986,0.002,0.4,0.1,0,0.8,0.126,86.3
50,0.909,0.004,5.6,0.3,0,2.8,0.028,89.1
50.2,0.956,0.004,1,1.5,0.1,1.4,0.066,89.9
49.4,0.963,0.007,1.3,0.3,0.3,1.1,0.089,89.1
48.5,0.912,0.029,3.3,0.9,0.5,1.1,0.431,53.9
49.9,0.975,0.003,0.6,0.4,0.1,1.1,0.096,88.8
50.2,0.976,0.005,0.5,0.3,0,1,0.026,95.3
50,0.864,0.043,3.8,3.5,0.3,1.6,0.374,51.8
50.6,0.892,0.018,4.1,1.5,0.6,2.8,0.043,86.1
49.2,0.914,0.043,1.9,0.8,0.3,1.2,0.332,61.1
50.2,0.969,0.003,1.3,0.4,0,1.1,0.055,92.2
49.7,0.972,0.006,0.7,0.2,0.1,1.1,0.12,86.2
50.7,0.955,0.011,1.1,0.6,0.4,1.3,0.113,85.7
50.7,0.813,0.116,1.2,3.3,0.1,2.5,0.12,70.9
49.6,0.966,0.004,1.2,0.1,0.3,1.4,0.065,91
50.2,0.973,0.007,0.6,0.7,0,0.7,0.039,94
50,0.981,0.002,0.5,0.1,0,1.1,0.019,96.5
48.5,0.984,0.002,0.5,0.2,0,0.8,0.023,96.3
50.3,0.976,0.004,0.6,0.2,0.1,1.1,0.032,94.8
50.5,0.968,0.006,0.7,0.5,0,1.4,0.021,95
48.9,0.971,0.004,0.9,0,0,1.6,0.045,93
50.1,0.99,0.003,0,0.1,0,0.5,0.013,97.7
48,0.97,0.007,0.4,0.4,0,1.5,0.041,93.1
47,0.985,0.002,0.2,0.2,0,1,0.015,97.1
49.3,0.981,0.007,0.2,0.2,0,0.8,0.022,96.1
49.7,0.924,0.027,1.6,1.3,0.5,1.5,0.259,69.4
49.7,0.981,0.004,0.3,0.3,0,1,0.029,95.4
48.5,0.984,0.001,0.5,0.2,0,0.8,0.021,96.5
48.2,0.985,0.005,0.3,0.2,0.1,0.3,0.038,94.9
49.6,0.979,0.003,0.6,0.2,0,1.1,0.033,94.8
50.6,0.98,0.003,0.6,0.4,0.1,0.6,0.039,94.6
51.6,0.97,0,2.1,0,0.1,0.8,0.014,95.7
49.2,0.978,0.004,0.5,0.3,0.1,1.1,0.024,95.8
50.3,0.973,0.005,0.5,0.3,0,1.3,0.033,94.4
40.5,0.901,0.062,1.4,1.6,0,0.7,0.105,80.3
50.9,0.977,0.003,0.4,0.5,0,1,0.054,92.9
50,0.967,0.006,0.8,0.5,0,1.3,0.066,90.9
51.1,0.983,0,0.4,0.6,0,0.7,0.006,98
49.3,0.949,0.003,2,0.9,0.1,1.9,0.084,87.7
51.1,0.879,0.002,9.8,0.4,0.1,1.6,0.026,86.5
50,0.884,0.039,0.9,4.1,0.1,2.6,0.066,82.8
50.5,0.957,0.01,0.9,0.9,0.1,1.5,0.083,88.4
50.3,0.976,0.001,1.5,0.1,0,0.7,0.021,95.5
48.3,0.993,0.005,0.2,0,0,0,0.022,97.1
50.4,0.939,0.017,1.9,0.9,0.1,1.6,0.142,81.3
50,0.982,0.004,0,0,0,1.4,0.016,96.6
50.1,0.966,0.005,0.6,1,0.1,1.2,0.04,93
49.3,0.959,0.003,1.7,0.6,0,1.4,0.15,82.4
49.9,0.982,0.003,0.5,0.1,0,0.9,0.023,96.2
50.7,0.964,0.011,0.4,0.5,0,1.5,0.025,94.4
50.3,0.981,0.002,0.4,0.2,0,1.1,0.025,95.8
50.8,0.967,0.006,0.5,0.6,0.2,1.4,0.068,90.5
50.1,0.974,0.004,0.1,0.3,0,1.7,0.018,95.8
49.3,0.983,0.008,0.2,0.2,0,0.3,0.037,95.1
50.3,0.976,0.005,0.5,0.4,0,0.9,0.053,92.7
49.5,0.984,0.004,0.3,0.2,0,0.7,0.016,97
49.4,0.961,0.007,1.2,0.7,0.2,1,0.166,81.2
50.2,0.981,0.002,0.3,0.2,0,1,0.038,94.8
50,0.964,0.009,0.8,0.5,0,1.4,0.051,92
50.4,0.938,0.003,3.3,0.4,0,2.1,0.019,92.5
49.8,0.981,0.001,0.9,0.5,0,0.4,0.021,96.3
49.2,0.934,0.016,1.4,2.1,0.4,1.1,0.23,72.8
49.9,0.895,0.045,0.6,2.4,0.1,2.9,0.083,82.3
49.4,0.976,0.005,0.4,0.4,0,1,0.022,95.7
51.6,0.937,0.009,3,0.8,0.1,1.4,0.227,73.6
48.9,0.973,0.005,0.4,0.5,0,1.2,0.023,95.3
51,0.855,0.004,10.3,0.3,0.2,3.4,0.046,82.7
50.7,0.985,0.002,0.2,0.3,0,0.8,0.019,96.6
49.4,0.966,0.002,1.3,0.2,0,1.8,0.048,92.5
49.6,0.971,0.009,0.7,0.1,0,1.2,0.048,92.9
51.1,0.978,0.004,0.2,0.3,0,1.1,0.022,95.7
47,0.985,0.001,0.4,0.3,0,0.6,0.017,96.8
50.6,0.403,0.006,56.4,0.3,0,2.3,0.045,38.4
50.2,0.985,0.002,0.1,0.3,0,0.9,0.022,96.4
50,0.974,0.008,0.3,0.3,0.1,1.2,0.025,95.2
49.2,0.953,0.019,0.7,0.6,0.1,1.3,0.056,90.4
51.3,0.965,0.007,0.2,0.2,0.4,2,0.046,92.1
49.3,0.988,0,0.1,0.5,0,0.5,0.009,97.9
51.3,0.957,0.016,0.7,0.6,0.1,1.3,0.049,91.3
50.8,0.964,0.008,0.3,1.2,0,1.4,0.016,95
50.4,0.973,0.005,0.3,0.7,0,1.2,0.014,96.1
51.1,0.959,0.008,0.3,1.4,0,1.5,0.017,94.5
49,0.969,0.007,0.5,0.6,0,1.4,0.017,95.4
50.7,0.931,0.011,0.4,3.5,0,1.9,0.022,91.2
50.4,0.914,0.026,0.3,3.8,0.1,1.8,0.06,86.4
50.7,0.95,0.014,0.3,1.9,0,1.4,0.019,93.4
50.5,0.955,0.009,0.2,1.9,0,1.4,0.026,93.3
51.3,0.934,0.012,0.3,3.2,0.1,1.9,0.022,91.7
50.6,0.967,0.007,0.4,0.7,0,1.5,0.015,95.5
51.6,0.713,0.173,0.7,8.2,0.1,2.5,0.185,56.8
51.6,0.744,0.068,0.4,16.3,0.1,1.9,0.185,58.6
50.9,0.744,0.175,0.3,5,0.1,2.7,0.075,68.9
51.7,0.701,0.211,0.6,5.8,0.1,2.3,0.156,58.3
51.2,0.916,0.05,0.4,1,0.1,1.9,0.073,85.7
48.4,0.721,0.219,1.6,1.4,0.1,2.8,0.293,47.9
51.9,0.497,0.419,0.7,5.3,0.1,2.3,0.221,32.2
51.4,0.839,0.108,0.2,3,0.1,2,0.057,79.4
50.2,0.658,0.151,1.2,15.2,0.2,2.6,0.431,29.3
50.6,0.92,0.027,0.2,3.7,0.1,1.2,0.062,86.5
51,0.655,0.212,0.6,10.4,0.2,2.2,0.166,51.8
50.8,0.621,0.112,0.6,24,0.1,2,0.199,45.4
51.4,0.847,0.077,0.3,5.5,0.1,1.7,0.105,75.7
51,0.842,0.036,0.3,10.1,0,1.7,0.128,72.5
51.9,0.929,0.035,0.3,2,0,1.3,0.089,85
51.3,0.754,0.148,1.5,5.7,0.2,2.4,0.396,42.9
51.3,0.816,0.147,0.5,1,0,2.1,0.08,75.4
51.3,0.712,0.099,0.3,16.6,0.1,1.9,0.142,58.7
50.4,0.942,0.022,0.2,2,0,1.5,0.073,87.5
51.2,0.684,0.235,0.7,5.4,0.1,1.9,0.3,42.3
51.2,0.909,0.045,0.2,2.8,0.1,1.5,0.084,83.5
51,0.849,0.034,5.8,2.7,0.2,3,0.49,40.2
48,0.93,0.006,3.3,0.3,0,2.8,0.198,74.9
50.2,0.921,0.025,2.2,1,0.3,1.8,0.549,40.8
48.9,0.54,0.014,41.7,0.6,0.1,2.1,0.378,20.8
49.1,0.936,0.009,2.6,0.5,0.2,2.1,0.49,47.5
48.1,0.861,0.07,2.1,1.7,0.2,2.9,0.397,50.3
49.8,0.937,0.004,1.9,0.2,0,3.8,0.408,55.6
50.8,0.921,0.022,2.3,1.3,0.2,1.8,0.668,28.8
49.5,0.931,0.019,2.4,0.8,0.1,1.7,0.464,49.6
50.5,0.934,0.012,2.3,0.8,0.1,2.2,0.496,47
43.4,0.923,0.022,2.8,1.1,0,1.6,0.794,16.3
47,0.959,0.007,1.5,0.7,0,1.2,0.43,54.9
49.4,0.957,0.013,1.2,0.6,0.1,1.1,0.572,40.2
48.5,0.914,0.044,1.9,0.6,0.1,1.6,0.557,38.5
50.3,0.93,0.01,3.8,0.5,0.2,1.5,0.315,63.7
49.2,0.89,0.007,1.3,6.4,0.1,2.5,0.167,73.6
50,0.935,0.017,2.3,0.8,0.2,1.5,0.649,32
52,0.186,0.01,76.8,0.9,0.1,2.5,0.14,9.8
48.3,0.937,0.01,3.3,0.5,0,1.6,0.806,17.7
49,0.839,0.042,7.3,1.5,0.3,2.9,0.365,50.8
51.3,0.92,0.018,2.5,1.2,0.1,2.3,0.447,50.6
50.8,0.784,0.009,18.1,0.7,0.2,1.8,0.716,13.1
50,0.912,0.025,2.2,1.6,0.3,2.3,0.4,54
50.9,0.792,0.026,13.7,1.6,0.2,2.8,0.374,45.3
50.6,0.57,0.009,38.8,0.6,0.1,2.7,0.195,40.6
50.6,0.92,0.019,3.1,1.1,0.2,1.9,0.772,19
51.3,0.91,0.012,4.1,1.4,0.2,2.1,0.513,43.1
50.2,0.933,0.008,2.5,0.5,0,2.9,0.294,66.5
49.1,0.815,0.013,13.3,1.5,0.1,2.4,0.493,35.8
51,0.88,0.008,7.4,1,0.2,2.6,0.561,36.1
47.6,0.904,0.022,4,0.5,0.3,2.6,0.413,53.1
43.1,0.922,0.02,3,0.6,0,2.2,0.41,54
49.8,0.896,0.017,5.6,0.9,0.2,2.2,0.595,34.3
48.9,0.895,0.022,2.7,2.3,0.3,2.9,0.228,68.8
49.4,0.852,0.022,5.2,3.1,0.3,4.1,0.133,74.3
50,0.722,0.116,1.2,9.9,0.8,4.3,0.303,45.3
49.8,0.92,0.009,2.3,1.7,0.2,2.9,0.122,81.3
47.9,0.886,0.015,6.1,1.1,0.3,2.5,0.242,67.1
43.4,0.899,0.019,4.9,0.5,0,2.8,0.192,71.2
46.5,0.92,0.012,2.9,1,0.1,2.7,0.138,80.2
47.8,0.9,0.012,5,0.9,0.3,2.6,0.261,66.5
49,0.904,0.009,5.6,0.9,0,2.1,0.239,69.5
46,0.919,0.035,1.4,0.8,0.3,2.2,0.077,85
49.4,0.901,0.013,3.2,1.7,0.3,3.4,0.158,76.3
51.3,0.716,0.046,16.9,2.5,0.2,4.2,0.108,65.1
49.5,0.901,0.027,2,1.8,0.5,3,0.144,77.5
36.7,0.874,0.042,4.4,1.2,0.3,2.5,0.233,66.5
48,0.918,0.016,2,2.1,0.4,1.9,0.078,84.6
49.7,0.853,0.026,2.1,5.8,0.7,3.3,0.235,64.2
42.7,0.868,0.048,4.7,1.1,0.2,2.5,0.149,73.5
51.7,0.776,0.137,0.3,5.8,0.1,2.5,0.057,73.8
49.4,0.958,0.013,0.3,1.3,0,1.3,0.016,94.6
52.8,0.455,0.435,2.9,4.4,0.4,3.3,0.548,10.2
50.9,0.873,0.057,0.2,4.2,0.1,2.6,0.039,84.5
50.5,0.924,0.015,3.3,0.8,0,1.9,0.02,91
48.9,0.927,0.043,0.4,0.7,0.1,1.9,0.028,90.7
50.5,0.939,0.027,0.7,0.7,0,2,0.07,88
50.4,0.885,0.068,0.3,1.4,0,2.9,0.029,86.5
50,0.967,0.01,0.4,0.5,0,1.4,0.021,94.8
48.6,0.922,0.045,0.4,1.4,0,1.5,0.028,90.1
49.8,0.906,0.052,0.3,1.8,0.1,2,0.045,87.1
51.2,0.948,0.019,0.3,1.1,0,1.8,0.026,92.7
49.7,0.954,0.02,0.3,0.9,0,1.3,0.037,92.4
50.2,0.821,0.111,0.5,3.9,0.1,2.3,0.116,72.7
51.6,0.803,0.139,0.7,3.2,0,1.9,0.051,76.4
47.9,0.943,0.032,0.5,0.7,0,1.3,0.031,92
45.1,0.839,0.064,7.8,0.5,0,1.4,0.033,81.6
50.5,0.956,0.02,0.2,0.7,0,1.5,0.028,93.3
50.1,0.931,0.032,1.2,0.7,0,1.8,0.03,90.9
47.9,0.904,0.065,0.4,0.9,0,1.8,0.055,86
49.3,0.968,0.01,0.3,0.5,0.1,1.3,0.014,95.6
50.7,0.966,0.012,0.3,0.6,0,1.3,0.021,94.9
47.7,0.879,0.066,0.7,1.7,0.3,2.8,0.073,82.2
52.6,0.493,0.352,1,12.1,0.1,2.4,0.195,35.8
49.4,0.972,0.009,0.3,0.4,0.1,1.1,0.017,95.8
49.9,0.937,0.03,0.4,1.4,0,1.5,0.034,90.9
50.8,0.95,0.02,0.7,0.9,0,1.4,0.02,93.4
51.7,0.773,0.161,0.4,3.6,0.1,2.5,0.081,71.5
50.7,0.939,0.027,0.5,0.8,0.1,1.9,0.126,83.2
51.5,0.761,0.126,0.5,9.1,0.1,1.7,0.161,62.3
52.8,0.647,0.183,1.2,12.5,0.2,3.2,0.259,47.1
51.3,0.883,0.071,1.1,1.1,0,2.3,0.026,86.3
50.2,0.87,0.068,0.3,3.7,0.1,2.1,0.053,83
51.7,0.809,0.117,0.9,3.6,0,2.9,0.046,77.8
50.9,0.94,0.026,0.3,1.2,0,1.8,0.043,90.6
50,0.818,0.118,0.8,2.8,0.1,2.8,0.194,66.1
50.3,0.9,0.067,0.8,0.5,0,1.9,0.047,86.4
50,0.963,0.011,0.5,0.7,0,1.3,0.023,94.4
51.4,0.945,0.022,0.2,1.4,0.1,1.6,0.035,91.7
50.2,0.923,0.032,0.3,2.4,0.1,1.8,0.13,80.8
51.5,0.491,0.208,1.3,25.8,0.2,2.8,0.28,26.2
50.6,0.875,0.073,0.3,2.5,0,2.4,0.045,84.3
51.6,0.771,0.119,0.6,8.3,0.1,2,0.181,62.6
51,0.777,0.131,0.5,6.7,0.1,1.9,0.171,63.4
50.6,0.939,0.018,0.2,2.4,0,1.6,0.029,91.4
51.3,0.798,0.113,0.7,4.5,0.2,3.5,0.066,75.4
50.2,0.961,0.015,0.3,0.8,0,1.4,0.031,93.5
49.6,0.967,0.012,0.3,0.4,0,1.4,0.017,95.3
47.8,0.92,0.054,0.4,0.8,0,1.5,0.031,89.5
49.1,0.938,0.025,1,1.2,0.1,1.4,0.022,92.2
50.4,0.951,0.016,0.3,1.5,0,1.5,0.016,93.8
50.7,0.852,0.083,0.6,4,0.1,1.8,0.182,69.3
48.7,0.852,0.098,0.7,1.7,0.1,2.5,0.149,73.1
50.3,0.968,0.009,0.2,0.7,0.1,1.2,0.017,95.5
50.7,0.815,0.044,0.4,10.4,0.1,3.2,0.047,77.9
50.2,0.881,0.068,0.4,2,0,2.6,0.098,80.2
51.1,0.962,0.012,0.3,0.9,0,1.5,0.022,94.3
48.2,0.946,0.034,0.3,0.5,0,1.1,0.025,92.7
50.5,0.937,0.033,0.4,0.7,0,1.9,0.04,90.3
51.7,0.744,0.161,0.8,6.2,0.1,2.3,0.237,55
45.7,0.92,0.061,0.4,0.5,0,1,0.032,89.7
51.3,0.972,0.01,0.3,0.5,0,1,0.022,95.3
50.7,0.974,0.006,0.5,0.2,0,1.4,0.008,96.6
49.6,0.837,0.124,0.3,0.8,0,2.8,0.028,81.5
51,0.971,0.009,0.2,0.6,0.1,1.1,0.012,96
49.7,0.934,0.038,0.3,0.5,0,2,0.038,90.1
50.1,0.912,0.027,0.4,3.4,0,2.2,0.018,89.8
50.4,0.977,0.005,0.2,0.5,0,1,0.015,96.4
49,0.938,0.042,0.2,0.4,0,1.4,0.009,93
50.4,0.973,0.01,0.2,0.3,0,1.1,0.008,96.6
51,0.865,0.081,0.3,2.8,0.1,2.2,0.045,82.7
49.8,0.976,0.006,0.3,0.3,0,1.2,0.012,96.5
50.2,0.948,0.023,0.4,0.5,0,2,0.015,93.5
51.5,0.871,0.09,0.3,0.7,0.1,2.8,0.031,84.6
50.7,0.957,0.015,0.2,1.1,0,1.4,0.017,94.2
50.6,0.949,0.023,0.3,0.5,0.1,2,0.016,93.5
49.6,0.956,0.025,0.2,0.4,0,1.4,0.015,94.4
50.5,0.969,0.012,0.3,0.3,0,1.2,0.009,96.2
51.3,0.971,0.01,0.2,0.5,0,1.2,0.015,95.9
