votes_dem_2016,votes_gop_2016,total_votes_2016,AGE135214,AGE295214,age65plus,SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214,POP715213,POP645213,NonEnglish,Edu_highschool,Edu_batchelors,VET605213,Income,INC110213,Poverty,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,Density
241,819,1123,6.4,22.2,18.9,48.1,0.976,0.001,0.4,0.2,0,1.6,0.024,95.4,93,1.5,5.8,88.2,16.4,275,25823,48384,12,54,452,-0.2,185,332,0,0,0,0,0,0,0,51042,6731,2744,1090,8,569.32,4.1
919,1854,2951,5.9,24,19.6,49.5,0.962,0.007,1.9,0.1,0,1,0.022,94.5,87.8,1.1,6.2,87.8,19.7,517,27757,48911,13.2,188,1290,0.2,501,666,0,0,0,0,0,0,0,248255,41083,6197,4626,24,1503.93,4.3
329,1148,1567,5.9,23.9,17.1,48.2,0.886,0.009,7.7,0.3,0,2.5,0.014,87.3,84,0.4,2.7,89.9,27.4,246,30933,54620,10.2,110,1065,-1.4,315,301,0,0,0,0,0,0,0,0,30697,10975,5356,18,1444.43,2.1
137,679,861,4.9,21.6,18.8,46,0.951,0.008,1.9,0.1,0,2.1,0.024,93,87,1.1,2.9,90.8,30.9,102,30218,54524,5.8,67,329,-4.4,166,283,0,0,0,0,0,0,0,0,31341,22180,2027,9,1006.82,1.4
1505,487,2125,13,40.4,7.3,51.4,0.108,0.003,86.2,0.3,0,2.4,0.037,10.4,86.5,0.7,22.3,77.6,12.4,497,10575,31934,44.6,55,1192,-29,201,382,0,55,0,0,0,25.7,0,0,39515,3911,1719,0,1388.56,6.9
462,2069,2630,6.2,22.4,21.6,50.5,0.826,0.004,14,0.5,0,2.4,0.017,81.8,89.3,0.8,3.9,86.2,21.2,333,23270,39324,20.6,211,1565,-7.1,550,771,0,5.4,0,0,0,21.4,0,70436,88362,15407,8116,6,1612.45,3.5
961,2937,4150,6,23.2,20.5,49.6,0.971,0.005,1,0.2,0,1.1,0.022,95.5,90.9,0.4,2.4,90.2,19.4,693,25406,51925,9.1,261,1607,2.2,759,725,0,0,0,0,0,0,0,166565,52391,6266,2239,15,617.06,13.5
2227,5288,7895,6.1,25.4,15.5,49.4,0.956,0.011,0.7,1.1,0.1,1.5,0.032,92.7,87.9,1.8,3.8,92.7,32.2,1225,36167,63468,4.4,497,8302,-0.5,1301,1142,0,0,0,0,0,18.1,0,0,304153,21752,19714,189,460.54,31.3
457,1896,2477,6,22.6,24.3,51.1,0.823,0.005,13.6,0.4,0,3.2,0.018,81.1,88.5,1.7,6.1,87.9,21.8,617,25915,41826,10.9,215,2017,8.9,478,915,0,0,0,0,0,15.2,0,107036,74782,14187,19839,9,708.63,7.7
3301,5654,9616,5.8,21.1,17.5,48.1,0.928,0.019,3,0.7,0,1.5,0.033,90.1,84.3,1.9,6.9,91,26.4,1706,27268,52578,13.4,730,10970,1.2,1562,1962,0,0,0,0,0,25.9,635224,0,293043,13498,34531,88,521.16,43.1
352,368,766,6.3,35.7,6.7,49,0.244,0.003,71.2,0.4,0,3.7,0.037,24,87.9,0.9,23.4,82.5,14.7,130,12339,32708,42.3,43,268,24.7,54,37,0,0,0,0,0,0,0,0,0,0,0,0,1961.27,1.4
9010,19201,29723,5.3,21,18.9,51.5,0.921,0.042,0.4,1.4,0,1.9,0.025,89.9,85.9,3,3.8,83.8,23.5,7105,24561,43620,18.2,1526,39455,-1.9,4421,5940,0,0,1.2,0,0.6,20.9,1911158,208283,907783,12381,126580,173,337.16,222.8
3384,11455,15300,6.7,26.2,14.4,50.9,0.872,0.083,1.2,1.3,0.2,1.9,0.117,77.6,87.3,7.2,11.6,77.5,12.3,3106,19303,40759,20,765,11876,-1.2,2856,3958,0,0,0,0,2.7,20.6,1047294,0,340609,7649,35265,171,473.64,95.1
1474,4715,6322,5.1,19.8,22.5,50.5,0.949,0.025,0.6,0.5,0,1.4,0.022,93,89,1.6,2.6,78.5,10.3,1689,18456,33033,22.1,308,3253,2.4,1039,1519,0,0,0,0,0,0,82258,35221,136843,8472,13340,0,394.14,41.8
896,3621,4650,3.9,17.4,18.2,42.7,0.922,0.06,0.4,0.2,0,1.2,0.022,90.1,88,1.2,4.5,75.6,9.3,1076,15747,33443,22.4,98,474,-5.8,793,1082,0,0,0,0,0,23.4,0,3384,30486,2335,3483,0,406.43,31.7
12085,37385,51849,5.1,21.1,18.4,51.5,0.941,0.03,0.4,1,0,1.5,0.03,91.5,85.1,2.7,3.9,86.7,20.8,11723,23788,45991,13.7,2263,38321,0.5,8431,10063,0,0.3,0.9,0,0,25.7,5312323,898029,1551134,12945,208506,608,558.71,220.2
7070,29761,38392,5.6,22.4,15.8,51.3,0.917,0.048,0.6,1.2,0.1,1.7,0.055,87.1,83.5,4.1,6.1,82.4,18.5,7200,21649,41083,19.8,1881,37734,0.5,6689,8469,0,0,1.3,0,1.9,22.6,0,0,1164641,12196,130465,547,328.76,301
2248,9860,12504,5.2,21,19.3,51.3,0.977,0.005,0.3,0.3,0.1,1.1,0.012,96.6,86.7,0.7,1.5,70.4,9.5,2950,16812,31943,23.8,577,7598,3.6,2393,3224,0,0,0,0,0.8,16.2,333944,134440,361821,8920,35438,151,480.19,84.8
1126,4006,5299,5.4,21.2,18.1,50.2,0.96,0.017,0.3,0.4,0.1,1.5,0.018,94.5,86,1.7,2.6,76.4,13,1004,20566,40689,17.8,172,1474,2.1,944,1264,0,0,0,0,0,0,0,0,53596,3991,7102,11,265.64,52
2323,7731,10333,6,21.6,19.7,51.4,0.87,0.103,0.5,0.3,0,1.8,0.024,85,86.4,0.9,1.3,78.6,15.4,2429,18330,35049,20.1,437,6526,3.9,1573,2521,0,0,0,0,0,24.5,767010,71811,188945,6564,15356,5,599.25,47.6
3453,16897,20993,4.9,19.1,19.7,51,0.966,0.016,0.3,0.4,0,1.2,0.017,95.1,87,1,2.1,79.8,15.8,5144,19018,31842,22.9,686,8547,-2.6,3246,3938,0,0,0,0,0,16.2,296682,34983,461274,7826,41911,51,341.2,168.3
3877,11295,15823,5.6,23.6,13.2,50.2,0.957,0.019,0.4,0.5,0.1,1.4,0.027,93.3,89.4,1.7,2.7,83.2,18.9,2762,23459,52446,13.8,538,5638,-0.8,3234,3820,1.1,1.9,0,0,0,32.1,754873,33767,238792,6100,23255,107,302.44,129.3
902,3827,4850,4.9,21.9,16.7,52.1,0.877,0.095,0.5,0.5,0,1.8,0.025,85.6,87.3,2,4.4,81.2,15.5,1126,18817,41875,19.9,238,3072,0.8,1016,1253,0,0,0,0,0,0,0,24445,117681,7319,11578,8,285.74,60
1831,8589,10706,4.7,19.6,18.5,51.1,0.967,0.012,0.3,0.6,0,1.2,0.011,95.7,89.2,1,1.4,74.5,13.3,2138,18583,33229,22.9,416,7026,3,1938,2503,0,0,0,0,0,0,436150,25974,155854,5011,21624,125,434.58,74.1
707,2140,2919,5.4,20.5,23.7,51.1,0.965,0.016,0.3,0.1,0.1,1.3,0.019,94.9,90.3,1.5,2,72.3,12.9,499,16867,29727,20.6,100,1148,-5.9,699,0,0,0,0,0,0,0,0,0,37286,4706,4049,0,236.54,33.2
1980,9791,12108,5.2,20.9,19.2,51.6,0.953,0.02,0.5,0.4,0.1,1.6,0.022,93.6,86.1,1.6,2.5,76.7,9.5,3385,17476,30573,26.1,484,6036,1.8,2185,2791,0,0,0,0,0,0,601262,0,326897,9236,44255,1,434.57,82.1
4741,14409,19895,6,23.9,16.9,51.2,0.927,0.038,0.4,1.1,0.1,2,0.04,89.2,85.1,3,4.9,82.4,18,4416,20357,37618,20.9,1210,20471,6,3452,5398,1.8,0,1.9,0,0,0,0,196636,790849,15285,79255,129,428.96,123.1
1302,3977,5386,5.8,24.5,17.4,52.1,0.834,0.137,0.5,0.3,0,2,0.097,75.2,87.6,4.9,9,76.1,11.9,849,18664,36066,18.9,213,1709,-11.8,932,1472,0,0,0,0,0,18.5,0,112094,65024,4515,6995,2,265.54,54.9
5202,20410,26298,5,18.3,28.9,51.3,0.972,0.007,0.4,0.5,0.1,1,0.027,94.9,86.5,2.4,4,80.9,17.4,6571,21141,37188,17.6,1084,14490,1.5,4398,5512,0,0,0,0,0,23.4,468885,0,596983,11208,61652,246,681.03,82.3
148473,84365,246199,7,21.5,11.1,51.8,0.656,0.281,0.5,3.4,0.1,2.3,0.099,56.9,79.2,11.7,15.5,86.4,35.9,38947,28467,47335,18.5,18333,396610,3.5,60225,64653,11.1,0.6,3.4,0.1,2.9,26.8,7347204,11942568,10581843,17029,2202982,6413,504.03,1243.3
894,3580,4577,4.9,20,22.7,50.9,0.948,0.03,0.3,0.6,0.1,1.1,0.029,92.1,87.4,1.6,1.9,78.8,14.2,1001,25368,36258,22.6,208,2984,-1.1,839,980,0,0,0,0,0,0,0,0,98877,8594,6048,0,333.85,35.2
1566,5164,6940,5.8,22.6,17.5,50.4,0.959,0.021,0.3,0.4,0,1.3,0.075,89.4,86.3,5.7,6.7,75.6,13.3,1334,21606,37482,19,292,4137,-13.1,1283,1726,0,0,0,0,0,24.2,743834,8484,119410,6424,12131,7,304.35,61.5
4718,13213,18619,5.9,23.4,15.1,50.8,0.928,0.044,0.5,0.6,0.1,1.8,0.031,90.1,85.9,2.1,3.3,84.2,14.2,3865,21547,44318,15.4,897,12790,5.6,3590,5198,2.4,0,0,0,0.6,20.6,876604,327900,605859,12779,60508,202,489.9,101.4
2815,10175,13290,6.5,24.1,16.5,51.7,0.829,0.146,0.3,0.6,0,1.6,0.031,80.3,81.5,1.8,2.9,83.6,18.1,3083,21208,38953,17.8,792,12300,-4.8,2385,3139,0,0,0,0,0,24.4,1646993,252485,514056,13643,42802,56,512.33,74.8
5865,13046,19306,5.4,20.9,18.7,50.5,0.706,0.275,0.3,0.6,0,0.9,0.025,68.4,91.5,2.2,3.3,85.7,21.5,2956,28201,56618,14,588,6926,6.4,3202,3779,15.3,0,0,0,0,23,889776,74398,126612,3402,12553,235,704.79,54.5
1100,6032,7311,5,21.9,20,51,0.98,0.004,0.3,0.3,0,0.9,0.013,96.9,86.2,0.7,2,72.4,11.1,1408,16454,29192,25.7,239,3474,0.2,1464,2235,0,0,0,0,0,20.3,0,0,140548,8075,8176,0,498.61,36
4372,11526,16363,4.9,21,19,51.2,0.917,0.052,0.4,0.9,0.1,1.8,0.028,89.2,85.7,1.6,2.9,80,18.4,4372,22398,42904,15.1,663,10475,7,2565,2967,0,0,0,0,0,26.9,3187056,0,343584,8341,28049,110,554.54,74
5255,13779,19484,6.4,24.3,17.6,52.3,0.795,0.186,0.3,0.3,0,1.3,0.025,77.3,86.3,1,2.9,82.7,16.5,3849,20402,38343,18.7,917,10941,-4.5,2809,3423,0,0,0,0,1.4,24.4,977402,0,438966,9063,30831,108,602.74,82.4
2915,7964,11120,5.3,21,18.9,51.4,0.865,0.104,0.4,0.5,0,2.1,0.021,85,89.1,1.5,2.9,80.4,14.6,2246,19998,38495,19.5,543,7280,-3.3,1742,2649,2.6,0,0,0,0,0,1004159,112932,313287,10799,24871,5,610.93,48.3
1154,6618,7985,4.9,21.1,18.5,49.8,0.977,0.007,0.3,0.2,0,1.1,0.027,95.3,87.7,1.1,2.3,74.3,10.5,1580,17933,32364,20.4,220,2403,14.6,1470,1697,0,0,0,0,0,0,171296,8638,79483,3515,6097,2,280.6,80.7
4211,18538,23491,4.7,20,20,50.9,0.957,0.022,0.3,0.5,0.1,1.1,0.028,93.2,87.7,1.9,3.2,80,15.5,5888,19801,35545,22,1096,21597,3.3,4027,5936,0,0,0.7,0,0.4,23.4,1813963,0,681959,10355,61990,94,622.17,110.6
998,3626,4750,5.2,21.6,20.7,50.5,0.974,0.006,0.6,0.2,0,1.1,0.011,96.4,95.3,0.7,1.1,70.5,10,1001,15683,26814,29.7,165,1520,3.4,1193,1211,0,0,0,0,0,32.3,0,0,67509,4717,9837,3,360.53,38
4075,15839,20579,6.2,23.4,17.6,51.3,0.917,0.045,0.8,1,0.2,1.8,0.109,82.4,86.9,7,10.4,80.4,16,5244,21261,39596,19.2,1291,25882,1.3,3564,5080,0,0,0,0,1.1,21,3214013,591685,1055016,17030,91273,53,161.18,388
55260,78661,141088,5.9,21.2,16,51.8,0.756,0.198,0.5,2.1,0.2,1.7,0.051,71.5,83.8,4.9,6.7,86.3,27.2,25822,27229,46702,16.6,8712,178107,-0.8,23640,31733,9.3,0.3,2.8,0,1.4,24.6,8040623,2958545,4865677,14695,663283,2036,542.43,620.3
322,1842,2229,5.6,21.2,18.5,50.5,0.977,0.004,0.4,0.2,0,1.3,0.004,97.3,88.9,0.6,0.5,72.6,9,489,14326,23892,30.8,47,383,-6.6,438,305,0,0,0,0,0,0,0,0,24369,3649,1382,0,222.34,30.7
4174,4912,9242,4.9,20,16.3,45.6,0.562,0.416,0.3,0.7,0,1.1,0.016,55.1,91.3,1,3.4,74.9,9.8,1791,14975,30973,24.6,367,5316,5,1465,1408,0,0,0,0,0,26.8,423749,42125,158797,5711,15636,23,667.77,40.8
1622,8012,9949,5.2,20.8,21,51.6,0.938,0.037,0.4,0.6,0,1.5,0.02,92.1,88,0.7,1.8,76.4,11.2,2196,20127,33622,22.6,500,6873,6,1780,2399,0,0,0,0,0,26.8,691797,79735,313661,11995,28737,8,577.32,45.1
3502,16611,20694,5.1,21.1,19.2,50.9,0.965,0.015,0.3,0.5,0,1.2,0.014,95.3,88.4,0.9,1.5,81.1,12.7,5150,20662,37357,16.2,590,9342,3,2956,3486,0,0,0,0,0,24.5,1148701,0,286874,5031,31738,11,486.98,116.7
3704,3010,6824,5.8,23.7,16.1,53.5,0.486,0.499,0.4,0.2,0,1,0.042,45.2,89.2,1.6,3.4,75.9,11.4,1101,18714,34542,21.1,307,4764,-3.2,1095,1268,0,0,0,0,0,22.9,631465,74223,180636,9425,13900,18,533.11,35.2
1796,8118,10172,5.9,23.3,16.8,51.5,0.894,0.081,0.3,0.4,0,1.8,0.023,87.4,89.7,0.8,2.7,80.9,13.1,2093,20449,38280,18.8,482,6238,-4.4,1806,2451,3.3,0,0,0,0,23.2,566730,31846,279627,10450,20893,1,520.07,53.4
3061,9483,12887,5,21,21.6,51.5,0.893,0.082,0.3,0.4,0,1.7,0.023,87.4,85.7,1.6,3.2,82.3,16,3572,22239,36950,19.2,700,8602,-1.3,2177,2520,0,0,0,0,0,0,0,0,404167,12824,29442,13,562.1,57.5
1823,5685,7762,5.5,21.8,15.6,47.5,0.926,0.051,0.5,0.3,0,1.5,0.021,90.8,86.5,1,2.1,75.5,12,1897,18383,39581,17.4,243,2134,-0.5,1669,1889,0,0,0,0,0,25.5,0,0,76884,3233,7097,3,612.5,40.3
865,2180,3165,5,21.8,19.5,51.2,0.94,0.032,0.4,0.4,0.1,1.9,0.023,91.9,82.7,1.1,1,80.4,9.7,764,18539,35271,23.5,109,1067,-1.6,510,810,0,0,0,0,0,17.8,0,0,33434,4152,2725,1,200.29,42.1
1967,4928,7139,5.9,22,19,50.4,0.948,0.027,0.6,0.3,0,1.5,0.02,93.2,89,0.5,2,84.2,12.4,1525,22183,42846,13.9,337,4170,8.1,1126,1642,0,0,0,0,0,0,1052931,57235,181921,9964,17794,10,530.98,34.9
1129,3229,4447,4.9,19.1,20.8,49.9,0.976,0.005,0.5,0.2,0,1.2,0.019,95.8,92.5,0.7,0.9,74.7,9.9,797,18387,33386,22.1,90,972,8,794,1136,0,0,0,0,0,22.4,0,7188,27779,2560,2577,0,308.32,37.7
3490,14760,18994,5.2,20.8,19.1,50.9,0.953,0.024,0.4,0.5,0,1.3,0.035,92.2,85.6,1.8,3.1,80.4,13.6,4980,20619,39745,18.3,651,10691,5.5,3051,4060,0,0,0,0,0,19.9,862933,35299,554331,10994,48272,98,274.08,187.6
988,5400,6556,4.3,17.5,20.5,46.5,0.961,0.023,0.3,0.3,0,1,0.018,94.4,88.1,1,2.1,72.7,9,1503,16470,29609,26.4,243,2863,2.7,1060,1364,0,0,0,0,0,16.2,118206,0,93196,5156,6610,1,298.48,61.1
62861,105724,179266,5.8,21.5,14.5,51.4,0.863,0.09,0.4,2.2,0.1,2,0.039,83,86.8,4.7,6.3,90.2,34.3,28744,28136,47694,14.6,10971,205667,-0.1,33182,40476,4.9,0.6,1.9,0,1.7,25.6,4470899,7402469,8209407,19329,919247,1912,508.22,850.5
577,1357,1970,4.5,15.6,14.7,36.1,0.694,0.281,0.5,0.2,0,1.8,0.02,67.8,78.7,2.2,2.9,70.6,7,563,12042,27115,31.7,74,637,4.8,351,189,0,0,0,0,0,13.2,0,0,19529,2635,5859,6,165.78,47.2
3656,4884,8678,5.6,23.2,13.8,47.7,0.624,0.351,0.7,0.6,0,1.3,0.023,60.7,80.8,1,2.5,74.5,10.4,1811,15758,32326,26,307,4708,3.8,1305,1446,6.2,0,0,0,0,28.9,372934,829714,151836,5708,9726,14,471.99,58.9
2821,12419,15658,6.8,24.9,17.5,51,0.958,0.018,0.4,0.5,0,1.5,0.019,94.1,89.7,1.5,4.2,79,12,3115,19136,37368,18.1,702,8374,1,2823,3277,0,0,0,0,0,22.2,0,0,380971,9318,37439,10,617.13,67.8
890,3579,4601,5.8,22.2,18.7,51.1,0.954,0.022,0.4,0.6,0,1.4,0.022,93.3,88.7,2.8,3.2,77.7,11.7,1255,17751,34397,19.9,194,1861,5.7,893,1141,0,0,0,0,0,0,0,0,132793,11519,7996,5,282.09,43.1
2550,10375,13270,5.6,22.5,18.4,51.1,0.896,0.072,0.8,0.5,0.1,1.8,0.031,87.2,87.3,1.3,2.3,80.4,15.5,2382,21811,41571,16.3,568,7372,9.8,2329,2511,0,0,0,0,0,0,0,147507,366545,11198,26170,3,570.34,58.5
4916,17588,23304,5.3,19.8,24.5,51.1,0.957,0.016,0.5,0.8,0.2,1.2,0.079,88.6,88.6,5.6,7.4,84.7,25.2,5244,27045,51074,16.1,907,12520,-0.4,3319,4243,0,0,0,0,0,23.5,1502305,360584,435619,9607,50805,206,229.22,211.8
1071,6260,7490,7,24.6,15.5,51.3,0.967,0.008,0.7,0.7,0,1,0.05,92.6,86.3,3.9,4.1,76.3,8.4,1280,17009,35306,21.2,327,3294,2.3,1664,0,0,0,0,0,0,0,0,30350,167327,7713,11896,6,307.14,72.4
15438,21321,37764,6.6,23,14.9,52.8,0.598,0.373,0.3,1.1,0,1.4,0.036,56.8,86.2,3.1,4.5,85.9,24.6,6934,23283,41617,20,2537,50444,0.2,6474,8412,14.1,0,1.9,0,0,27.2,0,1160418,1696459,17559,204863,195,557.12,176.4
2829,7680,10832,5.1,21.3,18.1,50.9,0.934,0.041,0.5,0.5,0,1.5,0.017,92,91.4,0.8,1.8,76.1,15.4,2042,21399,41268,18.2,414,5303,0.9,1654,1974,0,0,0,0,0,28.1,0,0,286563,10227,32734,74,498.16,56.7
2848,8167,11402,5.7,23.8,15.1,50.9,0.903,0.069,0.4,0.6,0.1,1.7,0.05,86,88.4,3.2,4.8,80.5,13.1,2222,20739,42291,16.2,477,6872,2.6,1895,2441,0,0,0,0,0,25,1490088,0,269685,9179,21090,102,375.46,81.5
10026,23781,35068,6.5,23.6,14.9,51.6,0.847,0.12,0.5,0.8,0.1,2,0.053,80,84.4,3.5,5.5,85.6,17.4,5898,22766,45336,15.4,1665,24671,5.4,5629,6043,6,0,1.9,0,0,22.8,0,245115,898300,11170,97274,784,613.14,132
3507,14673,18694,5.6,21.7,18.7,51.3,0.927,0.041,0.5,0.8,0,1.9,0.033,89.9,84.9,2.4,3.1,80.2,14.3,4391,19744,39410,18.3,884,13929,-0.3,2951,3847,1.8,0,0,0,0,20.5,2381015,0,561286,10770,57476,24,430.13,121.5
1847,7839,10035,5.9,22.7,19.4,50.9,0.919,0.06,0.3,0.3,0,1.5,0.02,90.1,91.9,1.2,2.7,77.9,11.6,2212,18428,33452,22.6,396,4557,3.3,1656,1855,0,0,0,0,0,34.7,420885,45711,194653,7664,13145,11,562.86,46.3
856,3337,4311,4.8,20.5,19.8,49.9,0.959,0.016,0.8,0.4,0.1,1.3,0.017,94.6,88.7,0.2,0.5,74.1,8.2,1024,19403,35150,20.7,110,1441,5.8,689,1016,0,0,0,0,0,0,253005,0,29829,2549,2046,45,195.12,60.2
3184,13361,17050,5.2,21.6,19.6,50.5,0.948,0.024,0.6,0.5,0.1,1.6,0.039,91.4,83.2,2.2,3.5,77.7,10.5,3738,19643,37595,19.6,702,10694,1.5,2641,3313,0,0,0,0,0,0,1386238,173428,453016,10109,40997,61,635.57,70
21686,32320,57278,8.7,27.2,8.6,50.1,0.724,0.197,0.7,2.5,0.5,4.2,0.096,64.9,76.3,5.3,9.9,90.9,23.5,24920,22380,49617,16.4,2662,40738,-4.2,9026,9906,8,0.5,3.7,0,0,29.5,0,345533,1877647,12125,245217,1446,539.18,319.6
496,2325,2926,3.8,20.1,20.8,50.8,0.954,0.023,0.3,0.7,0,1.3,0.019,93.7,85.9,0.9,0.9,83.1,14.6,591,23307,46170,13.2,64,0,0,447,685,0,0,0,0,0,23.8,0,0,16325,2701,1442,27,129.22,49.2
1053,5429,6664,4.2,19.7,16.1,45.2,0.942,0.037,0.4,0.2,0,1.4,0.012,93.2,84.8,1,1.8,79.6,7.4,1991,17747,37631,20.8,159,1649,8,1173,1127,0,0,0,0,0,39.1,0,0,58482,2986,3500,0,522.18,42.1
2425,9525,12223,5.8,22.2,18.9,51.6,0.871,0.108,0.2,0.4,0.1,1.4,0.038,83.7,85.3,2.3,4.3,79.6,14.2,2553,20900,39467,17.9,642,9456,-6.4,1879,3133,0,0,0,0,0,20.2,0,0,403505,12779,0,11,544.73,58.4
1943,6055,8195,5.5,22.3,19.4,50.7,0.974,0.007,0.4,0.3,0,1.2,0.013,96.2,91.1,0.5,1.7,75.6,12.6,1360,18347,34604,22.4,286,3534,-2.2,1755,2174,0,0,0,0,0,22.9,0,46653,110652,5283,13319,3,433.48,50.9
597,2167,2855,5.5,21.6,21,49.5,0.946,0.024,0.8,0.3,0,1.9,0.022,92.8,85.8,0.4,3.4,78.5,13.7,673,17214,32845,21.1,118,1525,7.5,570,669,0,0,0,0,0,0,169955,0,24286,3163,0,0,414.73,19.1
536,2019,2609,3.9,18.6,25.2,49.8,0.987,0.002,0.3,0.1,0.1,0.7,0.015,97.3,92.8,1.4,2.5,78.9,13,528,21942,35184,19.2,82,602,-5.2,471,524,0,0,0,0,0,41,0,0,23632,4933,3141,0,162.98,31.2
1252,5097,6520,4.7,20.6,19.4,50.2,0.97,0.007,0.5,0.3,0.1,1.4,0.017,95.7,89.6,1.3,3,77.4,11.1,1165,20274,39074,17.3,210,1456,4.2,1045,1579,0,0,0,0,0,25.5,0,0,67693,4305,8780,142,434.68,38.7
6847,18981,26958,5.8,21.3,16.2,50.6,0.94,0.024,0.8,1.3,0.1,1.4,0.058,89.1,85,5,6.1,83,22.9,4297,20517,33709,26.5,1734,27314,-0.6,5733,7332,0,0,0,0,1.6,28.7,1384046,465728,1193021,17059,138047,424,401.1,180.3
1942,8650,10946,5.5,23.1,17.6,50.8,0.95,0.022,0.6,0.5,0.1,1.6,0.045,91,80.5,2,3.1,76.9,12.6,2075,18952,36741,22.6,495,8052,-1.1,1646,2196,0,0,0,0,0,0,894654,17906,250814,8206,26918,62,315.38,100.9
4833,15863,21580,4.6,19.8,21.2,50.9,0.945,0.027,0.4,0.6,0,1.7,0.017,93.1,89.4,1.9,1.9,83.7,17.3,6179,23936,42223,15,717,8315,-2.2,3085,3683,0,0,0,0,0,29.2,369666,0,436400,8186,46029,7,360.71,150.2
6634,19393,27042,6.7,25.1,13.5,50.9,0.895,0.078,0.5,0.7,0.1,1.5,0.062,84.1,87.2,3.7,5.9,85.2,17.1,4758,23809,52792,13,1060,16984,0.7,4804,5745,1.9,0,0,0,2.3,26.3,1667466,779419,627764,9862,60729,243,476.29,139.2
36627,64428,106518,6.5,25,9.6,50.7,0.797,0.14,0.5,3.3,0.1,2.3,0.072,73.6,81.2,7,9.9,89.7,28.3,19043,25077,55401,13,4670,96226,11.6,18296,20939,6.1,0,2.6,0,2.7,25.3,11304846,6226284,2804294,11588,386963,2744,619.36,424
934,6044,7123,6.3,24.5,15.6,50.8,0.982,0.003,0.3,0.3,0,1,0.007,97.5,88.4,0.4,0.8,75,10.3,1172,17121,28401,28.3,317,3462,5.1,1339,1582,0,0,0,0,0,27.5,401688,28362,159566,7270,14628,3,532.3,41.8
1051,4434,5667,5.2,21.8,19.2,50.8,0.972,0.007,0.5,0.4,0.1,1.2,0.034,94.3,91.3,1.4,1.8,80.5,13.5,864,20899,36434,17.4,179,1850,0.8,990,1322,0,0,0,0,0,0,0,0,105293,7820,9377,7,265.86,53.1
6293,28610,36180,5.5,21.1,17.7,50.9,0.958,0.012,0.5,1.2,0,1.2,0.056,90.8,83.9,5.2,6.8,82.3,15,7284,22242,43649,14.5,2546,34813,5,7588,11287,0,0,2.6,0,0,21.8,341511,0,1641080,19548,611929,60,592.5,151.7
206640,114948,331861,7.2,25.5,11.6,52.4,0.423,0.533,0.4,2.6,0.1,1.4,0.06,37.2,82.8,6.2,8.9,86,29,58540,25549,46250,20.8,19417,427802,1.4,77761,76350,30.9,0.3,3.4,0.1,1.7,30.8,17969681,29636012,11932863,12971,1787964,1516,763.17,1215.5
1688,5485,7410,5.7,23.4,15.4,50.5,0.957,0.021,0.5,0.3,0,1.4,0.026,93.4,88,0.8,2.1,78.9,11.1,1171,21153,42383,19.4,264,3690,0.9,1303,1641,0,0,0,0,0,0,0,52470,117776,6246,12379,66,314.29,61
1222,3864,5283,5.1,21.5,18.9,49.7,0.944,0.019,0.8,1.1,0,1.8,0.025,92.2,91.7,1.5,2,84.4,11.7,1650,21701,39781,20,147,1354,-3.9,796,1193,0,0,0,0,0,0,0,0,63737,4889,6112,18,459.33,29
11910,45577,59860,5,19.9,20.3,51.6,0.951,0.024,0.4,0.7,0,1.4,0.017,93.7,85.7,1.5,2.9,84.1,20.5,14321,23850,39479,18.3,3298,65497,-0.2,9395,12859,0,0.3,0,0,0.8,23,5463624,1055317,2026276,13200,255074,249,413.36,379.4
18153,50105,71080,6,24.3,14.6,51.2,0.895,0.071,0.4,1.4,0.1,1.7,0.044,85.7,84.3,3.7,5.8,87.1,23.7,12953,27795,55509,10.4,2935,39769,5.3,13529,15402,3.2,0,0,0,1.2,24.2,1741400,1634893,1300149,8521,155496,869,529.45,303.4
5779,16893,23372,6.1,25.6,13.1,50.7,0.781,0.187,0.5,0.7,0.2,1.9,0.025,76.1,85.7,1.7,2.8,85.1,15.1,5189,23054,52423,13.4,694,8470,2.6,3876,3817,9.4,0,0,0,0,26.9,774196,241853,404163,7002,29779,138,458.37,133.3
943,2099,3142,5.5,22.8,15.5,50.4,0.878,0.091,0.7,0.3,0,2,0.03,85.3,87.9,1.4,1.3,78.5,12.9,572,20491,43034,13.6,119,1056,1,574,899,0,0,0,0,0,29.3,0,0,41695,5409,4556,45,114.19,68.9
1260,5666,7166,4.4,19.4,21.8,50.8,0.98,0.005,0.3,0.2,0,1,0.044,93.8,87.5,3.4,5,76.1,12.9,1449,20152,32292,21.7,248,4053,0.6,777,1233,0,0,0,0,0,0,348551,0,119502,6751,13024,1,186.17,98.4
1010,5024,6204,6.5,23.3,16.3,50.4,0.977,0.003,0.4,0.2,0.1,1.3,0.015,96.5,90.7,0.5,1.3,73.1,8.2,998,17426,34399,23.6,191,1747,1.2,1234,1489,0,0,0,0,0,20.1,125615,6581,60543,3198,5737,50,223.55,85.5
