votes_dem_2016,votes_gop_2016,total_votes_2016,AGE135214,AGE295214,age65plus,SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214,POP715213,POP645213,NonEnglish,Edu_highschool,Edu_batchelors,VET605213,Income,INC110213,Poverty,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,Density
5908,18110,24661,6,25.2,13.8,51.4,0.779,0.187,0.5,1.1,0.1,1.8,0.027,75.6,85,1.6,3.5,85.6,20.9,5922,24571,53682,12.1,817,10120,2.1,2947,4067,15.2,0,1.3,0,0.7,31.7,0,0,598175,12003,88157,131,594.44,91.8
18409,72780,94090,5.6,22.2,18.7,51.2,0.871,0.096,0.7,0.9,0.1,1.6,0.046,83,82.1,3.6,5.5,89.1,27.7,19346,26766,50221,13.9,4871,54988,3.7,16508,19035,2.7,0.4,1,0,1.3,27.3,1410273,0,2966489,17166,436955,1384,1589.78,114.6
4848,5431,10390,5.7,21.2,16.5,46.6,0.502,0.476,0.6,0.5,0.2,0.9,0.045,46.6,84.8,2.9,5,73.7,13.4,2120,16829,32911,26.7,464,6611,-5.6,1546,1667,0,0,0,0,0,27,0,0,188337,6334,0,8,884.88,31
1874,6733,8748,5.3,21,14.8,45.9,0.763,0.221,0.4,0.2,0.1,0.9,0.021,74.5,86.6,1.2,2.1,77.5,12.1,1327,17427,36447,18.1,275,3145,7.5,1126,1385,14.9,0,0,0,0,0,0,0,124707,5804,10757,19,622.58,36.8
2150,22808,25384,6.1,23.6,17,50.5,0.96,0.018,0.6,0.3,0.1,1.2,0.087,87.8,88.7,4.3,7.3,77,12.1,4540,20730,44145,15.8,660,6798,3.4,3563,4458,0,0,0,0,0,23.2,341544,0,319700,5622,20941,3,644.78,88.9
3530,1139,4701,6.3,21.4,14.9,45.3,0.269,0.701,0.8,0.3,0.7,1.1,0.075,22.1,84.7,5.4,5.2,67.8,12.5,636,18628,32033,21.6,112,0,0,470,417,0,0,0,0,0,38.8,0,0,43810,3995,3670,1,622.81,17.5
3716,4891,8685,6.1,23.6,18,53.6,0.539,0.44,0.4,0.9,0,0.8,0.012,53.1,94.6,0.8,1.7,76.3,14,1497,17403,29918,28.4,393,5711,2.7,1095,1769,0,0,3.3,0,0,0,399132,56712,229277,11326,28427,2,776.83,27
13197,32803,47376,5.7,22.2,16,51.8,0.758,0.211,0.5,0.9,0.1,1.7,0.035,72.9,83.6,2.4,4.5,78.6,16.1,11385,20828,39962,21.9,2311,34871,0.6,6352,8713,7.2,0,1.6,0,0.5,24.7,2679991,0,1542981,13678,186533,114,605.87,195.7
5763,7803,13778,5.9,21.4,18.3,52.3,0.583,0.395,0.3,0.8,0.1,1.1,0.02,56.8,85.8,1.1,1.3,75.1,11.8,2691,19291,32402,24.1,515,6431,-0.2,2354,1981,0,0,0,0,0,29.3,667283,0,264650,7620,23237,8,596.53,57.4
1524,8809,10503,4.8,20.4,20.9,50.2,0.93,0.046,0.5,0.3,0,1.6,0.015,91.6,90.6,0.7,1.1,78.3,12.8,2174,22030,34907,21.2,515,3864,5.5,1560,2180,0,0,0,0,0,14.5,307439,62293,186321,7613,13948,2,553.7,46.9
2909,15068,18255,6.4,24.2,15.2,50.8,0.871,0.106,0.5,0.4,0.2,1.2,0.077,80.3,88.8,5.2,7.4,76,12.9,3308,20701,41250,19.5,703,7396,8.8,2719,0,0,0,0,0,0,0,0,155139,359910,8496,34073,78,692.85,63
3109,4102,7268,4.9,20.6,20.8,52.5,0.566,0.424,0.2,0.3,0,0.5,0.008,56.1,91.4,0.3,1.3,75.2,11.8,938,20323,33941,21.5,255,2900,1.4,809,1102,26.2,0,0,0,0,44.1,0,52904,84633,5969,11345,0,913.5,15.2
5712,7109,12936,5.6,22.6,18,52.8,0.54,0.442,0.4,0.5,0,0.8,0.013,53.1,92.5,0.3,1.3,78.3,11.2,1583,18979,29357,29.3,586,6648,3.7,1640,2374,0,0,0,0,0,28.6,571454,85803,344311,13034,23596,11,1238.47,20.9
1234,5230,6572,5.3,21.6,19.4,50.6,0.828,0.145,0.6,0.3,0,1.8,0.034,79.7,88.3,2.2,3.3,76.5,9.2,1076,18694,34002,19,190,2993,4.6,792,1005,0,0,0,0,0,0,330878,0,70558,5123,4352,0,603.96,23.1
684,5738,6532,5.7,23.3,18.4,50.4,0.945,0.036,0.4,0.2,0.1,1.2,0.025,92.3,89.1,1.5,2.3,76,9,989,19108,38019,18.4,152,1548,-4.8,930,1280,0,0,0,0,0,17.7,0,5888,133407,9080,4134,1,560.1,26.7
4194,15825,20513,6.1,23.7,15.9,50.5,0.764,0.177,1.4,1.6,0.4,2.5,0.064,71.3,83.3,5.1,7.5,82.4,22.5,6066,23380,43768,18.6,954,12762,0.3,2602,4032,6,0,1.3,0,0.7,29.3,613758,131594,639623,13665,50080,58,678.97,73.6
7296,16718,24626,5.7,21.7,18.5,51.8,0.808,0.163,0.6,0.5,0.1,1.7,0.026,78.8,87.2,2,2.6,83.5,17.7,4376,21572,39077,17.9,1226,19820,6.2,3630,4757,0,0,0,0,0,22.8,2083166,351388,821284,15040,61935,143,592.62,91.8
3069,3413,6543,5.5,21.4,20.4,51.9,0.521,0.462,0.4,0.1,0,1.2,0.018,51.1,96.9,0.6,2.2,77.3,8.8,1101,15605,24658,32.7,194,2197,-1.5,756,980,0,0,0,0,0,23,183544,76736,71232,5430,8667,3,850.16,15.6
1780,3376,5223,4.8,18.3,18.5,49.5,0.661,0.318,0.6,0.2,0.2,1.2,0.023,64.8,87.2,1.8,3.3,75,9.8,934,18493,37277,20.9,93,992,3.9,367,545,0,0,0,0,0,0,89585,31647,20531,1904,575,0,650.93,17.7
2379,13222,15818,5.9,22.1,19.8,51.6,0.843,0.13,0.6,0.5,0,1.6,0.016,83.1,86.7,1.4,2.1,78.4,14.2,3433,20391,35869,20,834,10824,0.7,2201,2957,0,0,0,0,0,0,561168,338692,424873,11544,30271,8,1030.46,36.6
1663,4511,6252,6.1,22.7,18,51.1,0.72,0.24,0.5,1.8,0.1,1.6,0.017,70.6,86.3,2.3,3.2,76.7,12.7,1098,21343,36275,19.1,211,3139,1,811,1027,25.8,0,0,0,0,30.2,270809,131874,75456,5491,5640,2,608.84,22.8
3730,32734,37278,5.9,22.5,17.6,50.5,0.962,0.014,0.6,0.5,0,1.2,0.044,92.1,87,3,4.6,79.8,14.8,6167,20760,38847,18.8,1714,22185,3.6,5549,7873,1.1,0,1.1,0,0,23.9,1393437,0,867058,10757,102291,77,734.84,109.4
4408,13798,18617,6.3,23.6,15.4,50.5,0.752,0.197,0.8,1.3,0.1,2.8,0.061,70.2,78.4,3.7,6.3,84.1,17,6730,22685,44889,17.4,766,11924,-1.6,2444,2951,0,0,0,0,0,0,114991,69341,332503,6889,37229,17,561.15,89.6
12826,5784,18730,6.7,25.2,15.6,53.7,0.29,0.695,0.2,0.5,0,0.7,0.01,28.5,86.7,0.8,1.3,77.5,14.2,2897,17245,26519,35.5,757,10420,-1,2179,3148,49.1,0,4.4,0,0,28.8,1174763,0,437359,10223,33708,17,978.7,44.8
3682,21779,26086,6.2,24.7,15.7,50.7,0.924,0.021,2.1,0.4,0.7,2.2,0.142,80.6,90.9,7.5,11.2,70.6,10.7,4371,18149,37851,19.9,1082,16841,3.9,4679,5908,0,0.8,0.6,0,0,25.8,1831626,0,635185,9303,67915,31,777.09,91.5
8436,27619,36905,5.9,23,14,51.5,0.76,0.212,0.4,0.7,0.1,1.6,0.027,73.7,85.4,2.1,3.6,86.6,21,8364,23856,54766,13.4,1135,14056,-2.3,4850,6513,9.1,0,0,0,0,28.3,766344,104885,618313,7982,47884,259,618.49,128.2
4698,10282,15213,6.1,22,16.7,48.8,0.622,0.324,3.4,0.3,0.1,1.7,0.021,60.6,93.4,0.6,1.4,76.2,11.7,2995,16540,30687,25.4,723,9977,1,2111,2765,9,3.2,0,0,0,21.3,665336,93125,379587,10089,31909,26,945.08,40.5
10350,32132,43474,5.7,22.1,17.3,51.6,0.812,0.155,0.5,0.8,0.3,1.6,0.037,78.4,85,2.2,3.1,81.8,14.8,8638,20204,38013,19,2008,29796,-0.5,6988,9147,6.1,0,0,0,0.6,25.7,1252962,518424,1114841,10801,137966,79,534.99,195.2
1358,6705,8196,5.4,21.7,19.6,50.5,0.862,0.119,0.4,0.3,0,1.1,0.014,85,87.8,0.6,0.8,74.9,13.2,1221,18494,33838,19.9,306,3323,-3.8,1073,1378,5.1,0,0,0,0,24.3,186247,22463,130362,7433,10869,0,627.66,27.5
2197,9466,11955,6.6,24.3,15.9,50.3,0.919,0.046,1.5,0.4,0.2,1.5,0.161,78,86.4,8.4,13.2,72.5,11,1860,18888,36415,21.9,510,9369,-8,1863,2357,0,0,0,0,0,23.2,671954,67398,269096,8786,25389,13,633.82,50
1522,9967,11659,5.8,22.2,19.2,50.8,0.871,0.097,1,0.4,0.1,1.7,0.036,84.1,82.7,1.8,3,77.2,10.4,2336,20199,35625,21.2,400,3791,2.8,1584,1736,0,0,0,0,0,0,153342,231687,170044,6612,10402,8,574.41,46.6
4006,838,4862,5.9,23.3,17.9,52.5,0.185,0.805,0.2,0.2,0,0.6,0.01,17.9,92.4,0.2,1.4,76.2,12.8,502,14930,24226,32.9,99,1379,16.3,506,657,60.3,0,0,0,0,36.1,0,0,33639,3697,1226,4,647.11,14
4772,3172,8010,6.2,23.3,17.3,52.8,0.408,0.581,0.2,0.3,0,0.6,0.013,40,90.6,1.2,2.7,77.4,12.8,995,18812,30051,26.6,195,1966,0.2,762,882,0,0,0,0,0,0,0,0,86735,4794,3136,8,643.94,24.5
2286,5623,8017,5.5,21.2,20.8,51.8,0.704,0.273,0.3,0.7,0,1.2,0.026,68.4,91.9,2.9,5,80.1,16.6,1497,21924,41650,14.4,293,2754,-2.4,1034,1091,0,0,0,0,0,18.2,425821,0,92574,5559,7415,17,561.75,30.8
10547,30567,42030,6.2,23.7,16.1,52.1,0.7,0.267,0.5,0.9,0.1,1.8,0.033,67.3,86.3,2.4,4.4,83.9,19.7,9254,23316,40948,18,2702,43139,0.5,6819,10151,12.1,0,1.4,0,1.3,25.5,1310677,0,1909615,19608,177224,311,579.82,175.1
3663,16643,20785,5.4,21.7,18.6,50.7,0.915,0.036,1.6,0.5,0.1,2.6,0.029,89.4,91.2,2.2,3.4,74.6,13,4000,20486,37634,16,856,12440,4.2,3098,4337,0,4.3,0,0,0,26.8,1525396,0,410988,7784,39315,39,1077.87,49.4
151581,130614,290111,6.6,23.1,14.3,52.8,0.54,0.429,0.3,1.6,0.1,1.1,0.038,50.8,83.8,4.1,5.9,87.4,30,46613,26906,45429,18,16232,319199,2,44987,55470,23.4,0.4,2.4,0,1.3,29.8,10260950,13756797,11066328,16730,1268154,2280,1111.28,592.5
1035,5819,6931,5,21.7,20.5,51.2,0.871,0.113,0.2,0.1,0,1.4,0.014,85.8,87.8,0.6,1,76.1,9.5,1127,19026,36028,22.3,241,2943,4.6,932,1340,0,0,0,0,0,25.8,234908,0,70780,4887,6008,0,604.85,24.1
9877,27735,38813,5.2,20.5,18.2,52.1,0.867,0.104,0.5,0.9,0.1,1.5,0.024,84.7,86.1,2.1,3,83.8,21.1,7000,23510,42844,17.2,1967,25839,3.4,6576,8317,5.5,0,0.8,0,0,27.6,1083658,514555,1131585,12783,136587,54,667.7,138.8
3611,10732,14623,5.3,21.7,16.8,51.3,0.781,0.114,5.8,0.2,0,4.4,0.022,76.4,90.5,1,1.9,77.1,11.9,1891,20181,38551,17.5,407,4232,-6.3,1990,2289,0,0,0,0,1.1,0,0,23787,166958,4889,22719,0,690.68,49.7
20987,34321,57668,5.8,21.6,10.3,50.7,0.709,0.237,0.4,3.3,0.1,1.5,0.039,67.7,76.4,5.1,6.9,86.7,32.5,10045,23506,43542,22,2500,38782,3.4,9361,10319,16.2,0,2,0.4,0,28.2,0,0,1451634,11099,201205,943,607.54,230.8
9340,28824,39400,5.9,23.4,13.8,49.7,0.82,0.135,0.8,1.4,0.2,2.1,0.058,77.2,88.1,4.3,6.4,81.5,22.7,6964,25020,48619,14.7,1308,15305,1.3,5417,5914,4.8,1.1,0.8,0,1.3,25.8,947299,248292,723200,9785,68140,140,559.94,147.8
4882,1751,6676,6.7,23.1,17.4,52.3,0.258,0.729,0.3,0.2,0,0.8,0.012,25.3,90.4,0.2,0.7,73.9,14.4,626,18368,26230,26.7,98,1835,-1.3,685,682,57.3,0,0,0,0,35.2,1156888,0,103636,8184,595,5,715.91,15.8
7237,1394,8748,4.7,18.3,16.8,54.2,0.167,0.815,0.2,0.3,0,1.4,0.015,16.2,83.8,1.1,4.2,80,19.6,1662,16826,30724,27.3,217,5381,3.2,1166,1584,66.7,0,0,0,0,0,0,0,87509,3932,19354,1,608.89,35.2
62435,89199,159473,5.8,22.4,13.7,51.2,0.694,0.246,0.8,2.6,0.1,2.5,0.047,65.5,84.7,5.4,7.1,90,38.5,34203,31933,58434,12.8,8095,153304,0.8,22681,26467,12.3,1.4,3.5,0,1.3,29.2,8650700,2970410,4438653,14145,596324,2677,801.59,417.7
5607,5224,10948,6,23,18.6,53.2,0.474,0.51,0.3,0.3,0.2,0.8,0.024,45.6,87.4,0.7,1.2,83.7,17.4,1462,22072,35079,24,478,5876,1.8,1019,1604,0,0,0,0,0,21.4,542135,64589,197221,9274,16684,0,976.88,21.5
1432,11273,12912,5.4,21.2,20.1,50.4,0.939,0.042,0.3,0.3,0.1,1.2,0.025,91.7,86.6,1,2.5,74.6,9.5,2287,19576,32888,20.9,547,8006,5,1828,2224,0,0,0,0,0,0,794483,162519,209924,7116,19081,0,742.29,41.5
4913,29217,34965,6.6,24.5,16.3,50.9,0.937,0.027,1.1,0.7,0.3,1.6,0.129,82.3,86.1,8,11.5,76.2,15.2,7192,20382,39526,19.5,1795,30306,0.1,6781,8700,0,0,0.9,0,1,24.9,3029491,1138701,1357696,15434,103539,28,565.84,164.4
68429,91087,163387,6.7,24,14.5,52.2,0.601,0.353,1,2,0.1,1.5,0.028,57.8,85.8,3.2,5,83.9,20.7,33586,22501,43028,19.8,8567,147574,-0.4,29500,34836,18.8,0,2.4,0,1.2,29.5,12407151,3268730,5225494,12895,562436,746,1229.44,335.9
4310,5771,10185,5.5,23.4,17.9,52.6,0.555,0.411,1.3,0.4,0,1.6,0.012,54.7,91.8,0.9,1.3,76.1,10.6,1237,15749,29203,28.6,393,5029,-1.8,1265,2257,23.6,0,0,0,0,24.5,1251911,92815,212618,9342,14796,0,1025.68,22.5
58669,33928,94572,6.8,24,13.3,52.6,0.389,0.567,0.3,2.6,0.1,1.3,0.034,36.3,78.1,4.3,5.7,85.6,31.5,20008,24975,44790,21.2,5533,101517,1.2,15129,21463,35.6,0.7,2.4,0,1.3,30.9,7956627,3275567,3238175,14351,402861,734,784.25,292.5
11216,37392,49991,6,23.1,15.9,50.8,0.835,0.125,1.1,0.7,0.1,2,0.079,76.6,86.4,5.1,8,81.4,19.9,9518,23764,44800,15.7,2589,42569,2,7506,10034,5.9,1.8,1,0,0,21.3,0,1213925,1637628,14222,154700,136,579.34,206.3
3823,1403,5255,5.5,22.4,17.9,53.4,0.311,0.675,0.2,0.4,0.1,0.7,0.013,30.3,92.2,0.5,0.8,70.2,10.4,670,13716,28209,25.6,125,1570,4,488,854,55.7,0,0,0,0,41.3,0,10360,34121,3181,2632,0,719.66,14.7
3972,5454,9494,5.2,20.5,17.8,50.6,0.581,0.402,0.2,0.3,0.4,0.9,0.041,54.7,91.9,0.3,2.6,79.7,11,1610,17153,28741,27.2,266,2707,-1.2,1073,1268,0,0,0,0,0,10,107619,36581,113222,5805,6302,3,881.41,22.4
5039,7681,13025,5.7,19.4,14.1,51.9,0.585,0.369,0.7,2.2,0.1,1.6,0.022,57.1,79.3,4,5.8,81,23,2516,19715,33090,27.6,628,11009,1.4,1970,2527,0,0,0,0,0,0,0,0,367926,12189,45692,44,672.09,48.9
2290,7697,10130,5.7,22,19.6,51.4,0.776,0.202,0.5,0.3,0.1,1.4,0.029,75,87.9,1.7,3.4,72.6,11.1,1598,19830,35213,24.5,340,3481,0,1388,1550,7.1,0,0,0,0,0,401677,26751,161410,7209,9241,0,580.55,39.5
9577,9210,19136,7.6,25.3,12.5,51.3,0.531,0.429,0.6,0.8,0.2,2.4,0.05,49.5,81.7,2.2,5,80.4,16,5977,19678,36143,22,783,10489,-1.9,3523,3823,33.9,0,0,0,1,32.4,0,0,428236,8526,56392,244,641.14,82.6
22927,72846,99208,6,24.4,13,51.2,0.84,0.121,0.4,2.2,0,1.3,0.06,78.5,86.6,6,8.3,91.2,40.3,13991,33313,68770,7.9,4845,76137,2.1,15634,18393,5.7,0.6,0,0,2,30.5,1723017,4385596,2520488,13737,301893,896,784.93,248.5
5550,31579,37937,6.1,23,15.3,50.1,0.879,0.095,0.4,0.8,0.1,1.3,0.023,85.9,86.8,1.8,2.5,82,15.5,6928,23872,50786,15.2,1266,15265,1,5172,6061,2.4,1,1.4,0,0,28.1,985409,317458,581324,7404,70254,80,631.9,132.3
4739,1581,6391,4.8,19.7,16.3,55,0.255,0.735,0.1,0.4,0,0.5,0.011,24.8,87.9,0.9,1.9,75.5,14.9,706,14156,22186,38,202,2966,8.1,823,730,57.5,0,0,0,0,0,0,76499,59636,4494,8199,3,903.89,15.2
12108,20596,33218,5.5,22.3,16.1,51.4,0.652,0.325,0.4,0.4,0,1.5,0.023,63.4,85,1.6,2.8,78.9,13,6691,19410,35439,22.9,1230,23763,4.8,3988,4872,0,0,1.5,0,0,26.6,9054200,0,730728,9113,67078,65,736.78,111.7
5271,12967,18504,5.8,21.1,19.6,51.4,0.706,0.273,0.4,0.5,0,1.2,0.023,68.9,86,1.9,2.9,79.2,16.3,3631,21434,39130,19.8,721,10771,4.1,2478,3528,13,0,0,0,0,35,0,0,362304,8881,28222,16,716.52,58.1
31746,47701,81708,6,21.1,11.7,51.7,0.66,0.31,0.3,1.5,0.1,1.1,0.033,63.2,81.2,3.5,5.8,86.6,27,12198,22637,45408,18.9,4009,72917,3,11107,14729,13.3,0.9,0,0,0,22.5,10852479,760623,2445850,13664,327429,1375,1321.76,147.3
4486,24208,29243,5.8,22.1,18.2,51.4,0.913,0.064,0.5,0.4,0.1,1.3,0.023,89.4,85.3,1.2,1.4,76.4,10.5,5353,20698,37566,20.9,1250,15669,4.1,3509,5365,0,0,0.6,0,0,23.8,314804,256377,903643,13162,73895,8,791.19,84.7
2366,6031,8492,4.9,22.5,17,51.2,0.66,0.246,7.9,0.1,0.1,1.3,0.014,65.1,91.3,0.9,1.9,80.5,9.5,1025,20395,42156,18.4,217,5756,-4.7,1031,1288,0,0,0,0,0,25.6,1153449,32856,76343,4458,0,2,1080.21,16.3
4329,1737,6095,5.7,24.8,17.7,52.4,0.281,0.71,0.2,0.1,0,0.6,0.01,27.6,93.8,0.1,0.9,76.1,11.1,462,13379,23642,39.2,189,1738,-1.1,613,928,66.2,0,0,0,0,37.6,0,21337,75708,6018,12949,0,888.5,13.1
871,9225,10255,5,20.9,20,50.9,0.963,0.01,0.9,0.3,0.2,1.4,0.029,94,83.4,1.1,1.8,72.7,10.4,1721,18995,32900,24,439,6321,-4.3,1641,2380,0,0,0,0,0,19.6,797845,165638,166709,6853,16564,7,612.98,39.9
1939,3825,6167,6.8,23,17.5,51.6,0.726,0.245,0.4,1,0,1.5,0.03,70.2,81.6,2.2,2.8,84.1,12.4,1389,23045,39633,15.8,527,8181,-0.9,1285,1791,0,0,0,0,0,29.4,1702196,134593,286337,14825,15452,18,988.77,19.2
2408,5338,8027,6.5,23.6,18.4,51.8,0.719,0.256,0.8,0.3,0.1,1.4,0.052,67.7,87.4,2.1,4.7,84.2,12.2,1370,19761,35683,18.9,414,6845,-0.9,1078,1486,0,0,0,0,0,19.4,0,107302,170779,7673,15276,0,925.35,23.6
4163,14655,19572,4.4,17.8,30,51.8,0.968,0.004,0.7,0.6,0,1.5,0.02,95.2,84.9,1.9,2.5,87.6,16.5,5725,21334,35343,15.5,1039,12604,-0.8,3042,4635,0,0,0.6,0,0,22.8,550061,0,486791,11633,60260,8,554.28,74.9
27894,60751,94262,7.2,27,13,50.5,0.9,0.019,1.9,3.4,0.4,2.3,0.162,74.9,82.4,10.9,15.5,85.8,28.7,16452,26715,54515,12.2,5454,98642,0.5,15567,18799,0.9,1.3,2.3,0,5.2,23.7,0,0,2390591,11332,295747,2218,847.36,261.2
2925,12225,15912,6,22.6,19.8,50.8,0.963,0.004,0.8,0.6,0.1,1.8,0.023,94.3,83.8,1.3,2.5,85.4,15.4,3280,22160,38506,16.6,864,11897,-2.8,2722,3748,0,0,0,0,0,29.3,0,0,466894,12738,41893,12,590.23,62.5
1317,2163,3617,6.9,23.4,18.3,51.1,0.683,0.276,1.9,0.5,0,1.6,0.143,56.3,89.4,6.7,10.2,76,10.8,765,19386,30409,31.3,250,2621,1.5,525,640,0,0,0,0,4.2,0,176955,42794,71522,5978,6240,1,649.23,17.7
636,1554,2250,5,18.1,19.8,49.2,0.757,0.22,0.5,0.2,0,1.6,0.039,72.3,89.1,0,0.3,80.5,7.4,391,17763,30980,14.9,66,435,-2.5,191,0,0,0,0,0,0,0,0,0,17859,3263,802,0,628.58,8.5
3334,6773,10656,5.5,22.1,21.1,50.7,0.945,0.008,1.3,0.9,0.6,2,0.146,81.1,81,6.8,13.6,84.6,17.3,2961,20637,36584,18.8,698,8142,-1.8,2444,3078,0,0,0,0,0,19.1,0,24110,265358,9728,53966,10,630.09,43.6
2350,1716,4149,6.7,23.2,19.2,50.8,0.435,0.546,0.5,0.5,0,0.9,0.056,39.2,90.1,3.3,5,74.2,12.6,905,16538,26201,33,225,2207,-5.5,551,916,12.2,0,0,0,0,25.1,0,120552,67030,5446,6074,6,644.3,18.3
3606,4398,8365,4.9,19.2,16.1,52.1,0.734,0.24,0.6,0.7,0,1.4,0.044,69.6,81.2,2.6,5.2,86.2,21.4,1804,17960,32721,24.3,498,6584,2.2,1246,1689,0,0,0,0,0,26.8,433867,0,247757,10461,32727,3,866.07,26.6
1999,3779,5978,4.3,20.4,21.4,51.1,0.974,0.006,0.4,0.2,0,1.3,0.018,95.7,87.6,0.9,1.9,76.1,9.5,1230,18509,31502,20.2,307,2683,-6.4,814,1109,0,0,0,0,0,25.2,111760,116882,132637,8255,6345,3,639.47,25.2
2101,9454,11968,4.8,19.8,25.4,50.7,0.97,0.005,0.7,0.3,0,1.4,0.026,94.8,83,2,2.9,84.5,16.8,3158,23044,40246,15.8,577,5882,-6.2,2143,3180,0,0,0,0,0,27.1,205550,54394,282382,11169,29180,26,553.69,46.9
723,2460,3299,5.1,23.4,19.1,51.1,0.866,0.114,0.5,0.1,0,1.3,0.022,84.7,94.7,0.4,0.9,84.8,13.8,630,20622,39420,17.7,81,584,1.2,404,297,0,0,0,0,0,0,0,1230,12265,1404,0,0,597.78,14.5
3140,5456,8837,5.8,21.6,16.6,52,0.611,0.362,0.5,0.9,0,1.3,0.027,59.4,82.1,2.9,4.7,85.4,20.3,1508,19439,35128,25.4,596,7538,-2.8,1215,1859,0,0,0,0,0,23.1,1164275,0,197935,8143,21775,49,766.05,32.1
2655,4844,7837,5.9,23.1,18.3,50.9,0.85,0.114,0.8,0.6,0,2.1,0.04,81.5,87.1,1.9,4.5,84.5,14.7,1534,20040,35225,24,409,4894,-2.5,1337,1876,0,0,0,0,0,16.9,432551,124901,270351,13074,16218,10,552.25,38.5
10474,22798,34968,6.9,24.9,13,51.3,0.822,0.145,0.6,1.1,0.1,1.6,0.047,78,76.9,3.7,5.2,84.9,24.4,6727,23138,41393,20.6,2476,38113,0.6,7113,8387,0,0,1.2,0,1.3,0,1830332,605938,1440936,15768,146652,671,707.21,136.4
4476,16655,22155,6,25.1,15.3,50.7,0.915,0.016,2.5,1.6,0.1,2.8,0.067,85.6,85.1,4.1,6.6,82.2,14.3,5321,19477,39479,20.2,1061,20016,-0.8,3573,4489,0,1.7,1.1,0,1.8,21.5,847991,0,452539,7666,53249,43,593.09,104.4
8368,6953,15798,7.7,27.9,12.1,52.6,0.459,0.518,0.4,0.7,0,1.2,0.023,44.1,82.3,1.7,2.9,79.1,13.9,3541,19665,37751,26.3,824,13445,1.2,3542,3399,22.6,0.9,3.4,0,0,25.2,701251,795836,750517,14399,65142,95,609.76,83.5
1995,4577,6831,6.9,24,17.6,51.4,0.749,0.229,0.3,0.5,0,1.3,0.019,73.3,88.6,0.7,1.2,79,11.4,1189,18701,38085,17.4,359,4100,1.8,1381,1589,0,0,0,0,0,26.3,0,174748,185706,9970,12504,18,616.38,29
1165,1507,2741,5.5,22.3,20.5,51.7,0.564,0.413,0.5,0.2,0,1.5,0.027,54.1,88.1,2.5,3.4,82.1,10.2,444,16838,28931,19.7,195,2305,-7.1,364,459,9.6,0,0,0,0,12.9,184521,10852,79676,9727,4648,1,667.39,12.2
2227,1915,4226,6.8,25.6,17.1,53.2,0.501,0.479,0.4,0.4,0.1,1,0.048,46.6,89.1,1.8,4.1,76.9,12.7,754,19822,28680,30.1,312,3412,1,732,840,0,0,0,0,0,27.4,400820,230922,119201,8691,9790,7,768.15,16.9
2364,3967,6552,6.3,22.4,16.1,51.2,0.696,0.28,0.4,0.9,0,1.1,0.029,67,85.9,1.9,3.4,81.3,19.1,983,17057,31171,28.5,405,4478,-0.9,1006,1460,6.4,0,0,0,0,0,156135,87552,198993,10645,19657,4,828.36,22.3
14525,29170,46364,6.6,23.9,11.2,51.1,0.846,0.113,0.7,1.2,0.1,2,0.041,81.1,81.8,2.9,4.8,89.4,27.2,8027,24401,50314,14.6,2439,35228,-1.6,7738,9464,4.5,0,0.7,0,3.6,24.4,1587628,266098,1227650,11730,137881,341,647.88,174.8
1376,5034,6698,5.9,23.6,18,50.5,0.952,0.009,1.3,0.9,0.1,1.6,0.03,92.5,85,0.8,1.8,82.1,12.4,1643,19135,36766,20.5,278,3424,1.1,1025,1139,0,0,0,0,0,19.6,327694,3128,140227,7748,10416,0,608.86,29.8
1067,3470,4744,4.8,20.4,25.4,50.5,0.968,0.006,0.7,0.3,0,1.6,0.012,95.8,83.2,1.1,1.5,83.7,10,1358,19326,35522,18.7,162,1460,-4.5,790,1047,0,0,0,0,0,21.9,0,8179,42434,3598,5299,1,618.19,19.8
12283,26053,40337,5.7,20.9,21.7,51.7,0.877,0.085,0.7,0.8,0.1,2.3,0.053,82.9,83.5,3.6,5.6,86.8,20.9,10575,23170,39162,20.7,2696,32235,-0.3,7724,10369,2,0.9,0,0,2.3,22.8,661675,0,1443438,14958,203277,43,677.78,141.7
1407,5160,6855,5.7,23.5,16.1,50.3,0.948,0.028,0.5,0.4,0,1.4,0.026,92.7,90.3,1.9,3.1,84.9,17.6,1594,23239,49004,9.9,274,2876,2.8,1155,1696,0,0,0,0,0,25.4,489875,48526,107622,6148,10188,9,631.81,28.3
3056,10698,14422,6.6,24.6,15,50.8,0.969,0.009,0.5,0.3,0,1.4,0.027,94.5,81.6,1.1,2.5,82.8,14.7,3801,19652,38413,17.1,767,15717,6.3,2718,3205,0,0,0,0,0,25.4,1434062,0,373077,9257,37645,193,577.7,72.9
2371,4391,6984,7.3,26.4,16.3,51.6,0.668,0.299,0.7,0.5,0.1,1.9,0.126,55.3,87.6,5.7,10.3,81.7,14.1,1556,17376,32056,27.4,386,6036,-9.3,1060,1578,0,0,0,0,0,25.9,0,32782,204433,8807,21236,3,727.52,31.1
